Item_ID,Item_Name,Pocket,Price,Sell_Price,Hold_Effect,Hold_Effect_Param,Fling_Power,Fling_Effect,Natural_Gift_Power,Natural_Gift_Type,Prevent_Toss,Selectable,Field_Use_Func,Battle_Use_Func,Shop_Locations,Given_At_Locations
156,ITEM_PERSIM_BERRY,Berries,80,40,0,0,10,8,0,4,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
157,ITEM_LUM_BERRY,Berries,80,40,0,0,10,9,0,2,FALSE,FALSE,8,0,,
158,ITEM_SITRUS_BERRY,Berries,80,40,0,25,10,10,0,14,FALSE,FALSE,8,0,,
159,ITEM_FIGY_BERRY,Berries,80,40,0,8,10,11,0,6,FALSE,FALSE,8,0,,
160,ITEM_WIKI_BERRY,Berries,80,40,0,8,10,12,0,5,FALSE,FALSE,8,0,,
161,ITEM_MAGO_BERRY,Berries,80,40,0,8,10,13,0,7,FALSE,FALSE,8,0,,
162,ITEM_AGUAV_BERRY,Berries,80,40,0,8,10,14,0,16,FALSE,FALSE,8,0,,
163,ITEM_IAPAPA_BERRY,Berries,80,40,0,8,10,15,0,17,FALSE,FALSE,8,0,,
164,ITEM_RAZZ_BERRY,Berries,20,10,0,0,10,0,0,8,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
165,ITEM_BLUK_BERRY,Berries,20,10,0,0,10,0,0,10,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
166,ITEM_NANAB_BERRY,Berries,20,10,0,0,10,0,0,11,FALSE,FALSE,8,0,,
167,ITEM_WEPEAR_BERRY,Berries,20,10,0,0,10,0,0,13,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
168,ITEM_PINAP_BERRY,Berries,20,10,0,0,10,0,0,12,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
169,ITEM_POMEG_BERRY,Berries,80,40,0,0,10,0,0,15,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
170,ITEM_KELPSY_BERRY,Berries,80,40,0,0,10,0,0,1,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
171,ITEM_QUALOT_BERRY,Berries,80,40,0,0,10,0,0,3,FALSE,FALSE,8,0,,
172,ITEM_HONDEW_BERRY,Berries,80,40,0,0,10,0,0,4,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
173,ITEM_GREPA_BERRY,Berries,80,40,0,0,10,0,0,2,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
174,ITEM_TAMATO_BERRY,Berries,80,40,0,0,10,0,0,14,FALSE,FALSE,8,0,,
175,ITEM_CORNN_BERRY,Berries,20,10,0,0,10,0,0,6,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
176,ITEM_MAGOST_BERRY,Berries,20,10,0,0,10,0,0,5,FALSE,FALSE,8,0,,
177,ITEM_RABUTA_BERRY,Berries,20,10,0,0,10,0,0,7,FALSE,FALSE,8,0,,
178,ITEM_NOMEL_BERRY,Berries,20,10,0,0,10,0,0,16,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
179,ITEM_SPELON_BERRY,Berries,20,10,0,0,10,0,0,17,FALSE,FALSE,8,0,,
180,ITEM_PAMTRE_BERRY,Berries,20,10,0,0,10,0,0,8,FALSE,FALSE,8,0,,
181,ITEM_WATMEL_BERRY,Berries,20,10,0,0,10,0,0,10,FALSE,FALSE,8,0,,
182,ITEM_DURIN_BERRY,Berries,20,10,0,0,10,0,0,11,FALSE,FALSE,8,0,,SEWER ROOM 03 (H#0380)
183,ITEM_BELUE_BERRY,Berries,20,10,0,0,10,0,0,13,FALSE,FALSE,8,0,,
184,ITEM_OCCA_BERRY,Berries,80,40,0,0,10,0,0,10,FALSE,FALSE,8,0,,
185,ITEM_PASSHO_BERRY,Berries,80,40,0,0,10,0,0,11,FALSE,FALSE,8,0,,
186,ITEM_WACAN_BERRY,Berries,80,40,0,0,10,0,0,13,FALSE,FALSE,8,0,,
187,ITEM_RINDO_BERRY,Berries,80,40,0,0,10,0,0,12,FALSE,FALSE,8,0,,
188,ITEM_YACHE_BERRY,Berries,80,40,0,0,10,0,0,15,FALSE,FALSE,8,0,,
189,ITEM_CHOPLE_BERRY,Berries,80,40,0,0,10,0,0,1,FALSE,FALSE,8,0,,
190,ITEM_KEBIA_BERRY,Berries,80,40,0,0,10,0,0,3,FALSE,FALSE,8,0,,
191,ITEM_SHUCA_BERRY,Berries,80,40,0,0,10,0,0,4,FALSE,FALSE,8,0,,
192,ITEM_COBA_BERRY,Berries,80,40,0,0,10,0,0,2,FALSE,FALSE,8,0,,
193,ITEM_PAYAPA_BERRY,Berries,80,40,0,0,10,0,0,14,FALSE,FALSE,8,0,,
194,ITEM_TANGA_BERRY,Berries,80,40,0,0,10,0,0,6,FALSE,FALSE,8,0,,
195,ITEM_CHARTI_BERRY,Berries,80,40,0,0,10,0,0,5,FALSE,FALSE,8,0,,
196,ITEM_KASIB_BERRY,Berries,80,40,0,0,10,0,0,7,FALSE,FALSE,8,0,,
197,ITEM_HABAN_BERRY,Berries,80,40,0,0,10,0,0,16,FALSE,FALSE,8,0,,
198,ITEM_COLBUR_BERRY,Berries,80,40,0,0,10,0,0,17,FALSE,FALSE,8,0,,
199,ITEM_BABIRI_BERRY,Berries,80,40,0,0,10,0,0,8,FALSE,FALSE,8,0,,
200,ITEM_CHILAN_BERRY,Berries,80,40,0,0,10,0,0,0,FALSE,FALSE,8,0,,
201,ITEM_LIECHI_BERRY,Berries,80,40,0,4,10,16,0,12,FALSE,FALSE,8,0,,
202,ITEM_GANLON_BERRY,Berries,80,40,0,4,10,17,0,15,FALSE,FALSE,8,0,,
203,ITEM_SALAC_BERRY,Berries,80,40,0,4,10,18,0,1,FALSE,FALSE,8,0,,
204,ITEM_PETAYA_BERRY,Berries,80,40,0,4,10,19,0,3,FALSE,FALSE,8,0,,
205,ITEM_APICOT_BERRY,Berries,80,40,0,4,10,20,0,4,FALSE,FALSE,8,0,,
206,ITEM_LANSAT_BERRY,Berries,80,40,0,4,10,21,0,2,FALSE,FALSE,8,0,,
207,ITEM_STARF_BERRY,Berries,80,40,0,4,10,22,0,14,FALSE,FALSE,8,0,,
208,ITEM_ENIGMA_BERRY,Berries,80,40,0,4,10,0,0,6,FALSE,FALSE,8,0,,
209,ITEM_MICLE_BERRY,Berries,80,40,0,4,10,23,0,5,FALSE,FALSE,8,0,,
210,ITEM_CUSTAP_BERRY,Berries,80,40,0,4,10,0,0,7,FALSE,FALSE,8,0,,
211,ITEM_JABOCA_BERRY,Berries,80,40,0,8,10,0,0,16,FALSE,FALSE,8,0,,
212,ITEM_ROWAP_BERRY,Berries,80,40,0,8,10,0,0,17,FALSE,FALSE,8,0,,
213,ITEM_BRIGHT_POWDER,Items,30000,15000,0,10,10,0,0,31,FALSE,FALSE,0,0,,A HQ1 F4 (H#0064) | A HQ1 F4 (H#0182) | D HQ1 F4 (H#0188)
214,ITEM_WHITE_HERB,Items,20000,10000,0,0,10,24,0,31,FALSE,FALSE,0,0,,
215,ITEM_MACHO_BRACE,Items,3000,1500,0,0,60,0,0,31,FALSE,FALSE,0,0,,
216,ITEM_EXP_SHARE,Items,3000,1500,0,0,30,0,0,31,FALSE,FALSE,0,0,,
217,ITEM_QUICK_CLAW,Items,8000,4000,0,20,80,0,0,31,FALSE,FALSE,0,0,,RADE F3 LIBRY (H#0373)
218,ITEM_SOOTHE_BELL,Items,5000,2500,0,0,10,0,0,31,FALSE,FALSE,0,0,,
219,ITEM_MENTAL_HERB,Items,10000,5000,0,0,10,25,0,31,FALSE,FALSE,0,0,,
220,ITEM_CHOICE_BAND,Items,100000,50000,0,0,10,0,0,31,FALSE,FALSE,0,0,,
221,ITEM_KINGS_ROCK,Items,10000,5000,0,10,30,26,0,31,FALSE,FALSE,0,0,,WELL CAVE F4 (H#0148)
222,ITEM_SILVER_POWDER,Items,3000,1500,0,20,10,0,0,31,FALSE,FALSE,0,0,,
223,ITEM_AMULET_COIN,Items,30000,15000,0,10,30,0,0,31,FALSE,FALSE,0,0,,
224,ITEM_CLEANSE_TAG,Items,5000,2500,0,0,30,0,0,31,FALSE,FALSE,0,0,,R05R0401 (H#0517)
225,ITEM_SOUL_DEW,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
226,ITEM_DEEP_SEA_TOOTH,Items,200,100,0,0,90,0,0,31,FALSE,FALSE,0,0,,
227,ITEM_DEEP_SEA_SCALE,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
228,ITEM_SMOKE_BALL,Items,15000,7500,0,0,30,0,0,31,FALSE,FALSE,0,0,,
229,ITEM_EVERSTONE,Items,3000,1500,0,0,30,0,0,31,FALSE,FALSE,0,0,,MAUN 09 LAB01 (H#0019)
230,ITEM_FOCUS_BAND,Items,10000,5000,0,10,10,0,0,31,FALSE,FALSE,0,0,,
231,ITEM_LUCKY_EGG,Items,10000,5000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
232,ITEM_SCOPE_LENS,Items,15000,7500,0,0,30,0,0,31,FALSE,FALSE,0,0,,
233,ITEM_METAL_COAT,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,BOAT 06 (H#0101)
234,ITEM_LEFTOVERS,Items,20000,10000,0,10,10,0,0,31,FALSE,FALSE,0,0,,
235,ITEM_DRAGON_SCALE,Items,2100,1050,0,10,30,0,0,31,FALSE,FALSE,0,0,,
236,ITEM_LIGHT_BALL,Items,1000,500,0,0,30,27,0,31,FALSE,FALSE,0,0,,
237,ITEM_SOFT_SAND,Items,3000,1500,0,20,10,0,0,31,FALSE,FALSE,0,0,,
238,ITEM_HARD_STONE,Items,3000,1500,0,20,100,0,0,31,FALSE,FALSE,0,0,,ULURU 4 A1 (H#0346) | ULURU 4 A2 (H#0347) | ULURU 4 A3 (H#0350)
239,ITEM_MIRACLE_SEED,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,
240,ITEM_BLACK_GLASSES,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,NAVEL EAST 01 (H#0041)
241,ITEM_BLACK_BELT,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,
242,ITEM_MAGNET,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,SPEAR PLR 1 (H#0348) | SPEAR PLR 2 (H#0349)
243,ITEM_MYSTIC_WATER,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,
244,ITEM_SHARP_BEAK,Items,3000,1500,0,20,50,0,0,31,FALSE,FALSE,0,0,,
245,ITEM_POISON_BARB,Items,3000,1500,0,20,70,28,0,31,FALSE,FALSE,0,0,,
246,ITEM_NEVER_MELT_ICE,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,
247,ITEM_SPELL_TAG,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,DEPART 2 ROOM (H#0454)
248,ITEM_TWISTED_SPOON,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,ULURU 2 A1 (H#0315) | ULURU 2 A2 (H#0316)
249,ITEM_CHARCOAL,Items,3000,1500,0,20,30,0,0,31,FALSE,FALSE,0,0,,
250,ITEM_DRAGON_FANG,Items,3000,1500,0,20,70,0,0,31,FALSE,FALSE,0,0,,
251,ITEM_SILK_SCARF,Items,3000,1500,0,20,10,0,0,31,FALSE,FALSE,0,0,,
252,ITEM_UP_GRADE,Items,2100,1050,0,0,30,0,0,31,FALSE,FALSE,0,0,,ROTOM TOWER (H#0197)
253,ITEM_SHELL_BELL,Items,20000,10000,0,8,30,0,0,31,FALSE,FALSE,0,0,,
254,ITEM_SEA_INCENSE,Items,9600,4800,0,20,10,0,0,31,FALSE,FALSE,0,0,,
255,ITEM_LAX_INCENSE,Items,9600,4800,0,10,10,0,0,31,FALSE,FALSE,0,0,,
256,ITEM_LUCKY_PUNCH,Items,10,5,0,0,40,0,0,31,FALSE,FALSE,0,0,,
257,ITEM_METAL_POWDER,Items,10,5,0,0,10,0,0,31,FALSE,FALSE,0,0,,
258,ITEM_THICK_CLUB,Items,500,250,0,0,90,0,0,31,FALSE,FALSE,0,0,,
259,ITEM_LEEK,Items,200,100,0,0,60,0,0,31,FALSE,FALSE,0,0,,
260,ITEM_RED_SCARF,Items,100,50,0,0,10,0,0,31,FALSE,FALSE,0,0,,
261,ITEM_BLUE_SCARF,Items,100,50,0,0,10,0,0,31,FALSE,FALSE,0,0,,
262,ITEM_PINK_SCARF,Items,100,50,0,0,10,0,0,31,FALSE,FALSE,0,0,,
263,ITEM_GREEN_SCARF,Items,100,50,0,0,10,0,0,31,FALSE,FALSE,0,0,,
264,ITEM_YELLOW_SCARF,Items,100,50,0,0,10,0,0,31,FALSE,FALSE,0,0,,
265,ITEM_WIDE_LENS,Items,20000,10000,0,10,10,0,0,31,FALSE,FALSE,0,0,,
266,ITEM_MUSCLE_BAND,Items,8000,4000,0,10,10,0,0,31,FALSE,FALSE,0,0,,
267,ITEM_WISE_GLASSES,Items,8000,4000,0,10,10,0,0,31,FALSE,FALSE,0,0,,
268,ITEM_EXPERT_BELT,Items,30000,15000,0,20,10,0,0,31,FALSE,FALSE,0,0,,
269,ITEM_LIGHT_CLAY,Items,20000,10000,0,3,30,0,0,31,FALSE,FALSE,0,0,,
270,ITEM_LIFE_ORB,Items,50000,25000,0,30,30,0,0,31,FALSE,FALSE,0,0,,
271,ITEM_POWER_HERB,Items,30000,15000,0,0,10,0,0,31,FALSE,FALSE,0,0,,SHALLOW C 1 (H#0338) | SHALLOW C 2 (H#0339) | SHALLOW C 3 (H#0340) | SHALLOW C 4 (H#0341)
272,ITEM_TOXIC_ORB,Items,15000,7500,0,0,30,29,0,31,FALSE,FALSE,0,0,,
273,ITEM_FLAME_ORB,Items,15000,7500,0,0,30,30,0,31,FALSE,FALSE,0,0,,
274,ITEM_QUICK_POWDER,Items,10,5,0,0,10,0,0,31,FALSE,FALSE,0,0,,
275,ITEM_FOCUS_SASH,Items,50000,25000,0,0,10,0,0,31,FALSE,FALSE,0,0,,
276,ITEM_ZOOM_LENS,Items,10000,5000,0,20,10,0,0,31,FALSE,FALSE,0,0,,
277,ITEM_METRONOME,Items,15000,7500,0,10,30,0,0,31,FALSE,FALSE,0,0,,
278,ITEM_IRON_BALL,Items,20000,10000,0,0,130,0,0,31,FALSE,FALSE,0,0,,
279,ITEM_LAGGING_TAIL,Items,20000,10000,0,0,10,0,0,31,FALSE,FALSE,0,0,,
280,ITEM_DESTINY_KNOT,Items,20000,10000,0,0,10,0,0,31,FALSE,FALSE,0,0,,
281,ITEM_BLACK_SLUDGE,Items,10000,5000,0,16,30,0,0,31,FALSE,FALSE,0,0,,
282,ITEM_ICY_ROCK,Items,8000,4000,0,3,40,0,0,31,FALSE,FALSE,0,0,,
283,ITEM_SMOOTH_ROCK,Items,8000,4000,0,3,10,0,0,31,FALSE,FALSE,0,0,,
284,ITEM_HEAT_ROCK,Items,8000,4000,0,3,60,0,0,31,FALSE,FALSE,0,0,,
285,ITEM_DAMP_ROCK,Items,8000,4000,0,3,60,0,0,31,FALSE,FALSE,0,0,,
286,ITEM_GRIP_CLAW,Items,10000,5000,0,0,90,0,0,31,FALSE,FALSE,0,0,,
287,ITEM_CHOICE_SCARF,Items,100000,50000,0,0,10,0,0,31,FALSE,FALSE,0,0,,
288,ITEM_STICKY_BARB,Items,10000,5000,0,8,80,0,0,31,FALSE,FALSE,0,0,,
289,ITEM_POWER_BRACER,Items,10000,5000,0,4,70,0,0,31,FALSE,FALSE,0,0,,
290,ITEM_POWER_BELT,Items,10000,5000,0,4,70,0,0,31,FALSE,FALSE,0,0,,
291,ITEM_POWER_LENS,Items,10000,5000,0,4,70,0,0,31,FALSE,FALSE,0,0,,
292,ITEM_POWER_BAND,Items,10000,5000,0,4,70,0,0,31,FALSE,FALSE,0,0,,
293,ITEM_POWER_ANKLET,Items,10000,5000,0,4,70,0,0,31,FALSE,FALSE,0,0,,
294,ITEM_POWER_WEIGHT,Items,10000,5000,0,4,70,0,0,31,FALSE,FALSE,0,0,,
295,ITEM_SHED_SHELL,Items,20000,10000,0,0,10,0,0,31,FALSE,FALSE,0,0,,
296,ITEM_BIG_ROOT,Items,10000,5000,0,30,10,0,0,31,FALSE,FALSE,0,0,,
297,ITEM_CHOICE_SPECS,Items,100000,50000,0,0,10,0,0,31,FALSE,FALSE,0,0,,
298,ITEM_FLAME_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
299,ITEM_SPLASH_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
300,ITEM_ZAP_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
301,ITEM_MEADOW_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
302,ITEM_ICICLE_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
303,ITEM_FIST_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
304,ITEM_TOXIC_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
305,ITEM_EARTH_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
306,ITEM_SKY_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
307,ITEM_MIND_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
308,ITEM_INSECT_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
309,ITEM_STONE_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
310,ITEM_SPOOKY_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
311,ITEM_DRACO_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
312,ITEM_DREAD_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
313,ITEM_IRON_PLATE,Items,1000,500,0,20,90,0,0,31,FALSE,FALSE,0,0,,
314,ITEM_ODD_INCENSE,Items,9600,4800,0,20,10,0,0,31,FALSE,FALSE,0,0,,
315,ITEM_ROCK_INCENSE,Items,9600,4800,0,20,10,0,0,31,FALSE,FALSE,0,0,,
316,ITEM_FULL_INCENSE,Items,9600,4800,0,0,10,0,0,31,FALSE,FALSE,0,0,,
317,ITEM_WAVE_INCENSE,Items,9600,4800,0,20,10,0,0,31,FALSE,FALSE,0,0,,
318,ITEM_ROSE_INCENSE,Items,9600,4800,0,20,10,0,0,31,FALSE,FALSE,0,0,,
319,ITEM_LUCK_INCENSE,Items,9600,4800,0,10,10,0,0,31,FALSE,FALSE,0,0,,
320,ITEM_PURE_INCENSE,Items,9600,4800,0,0,10,0,0,31,FALSE,FALSE,0,0,,
321,ITEM_PROTECTOR,Items,2100,1050,0,0,80,0,0,31,FALSE,FALSE,0,0,,
322,ITEM_ELECTIRIZER,Items,2100,1050,0,0,80,0,0,31,FALSE,FALSE,0,0,,
323,ITEM_MAGMARIZER,Items,2100,1050,0,0,80,0,0,31,FALSE,FALSE,0,0,,
324,ITEM_DUBIOUS_DISC,Items,2100,1050,0,0,50,0,0,31,FALSE,FALSE,0,0,,
325,ITEM_REAPER_CLOTH,Items,4000,2000,0,0,10,0,0,31,FALSE,FALSE,0,0,,
326,ITEM_RAZOR_CLAW,Items,15000,7500,0,0,80,0,0,31,FALSE,FALSE,0,0,,
327,ITEM_RAZOR_FANG,Items,4000,2000,0,10,30,26,0,31,FALSE,FALSE,0,0,,
328,ITEM_TM001,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,
329,ITEM_TM002,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,
330,ITEM_TM003,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,SYDT 04 GYM04 (H#0167)
331,ITEM_TM004,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,
332,ITEM_TM005,TMs/HMs,800,400,0,0,0,0,0,31,FALSE,FALSE,6,0,,
333,ITEM_TM006,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,
334,ITEM_TM007,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,SEWER ROOM 01 (H#0378)
335,ITEM_TM008,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,MELT 04 GYM02 (H#0111)
336,ITEM_TM009,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,DANB 05 GYM03 (H#0141)
337,ITEM_TM010,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,DALI 09 HS29 (H#0308)
338,ITEM_TM011,TMs/HMs,6000,3000,0,0,0,0,0,31,FALSE,FALSE,6,0,,A HQ1 F3 (H#0063) | A HQ1 F3 (H#0181) | D HQ1 F3 (H#0187) | BAIR 04 GYM05 (H#0254)
339,ITEM_TM012,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],SYDT 06 GV06 (H#0241)
340,ITEM_TM013,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,
341,ITEM_TM014,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
342,ITEM_TM015,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
343,ITEM_TM016,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
344,ITEM_TM017,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
345,ITEM_TM018,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
346,ITEM_TM019,TMs/HMs,800,400,0,0,0,0,0,31,FALSE,FALSE,6,0,,DANB 05 GYM03 (H#0141)
347,ITEM_TM020,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],
348,ITEM_TM021,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],
349,ITEM_TM022,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
350,ITEM_TM023,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,SEWER AREA 01 (H#0375) | SEWER AREA 02 (H#0376) | SEWER AREA 03 (H#0377)
351,ITEM_TM024,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,
352,ITEM_TM025,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
353,ITEM_TM026,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,
354,ITEM_TM027,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],LOBA 04 GYM01 (H#0060)
355,ITEM_TM028,TMs/HMs,6000,3000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],
356,ITEM_TM029,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,TROO 08 HS38 (H#0417)
357,ITEM_TM030,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,TROO 05 GYM08 (H#0414)
358,ITEM_TM031,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,
359,ITEM_TM032,TMs/HMs,800,400,0,0,0,0,0,31,FALSE,FALSE,6,0,,
360,ITEM_TM033,TMs/HMs,6000,3000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
361,ITEM_TM034,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,DALI 04 GYM06 (H#0303)
362,ITEM_TM035,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,
363,ITEM_TM036,TMs/HMs,6000,3000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
364,ITEM_TM037,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,HOTEL 2 HS33 (H#0365)
365,ITEM_TM038,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
366,ITEM_TM039,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
367,ITEM_TM040,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,RADE 05 GYM07 (H#0360)
368,ITEM_TM041,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],
369,ITEM_TM042,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,
370,ITEM_TM043,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
371,ITEM_TM044,TMs/HMs,6000,3000,0,0,0,0,0,31,FALSE,FALSE,6,0,,ULURU 3 A1 (H#0324) | ULURU 3 A2 (H#0325)
372,ITEM_TM045,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
373,ITEM_TM046,TMs/HMs,6000,3000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
374,ITEM_TM047,TMs/HMs,800,400,0,0,0,0,0,31,FALSE,FALSE,6,0,,DALI 10 HS54 (H#0311)
375,ITEM_TM048,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
376,ITEM_TM049,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
377,ITEM_TM050,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,D HQ1 F4 (H#0070) | BAIR 04 GYM05 (H#0254) | D11R0106 (H#0457)
378,ITEM_TM051,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
379,ITEM_TM052,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
380,ITEM_TM053,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
381,ITEM_TM054,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
382,ITEM_TM055,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],SYDT 04 GYM04 (H#0167)
383,ITEM_TM056,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
384,ITEM_TM057,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,DALI 04 GYM06 (H#0303) | R10R0202 (H#0489)
385,ITEM_TM058,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
386,ITEM_TM059,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,REGIELECT DEN (H#0133) | DRAGON DEN 01 (H#0297)
