script_file,section,command,args
0119,script,JumpIf,EQUAL Function#30
0119,script,CompareVarValue,0x4057 6
0119,script,JumpIf,EQUAL Function#31
0119,script,CompareVarValue,0x4057 7
0119,script,JumpIf,EQUAL Function#32
0119,script,Message,42
0119,script,Jump,Function#33
0119,script,PlayFanfare,SEQ_SE_CONFIRM
0119,script,LockAll,
0119,script,FacePlayer,
0119,script,DummyNationalDexCheck,
0119,script,NationalDex,2 0x4000
0119,script,CompareVarValue,0x4000 0
0119,script,JumpIf,EQUAL Function#34
0119,script,CompareVarValue,0x4057 6
0119,script,JumpIf,LESS Function#35
0119,script,Message,93
0119,script,Jump,Function#36
0119,function,Message,14
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseTouchScreen,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#37
0119,function,SetVar,0x8004 30
0119,function,TextNumber,1 0x8004
0119,function,SetVar,0x8005 1000
0119,function,TextNumber,2 0x8005
0119,function,Message,16
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseTouchScreen,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#37
0119,function,SetVar,0x8004 30
0119,function,TextNumber,1 0x8004
0119,function,SetVar,0x8005 1000
0119,function,TextNumber,2 0x8005
0119,function,Message,16
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,CheckFlag,387
0119,function,JumpIf,EQUAL Function#38
0119,function,Message,18
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,SetVar,0x800C 500
0119,function,TextNumber,1 0x800C
0119,function,Message,0
0119,function,ShowMoney,20 2
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseTouchScreen,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#39
0119,function,CountPCFreeSpace,0x800C
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,DIFFERENT Function#40
0119,function,GetPartyCount,0x8004
0119,function,CompareVarValue,0x8004 6
0119,function,JumpIf,EQUAL Function#41
0119,function,CompareMoney,0x800C 500
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,EQUAL Function#42
0119,function,SetVar,0x800C 500
0119,function,TextNumber,1 0x800C
0119,function,Message,2
0119,function,PlayFanfare,SEQ_SE_DP_REGI
0119,function,TakeMoney,500
0119,function,UpdateMoney,
0119,function,Message,4
0119,function,TextPlayerName,0
0119,function,SetVar,0x800C 30
0119,function,TextNumber,1 0x800C
0119,function,Message,5
0119,function,PlaySound,SEQ_ME_ITEM
0119,function,WaitSound,
0119,function,Message,6
0119,function,CloseMessage,
0119,function,HideMoney,
0119,function,SendBackFollowingPoke,
0119,function,Movement,Player Action#11
0119,function,WaitMovement,
0119,function,DoorAnimation,0 0 5 5 77
0119,function,Call,Function#43
0119,function,Movement,Player Action#12
0119,function,WaitMovement,
0119,function,Call,Function#44
0119,function,SetVar,0x40E3 1
0119,function,SetSafariFlag,0 0
0119,function,SetElevatorWarp,173 1 5 2 1
0119,function,PlayFanfare,SEQ_SE_DP_KAIDAN2
0119,function,FadeScreen,6 1 0 0
0119,function,WaitFadeScreen,
0119,function,Warp,357 0 79 100 Up
0119,function,FadeScreen,6 1 1 0
0119,function,WaitFadeScreen,
0119,function,Lock,Following
0119,function,BallResetFollowingPoke,
0119,function,Movement,Following Action#3
0119,function,WaitMovement,
0119,function,Release,Following
0119,function,ReleaseAll,
0119,function,End,
0119,function,ShowMoney,20 2
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseTouchScreen,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#39
0119,function,CountPCFreeSpace,0x800C
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,DIFFERENT Function#40
0119,function,GetPartyCount,0x8004
0119,function,CompareVarValue,0x8004 6
0119,function,JumpIf,EQUAL Function#41
0119,function,CompareMoney,0x800C 500
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,EQUAL Function#42
0119,function,SetVar,0x800C 500
0119,function,TextNumber,1 0x800C
0119,function,Message,2
0119,function,PlayFanfare,SEQ_SE_DP_REGI
0119,function,TakeMoney,500
0119,function,UpdateMoney,
0119,function,Message,4
0119,function,TextPlayerName,0
0119,function,SetVar,0x800C 30
0119,function,TextNumber,1 0x800C
0119,function,Message,5
0119,function,PlaySound,SEQ_ME_ITEM
0119,function,WaitSound,
0119,function,Message,6
0119,function,CloseMessage,
0119,function,HideMoney,
0119,function,SendBackFollowingPoke,
0119,function,Movement,Player Action#11
0119,function,WaitMovement,
0119,function,DoorAnimation,0 0 5 5 77
0119,function,Call,Function#43
0119,function,Movement,Player Action#12
0119,function,WaitMovement,
0119,function,Call,Function#44
0119,function,SetVar,0x40E3 1
0119,function,SetSafariFlag,0 0
0119,function,SetElevatorWarp,173 1 5 2 1
0119,function,PlayFanfare,SEQ_SE_DP_KAIDAN2
0119,function,FadeScreen,6 1 0 0
0119,function,WaitFadeScreen,
0119,function,Warp,357 0 79 100 Up
0119,function,FadeScreen,6 1 1 0
0119,function,WaitFadeScreen,
0119,function,Lock,Following
0119,function,BallResetFollowingPoke,
0119,function,Movement,Following Action#3
0119,function,WaitMovement,
0119,function,Release,Following
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,25
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,20
0119,function,Jump,Function#45
0119,function,Message,21
0119,function,Jump,Function#45
0119,function,Message,22
0119,function,Jump,Function#45
0119,function,Message,23
0119,function,Jump,Function#45
0119,function,Message,24
0119,function,Jump,Function#45
0119,function,CloseTouchScreen,
0119,function,Message,26
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,CheckFlag,387
0119,function,JumpIf,EQUAL Function#46
0119,function,Message,18
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,84
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,66
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseMessage,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#47
0119,function,CommonScript,2006
0119,function,SetVarFromVariable,0x800C 0x4000
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#48
0119,function,Jump,Function#49
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseMessage,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#47
0119,function,CommonScript,2006
0119,function,SetVarFromVariable,0x800C 0x4000
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#48
0119,function,Jump,Function#49
0119,function,CheckFlag,387
0119,function,JumpIf,EQUAL Function#50
0119,function,Message,18
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,60
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,ShowMoney,20 2
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseTouchScreen,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#51
0119,function,CountPCFreeSpace,0x800C
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,DIFFERENT Function#52
0119,function,GetPartyCount,0x8004
0119,function,CompareVarValue,0x8004 6
0119,function,JumpIf,EQUAL Function#53
0119,function,CompareMoney,0x800C 500
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,EQUAL Function#54
0119,function,SetVar,0x800C 500
0119,function,TextNumber,1 0x800C
0119,function,Message,55
0119,function,PlayFanfare,SEQ_SE_DP_REGI
0119,function,TakeMoney,500
0119,function,UpdateMoney,
0119,function,Message,57
0119,function,TextPlayerName,0
0119,function,SetVar,0x800C 30
0119,function,TextNumber,1 0x800C
0119,function,Message,58
0119,function,PlaySound,SEQ_ME_ITEM
0119,function,WaitSound,
0119,function,Message,59
0119,function,CloseMessage,
0119,function,HideMoney,
0119,function,SendBackFollowingPoke,
0119,function,Movement,Player Action#11
0119,function,WaitMovement,
0119,function,DoorAnimation,0 0 19 5 77
0119,function,Call,Function#43
0119,function,Movement,Player Action#12
0119,function,WaitMovement,
0119,function,Call,Function#44
0119,function,SetVar,0x40E3 3
0119,function,SetSafariFlag,0 1
0119,function,SetElevatorWarp,173 2 19 2 1
0119,function,PlayFanfare,SEQ_SE_DP_KAIDAN2
0119,function,FadeScreen,6 1 0 0
0119,function,WaitFadeScreen,
0119,function,Warp,357 0 79 100 Up
0119,function,FadeScreen,6 1 1 0
0119,function,WaitFadeScreen,
0119,function,Lock,Following
0119,function,BallResetFollowingPoke,
0119,function,Movement,Following Action#3
0119,function,WaitMovement,
0119,function,Release,Following
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,28
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,ShakeCamera,0 2 10 6
0119,function,PlayFanfare,SEQ_SE_DP_KI_GASYAN
0119,function,Message,91
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,CloseTouchScreen,
0119,function,CloseMessage,
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,EQUAL Function#23
0119,function,Movement,Player Action#2
0119,function,WaitMovement,
0119,function,PlayFanfare,SEQ_SE_DP_KAIDAN2
0119,function,FadeScreen,6 1 0 0
0119,function,WaitFadeScreen,
0119,function,Warp,357 0 79 100 Up
0119,function,FadeScreen,6 1 1 0
0119,function,WaitFadeScreen,
0119,function,Lock,Following
0119,function,BallResetFollowingPoke,
0119,function,Movement,Following Action#3
0119,function,WaitMovement,
0119,function,Release,Following
0119,function,ReleaseAll,
0119,function,End,
0119,function,GetPlayerPosition,0x4000 0x4001
0119,function,CompareVarValue,0x4000 5
0119,function,JumpIf,DIFFERENT Function#55
0119,function,SetVar,0x4002 5
0119,function,SetVar,0x4003 5
0119,function,Jump,Function#56
0119,function,SetVar,0x4002 19
0119,function,SetVar,0x4003 5
0119,function,DoorAnimation,0 0 0x4002 0x4003 77
0119,function,Call,Function#43
0119,function,Movement,Player Action#13
0119,function,WaitMovement,
0119,function,Call,Function#44
0119,function,SetVar,0x40E3 0
0119,function,Message,9
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,BallResetFollowingPoke,
0119,function,ReleaseAll,
0119,function,End,
0119,function,DoorAnimation,0 0 0x4002 0x4003 77
0119,function,Call,Function#43
0119,function,Movement,Player Action#13
0119,function,WaitMovement,
0119,function,Call,Function#44
0119,function,SetVar,0x40E3 0
0119,function,Message,9
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,BallResetFollowingPoke,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,31
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseTouchScreen,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#26
0119,function,Jump,Function#57
0119,function,Message,45
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#58
0119,function,MultiTouchStandardText,1 1 0 1 0x800C
0119,function,CreateMultiTouchBox,463 255 0
0119,function,CreateMultiTouchBox,464 255 1
0119,function,CreateMultiTouchBox,465 255 2
0119,function,CreateMultiTouchBox,466 255 3
0119,function,CreateMultiTouchBox,467 255 4
0119,function,CreateMultiTouchBox,468 255 5
0119,function,CreateMultiTouchBox,469 255 6
0119,function,CloseMultiTouch,
0119,function,SetVarFromVariable,0x8008 0x800C
0119,function,CompareVarValue,0x8008 0
0119,function,JumpIf,EQUAL Function#59
0119,function,CompareVarValue,0x8008 1
0119,function,JumpIf,EQUAL Function#60
0119,function,CompareVarValue,0x8008 2
0119,function,JumpIf,EQUAL Function#61
0119,function,CompareVarValue,0x8008 3
0119,function,JumpIf,EQUAL Function#62
0119,function,CompareVarValue,0x8008 4
0119,function,JumpIf,EQUAL Function#63
0119,function,CompareVarValue,0x8008 5
0119,function,JumpIf,EQUAL Function#64
0119,function,Jump,Function#58
0119,function,CMD_791,0 0x800C
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,DIFFERENT Function#65
0119,function,Message,33
0119,function,Jump,Function#66
0119,function,Message,42
0119,function,Jump,Function#33
0119,function,CMD_791,1 0x800C
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,EQUAL Function#67
0119,function,Message,37
0119,function,CloseMessage,
0119,function,LockFollowingPoke,0
0119,function,WaitFollowingPoke,
0119,function,SetFollowingPokeMovement,55
0119,function,GetPlayerDirection,0x800C
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,DIFFERENT Function#68
0119,function,Movement,Overworld.5 Action#14
0119,function,Movement,Player Action#15
0119,function,WaitMovement,
0119,function,Jump,Function#69
0119,function,Message,40
0119,function,Jump,Function#33
0119,function,SetFlag,387
0119,function,Message,43
0119,function,Message,44
0119,function,Message,45
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#58
0119,function,MultiTouchStandardText,1 1 0 1 0x800C
0119,function,CreateMultiTouchBox,463 255 0
0119,function,CreateMultiTouchBox,464 255 1
0119,function,CreateMultiTouchBox,465 255 2
0119,function,CreateMultiTouchBox,466 255 3
0119,function,CreateMultiTouchBox,467 255 4
0119,function,CreateMultiTouchBox,468 255 5
0119,function,CreateMultiTouchBox,469 255 6
0119,function,CloseMultiTouch,
0119,function,SetVarFromVariable,0x8008 0x800C
0119,function,CompareVarValue,0x8008 0
0119,function,JumpIf,EQUAL Function#59
0119,function,CompareVarValue,0x8008 1
0119,function,JumpIf,EQUAL Function#60
0119,function,CompareVarValue,0x8008 2
0119,function,JumpIf,EQUAL Function#61
0119,function,CompareVarValue,0x8008 3
0119,function,JumpIf,EQUAL Function#62
0119,function,CompareVarValue,0x8008 4
0119,function,JumpIf,EQUAL Function#63
0119,function,CompareVarValue,0x8008 5
0119,function,JumpIf,EQUAL Function#64
0119,function,Jump,Function#58
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,92
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,94
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseTouchScreen,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#70
0119,function,Message,95
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,OpenTouchScreen,
0119,function,YesNoTouchScreen,0x800C
0119,function,CloseTouchScreen,
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#70
0119,function,Message,95
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,17
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,CompareVarValue,0x4057 6
0119,function,JumpIf,LESS Function#4
0119,function,SetVar,0x800C 500
0119,function,TextNumber,1 0x800C
0119,function,Message,1
0119,function,Jump,Function#5
0119,function,HideMoney,
0119,function,Message,3
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,CompareMoney,0x800C 500
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,EQUAL Function#42
0119,function,SetVar,0x800C 500
0119,function,TextNumber,1 0x800C
0119,function,Message,2
0119,function,PlayFanfare,SEQ_SE_DP_REGI
0119,function,TakeMoney,500
0119,function,UpdateMoney,
0119,function,Message,4
0119,function,TextPlayerName,0
0119,function,SetVar,0x800C 30
0119,function,TextNumber,1 0x800C
0119,function,Message,5
0119,function,PlaySound,SEQ_ME_ITEM
0119,function,WaitSound,
0119,function,Message,6
0119,function,CloseMessage,
0119,function,HideMoney,
0119,function,SendBackFollowingPoke,
0119,function,Movement,Player Action#11
0119,function,WaitMovement,
0119,function,DoorAnimation,0 0 5 5 77
0119,function,Call,Function#43
0119,function,Movement,Player Action#12
0119,function,WaitMovement,
0119,function,Call,Function#44
0119,function,SetVar,0x40E3 1
0119,function,SetSafariFlag,0 0
0119,function,SetElevatorWarp,173 1 5 2 1
0119,function,PlayFanfare,SEQ_SE_DP_KAIDAN2
0119,function,FadeScreen,6 1 0 0
0119,function,WaitFadeScreen,
0119,function,Warp,357 0 79 100 Up
0119,function,FadeScreen,6 1 1 0
0119,function,WaitFadeScreen,
0119,function,Lock,Following
0119,function,BallResetFollowingPoke,
0119,function,Movement,Following Action#3
0119,function,WaitMovement,
0119,function,Release,Following
0119,function,ReleaseAll,
0119,function,End,
0119,function,HideMoney,
0119,function,CompareVarValue,0x4057 6
0119,function,JumpIf,LESS Function#71
0119,function,Message,13
0119,function,Jump,Function#72
0119,function,HideMoney,
0119,function,CompareVarValue,0x4057 6
0119,function,JumpIf,LESS Function#73
0119,function,Message,11
0119,function,Jump,Function#74
0119,function,OpenDoor,77
0119,function,WaitDoor,77
0119,function,Return,
0119,function,CloseDoor,77
0119,function,WaitDoor,77
0119,function,FreeDoor,77
0119,function,Return,
0119,function,MultiTouchStandardText,1 1 0 1 0x800C
0119,function,CreateMultiTouchBox,457 255 0
0119,function,CreateMultiTouchBox,458 255 1
0119,function,CreateMultiTouchBox,459 255 2
0119,function,CreateMultiTouchBox,460 255 3
0119,function,CreateMultiTouchBox,461 255 4
0119,function,CreateMultiTouchBox,462 255 5
0119,function,CloseMultiTouch,
0119,function,SetVarFromVariable,0x8008 0x800C
0119,function,CompareVarValue,0x8008 0
0119,function,JumpIf,EQUAL Function#7
0119,function,CompareVarValue,0x8008 1
0119,function,JumpIf,EQUAL Function#8
0119,function,CompareVarValue,0x8008 2
0119,function,JumpIf,EQUAL Function#9
0119,function,CompareVarValue,0x8008 3
0119,function,JumpIf,EQUAL Function#10
0119,function,CompareVarValue,0x8008 4
0119,function,JumpIf,EQUAL Function#11
0119,function,Jump,Function#12
0119,function,DummyNationalDexCheck,
0119,function,NationalDex,2 0x4000
0119,function,CompareVarValue,0x4000 0
0119,function,JumpIf,EQUAL Function#14
0119,function,CompareVarValue,0x4057 6
0119,function,JumpIf,LESS Function#15
0119,function,Message,65
0119,function,Jump,Function#16
0119,function,Message,85
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,CloseTouchScreen,
0119,function,ReleaseAll,
0119,function,End,
0119,function,OpenTouchScreen,
0119,function,Message,71
0119,function,MultiTouchStandardText,1 1 0 1 0x800C
0119,function,CreateMultiTouchBox,14 255 0
0119,function,CreateMultiTouchBox,15 255 1
0119,function,CreateMultiTouchBox,5 255 2
0119,function,CloseMultiTouch,
0119,function,SetVarFromVariable,0x8008 0x800C
0119,function,CompareVarValue,0x8008 0
0119,function,JumpIf,EQUAL Function#75
0119,function,CompareVarValue,0x8008 1
0119,function,JumpIf,EQUAL Function#76
0119,function,Jump,Function#47
0119,function,Message,85
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,DummyNationalDexCheck,
0119,function,NationalDex,2 0x4000
0119,function,CompareVarValue,0x4000 0
0119,function,JumpIf,EQUAL Function#14
0119,function,CMD_824,0x4000
0119,function,CompareVarValue,0x4000 0
0119,function,JumpIf,EQUAL Function#18
0119,function,SetVar,0x4000 0
0119,function,CMD_823,0x4000
0119,function,Message,54
0119,function,Jump,Function#19
0119,function,HideMoney,
0119,function,Message,3
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,CompareMoney,0x800C 500
0119,function,CompareVarValue,0x800C 0
0119,function,JumpIf,EQUAL Function#54
0119,function,SetVar,0x800C 500
0119,function,TextNumber,1 0x800C
0119,function,Message,55
0119,function,PlayFanfare,SEQ_SE_DP_REGI
0119,function,TakeMoney,500
0119,function,UpdateMoney,
0119,function,Message,57
0119,function,TextPlayerName,0
0119,function,SetVar,0x800C 30
0119,function,TextNumber,1 0x800C
0119,function,Message,58
0119,function,PlaySound,SEQ_ME_ITEM
0119,function,WaitSound,
0119,function,Message,59
0119,function,CloseMessage,
0119,function,HideMoney,
0119,function,SendBackFollowingPoke,
0119,function,Movement,Player Action#11
0119,function,WaitMovement,
0119,function,DoorAnimation,0 0 19 5 77
0119,function,Call,Function#43
0119,function,Movement,Player Action#12
0119,function,WaitMovement,
0119,function,Call,Function#44
0119,function,SetVar,0x40E3 3
0119,function,SetSafariFlag,0 1
0119,function,SetElevatorWarp,173 2 19 2 1
0119,function,PlayFanfare,SEQ_SE_DP_KAIDAN2
0119,function,FadeScreen,6 1 0 0
0119,function,WaitFadeScreen,
0119,function,Warp,357 0 79 100 Up
0119,function,FadeScreen,6 1 1 0
0119,function,WaitFadeScreen,
0119,function,Lock,Following
0119,function,BallResetFollowingPoke,
0119,function,Movement,Following Action#3
0119,function,WaitMovement,
0119,function,Release,Following
0119,function,ReleaseAll,
0119,function,End,
0119,function,HideMoney,
0119,function,CompareVarValue,0x4057 6
0119,function,JumpIf,LESS Function#77
0119,function,Message,13
0119,function,Jump,Function#78
0119,function,HideMoney,
0119,function,CompareVarValue,0x4057 6
0119,function,JumpIf,LESS Function#79
0119,function,Message,11
0119,function,Jump,Function#80
0119,function,SetVar,0x4002 19
0119,function,SetVar,0x4003 5
0119,function,Movement,Player Action#16
0119,function,WaitMovement,
0119,function,DoorAnimation,0 0 0x4002 0x4003 77
0119,function,Call,Function#43
0119,function,Movement,Player Action#13
0119,function,Movement,Overworld.2 Action#17
0119,function,Movement,Overworld.4 Action#17
0119,function,WaitMovement,
0119,function,Call,Function#44
0119,function,SetVar,0x40E3 0
0119,function,Message,8
0119,function,Message,9
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,BallResetFollowingPoke,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Movement,Player Action#16
0119,function,WaitMovement,
0119,function,DoorAnimation,0 0 0x4002 0x4003 77
0119,function,Call,Function#43
0119,function,Movement,Player Action#13
0119,function,Movement,Overworld.2 Action#17
0119,function,Movement,Overworld.4 Action#17
0119,function,WaitMovement,
0119,function,Call,Function#44
0119,function,SetVar,0x40E3 0
0119,function,Message,8
0119,function,Message,9
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,BallResetFollowingPoke,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,30
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,SetVar,0x4057 2
0119,function,ReleaseAll,
0119,function,End,
0119,function,CloseTouchScreen,
0119,function,Message,53
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,47
0119,function,Jump,Function#81
0119,function,Message,48
0119,function,Jump,Function#81
0119,function,Message,49
0119,function,Jump,Function#81
0119,function,Message,50
0119,function,Jump,Function#81
0119,function,Message,51
0119,function,Jump,Function#81
0119,function,Message,52
0119,function,Jump,Function#81
0119,function,Message,32
0119,function,SetVar,0x4057 3
0119,function,CMD_792,
0119,function,Jump,Function#33
0119,function,Jump,Function#33
0119,function,Message,41
0119,function,Jump,Function#33
0119,function,CompareVarValue,0x800C 3
0119,function,JumpIf,DIFFERENT Function#82
0119,function,Movement,Overworld.5 Action#18
0119,function,Movement,Player Action#19
0119,function,WaitMovement,
0119,function,Jump,Function#69
0119,function,Message,38
0119,function,CloseMessage,
0119,function,Movement,Overworld.5 Action#20
0119,function,Movement,Player Action#21
0119,function,WaitMovement,
0119,function,WaitFollowingPoke,
0119,function,LockFollowingPoke,1
0119,function,SetFollowingPokeMovement,48
0119,function,Message,39
0119,function,SetVar,0x4057 6
0119,function,CMD_792,
0119,function,Jump,Function#33
0119,function,Message,96
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,12
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,10
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,86
0119,function,YesNoTouchScreen,0x800C
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#48
0119,function,SetVar,0x8004 39
0119,function,SetVar,0x8005 0
0119,function,CMD_226,0x8004 0x8005 0 0x800C
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#83
0119,function,CompareVarValue,0x800C 3
0119,function,JumpIf,EQUAL Function#84
0119,function,CompareVarValue,0x800C 4
0119,function,JumpIf,EQUAL Function#85
0119,function,Jump,Function#86
0119,function,Message,86
0119,function,YesNoTouchScreen,0x800C
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#48
0119,function,SetVar,0x8004 39
0119,function,SetVar,0x8005 0
0119,function,CMD_227,0x8004 0x8005 0 0x800C
0119,function,CompareVarValue,0x800C 1
0119,function,JumpIf,EQUAL Function#87
0119,function,CompareVarValue,0x800C 3
0119,function,JumpIf,EQUAL Function#88
0119,function,CompareVarValue,0x800C 4
0119,function,JumpIf,EQUAL Function#89
0119,function,Jump,Function#86
0119,function,Message,12
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,Message,10
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,WaitButton,
0119,function,CloseMessage,
0119,function,ReleaseAll,
0119,function,End,
0119,function,MultiTouchStandardText,1 1 0 1 0x800C
0119,function,CreateMultiTouchBox,463 255 0
0119,function,CreateMultiTouchBox,464 255 1
0119,function,CreateMultiTouchBox,465 255 2
0119,function,CreateMultiTouchBox,466 255 3
0119,function,CreateMultiTouchBox,467 255 4
0119,function,CreateMultiTouchBox,468 255 5
0119,function,CreateMultiTouchBox,469 255 6
0119,function,CloseMultiTouch,
0119,function,SetVarFromVariable,0x8008 0x800C
0119,function,CompareVarValue,0x8008 0
0119,function,JumpIf,EQUAL Function#59
0119,function,CompareVarValue,0x8008 1
0119,function,JumpIf,EQUAL Function#60
0119,function,CompareVarValue,0x8008 2
0119,function,JumpIf,EQUAL Function#61
0119,function,CompareVarValue,0x8008 3
0119,function,JumpIf,EQUAL Function#62
0119,function,CompareVarValue,0x8008 4
0119,function,JumpIf,EQUAL Function#63
0119,function,CompareVarValue,0x8008 5
0119,function,JumpIf,EQUAL Function#64
0119,function,Jump,Function#58
0119,function,Movement,Overworld.5 Action#18
0119,function,Movement,Player Action#22
0119,function,WaitMovement,
0119,function,Message,38
0119,function,CloseMessage,
0119,function,Movement,Overworld.5 Action#20
0119,function,Movement,Player Action#21
0119,function,WaitMovement,
0119,function,WaitFollowingPoke,
0119,function,LockFollowingPoke,1
0119,function,SetFollowingPokeMovement,48
0119,function,Message,39
0119,function,SetVar,0x4057 6
0119,function,CMD_792,
0119,function,Jump,Function#33
0119,function,EndWirelessComms,
0119,function,OpenTouchScreen,
