archive_file,maps_using_archive,key,entry_count,longest_entry_len,has_control_codes,first_entry_preview
0341,ROCK CAVE 01; RT 5 AREA 4,0x431F,10,200,yes,"Lt. Surge: Oh, yay! You have the Pokémon I love best:\fPIKACHU! Excellent! I’ll give you my telephone number!"
0342,R10PC0101,0x0FD3,4,136,no,A Pokémon Center near a cave? That’s mighty convenient.
0343,,0x7427,1,25,no,Rt. 10 Rock Tunnel ahead
0344,R10R0201,0x743F,16,202,yes,
0345,R10R0202,0x7433,20,223,yes,A thief broke into the Power Plant... What is the world coming to?
0346,-; ICE CAVE 01; RT 5 AREA 5; RT 6 AREA 1; RT 6 AREA 2; RT 6 AREA 3; RT 6 AREA 4,0x431B,4,68,no,Rt. 11 West to DIGLETT’s Cave
0347,,0x6427,2,182,no,"Hello, passerby! Have you seen DIGLETT’s Cave? Normally you can go through it to get\fto Route 2, but there is a sleepin"
0348,STEEL CAVE 01; RT 7 AREA 1; RT 7 AREA 2; RT 7 AREA 3,0x4317,4,125,no,Rt. 12 North to Lavender Town
0349,HOME 57 SROD,0x5427,4,138,yes,"I’m the Fishing Guru’s younger brother. You seem to like fishing. Am I right, or am I right?\fPeople say I have keen eye"
0350,ROCK CAVE 02; RT 8 AREA 1; RT 8 AREA 2; RT 8 AREA 3; RT 8 AREA 4,0x4313,3,63,no,"Trainer Tips Look! Right there, at the east side of the post."
0351,-; ICE CAVE 02; RT 9 AREA 1; RT 9 AREA 2; RT 9 AREA 3; RT 9 AREA 4; RT 9 AREA 5,0x430F,8,505,yes,"Do you know which is the cutest Pokémon in the world?\fIt’s CHANSEY, of course!\fI say CHANSEY, and that’s final!"
0352,STEEL CAVE 02; RT 10 AREA 1; RT 10 AREA 2,0x430B,1,30,no,Rt. 15 North to Lavender Town
0353,,0x2427,1,194,no,"West to the Cycling Road. East to the Silence Bridge. Coming from either way, everyone who comes through this gate has a"
0354,RT 12 AREA 1; RT 12 AREA 2; RT 12 AREA 3,0x4307,1,72,no,The Cycling Road starts here! Enjoy coasting downhill on your Bicycle!
0355,,0x1427,6,121,yes,"If you cruise down the Cycling Road, you will end up in Fuchsia City."
0356,BIKE GATE 01,0x143F,2,213,no,"Cycling Road starts here. It’s all downhill, so it’s totally\fexhilarating. Some people prefer convenient and cool trans"
0357,BIKE ROAD TOP,0x4303,3,22,no,
0358,RT 11 AREA 1; RT 11 AREA 2; RT 11 AREA 3; RT 11 AREA 4; RT 11 AREA 5,0x433F,1,28,no,Rt. 18 East to Fuchsia City
0359,BIKE GATE 02,0xF427,2,150,no,"Cycling Road is all uphill from this end. It’s really challenging. Although, it may be interesting to go up once pushing"
0360,-,0x4F17,25,317,yes,Pokémon League Victory Road Entrance
0361,,0x5447,17,202,yes,"Only Trainers who have proven themselves may pass. Oh! The eight Badges of Johto! Please, go right on through!"
0362,-,0x4F0F,10,358,no,"Oh no! Hiding I was, but you did me found in no time! ... Me only one from another country. Yet! No big business, OK? Th"
0363,-,0x4F0B,20,347,yes,Misty: Aww! Why did you have to show up and bug us now? Do you know what they call people like you? Pests! You heard me 
0364,,0x2447,19,197,yes,"Hmm? You are here for my grandson? His name is Bill. He’s in Johto. He does something with PCs,\fso I’m house-sitting."
0365,ULURU 1 A1; ULURU 1 A2; ULURU 1 A3,0x4F07,2,38,no,Rt. 26 Pokémon League Reception Gate
0366,RADE 07 HS31; RADE HQ #####,0x1447,3,168,no,Did you think you were lucky to find a place to rest right where you\fneeded it? Don’t be reserved! I look forward to pe
0367,RT 9 HS32,0x145F,3,189,yes,There’s something written here. Read it?
0368,,0x9456,1,75,no,
0369,RT 14 AREA 1; RT 14 AREA 5; RT 14 AREA 6; RT 14 AREA 2; RT 14 AREA 3; RT 14 AREA 4,0x4F03,4,107,no,Hey!
0370,HOTEL 2 HS33,0x0447,4,268,no,Where are you off to with Pokémon? The Pokémon League? Are your Pokémon loyal enough for you to win? Let me see...
0371,RT 19 AREA 1; RT 19 AREA 2; RT 19 AREA 3,0x4F3F,1,26,no,Rt. 28 West to Mt. Silver
0372,DALI 10 HS54,0xF447,4,240,no,Alas! You’ve found me... My peace and quiet to heal myself from the exhaustion of standing in the\fspotlight has been ex
0373,ULURU 2 A1; ULURU 2 A2,0x4F3B,19,197,yes,Lyra: ! You can catch wild Pokémon\fwith Poké Balls. Follow me!
0374,,0xE447,2,107,no,You can’t climb ledges. But you can jump down from them to take a shortcut.
0375,MELT 12 GV03; RT 13 AREA 1; RT 13 AREA 2; RT 13 AREA 3; RT 13 AREA 4; RT 13 AREA 5; RT 13 AREA 6; RT 13 AREA 7,0x4B1F,14,404,no,"Go, RATTATA! Tackle!"
0376,LOBA 05 HS09,0xF466,4,406,no,"People usually come to my house looking for Mr. Pokémon’s house.\fYou did mean to visit my house, right? How kind of you"
0377,,0xF47E,31,346,yes,You must be . It was I who sent an email to Professor Elm earlier.
0378,ULURU 3 A1; ULURU 3 A2,0x4B1B,16,313,yes,"...Hnuurg ...Huh? I walked too far today looking for Pokémon. My feet hurt and I’m sleepy... If I were a wild Pokémon, I"
0379,MELT 13 GH01,0xE466,8,139,yes,You must be an adventuring Trainer. Did you challenge the Pokémon Gym yet?
0380,UNDARA AREA 1; UNDARA AREA 2; UNDARA AREA 3; UNDARA AREA 4,0x4B17,20,249,yes,Wait up! What’s the hurry?
0381,SYDT 02 PC05,0x4F93,12,318,yes,"This area is great for fishing. Looking at all those people fishing,\fdid you feel like you wanted to try\ffishing, too?"
0382,DANB 01 GH02,0xD466,3,82,no,The Ruins of Alph. A look-and-touch tourist site.\fTry the sliding stone panels!
0383,PRIMAL CAVE 1; -; -,0x4B13,2,151,no,"Pant, pant... I finally got through that cave. It was much bigger than I’d expected. I got too tired to explore the whol"
0384,SHALLOW C 1; SHALLOW C 2; SHALLOW C 3; SHALLOW C 4,0x4B0F,50,171,yes,
0385,BAIR 05 DCARE,0xB466,20,234,yes,Lyra: Grandma! Let me introduce my friend. This is !
0386,SYDT 06 GV06,0xB47E,5,165,no,"Oh, honey. You’re making a Pokédex? You must be battling all kinds of Pokémon. Try using this TM for a change."
0387,RT 15 AREA 1; SKY PILLAR 01,0x4B0B,30,104,no,
0388,LOBA 07 GV01,0xA466,17,343,yes,"Excuse me, kid! I received this letter the other day\ffrom a friend of mine. Here’s the reply that I wrote. I am stuck h"
0389,,0xA47E,11,260,no,I heard about the Bug-Catching Contest where Bug-type lovers gather from all\fover the region. ...Me? I cannot take Bug 
0390,ULURU 4 A1; ULURU 4 A2; ULURU 4 A3,0x4B07,19,287,yes,There’s an odd tree! Use the SquirtBottle?
0391,MELT 11 GV02,0x9466,2,124,no,This is the Ruins of Alph. An ancient tradition made of stones. Don’t you wonder who’d make something like this? And why
0392,,0x947E,25,142,no,
0393,SPEAR PLR 1; SPEAR PLR 2,0x4B03,2,174,no,Rt. 37 North to Ecruteak City
0394,RT 18 AREA 1; RT 18 AREA 2; RT 18 AREA 3; RT 18 AREA 4,0x4B3F,17,156,no,
0395,TROO 01 GH 09,0x7466,1,138,no,"Where did you say you’re from? New Bark Town? That’s the town where... Professor Elm lives, right?\fYou’ve come a long w"
0396,HAUNT AREA 1; HAUNT AREA 2; HAUNT AREA 3; HAUNT AREA 4; HAUNT AREA 5,0x4B3B,15,565,yes,Rt. 39 South to Olivine City
0397,,0x6466,15,184,yes,My MILTANK ain’t givin’ me milk n’more. This here farm’s got famous milk. Most everyone wants a drink. It’ll give me lot
0398,,0x647E,21,247,yes,Moomoo is sick...\fShe needs lots of Oran Berries.
0399,MANSION A1; MANSION A2; MANSION A6; MANSION A7; MANSION A8,0x5717,10,238,yes,Rt. 42 Ecruteak City to Mahogany Town
0400,,0x5487,1,71,no,Mt. Mortar is like a maze inside.\fBe careful. Don’t get lost in there.
0401,RT 17 AREA 1; RT 17 AREA 2; RT 17 AREA 3; RT 17 AREA 4; RT 17 AREA 5; RT 17 AREA 6; RT 17 AREA 7; RT 17 AREA 8,0x5713,21,213,no,
0402,DANB 09 GV04,0x4487,2,196,no,"I heard that you can find a Red Scale occasionally. Speaking of which, I know a person who’d appreciate a Red Scale.\fWh"
0403,WLDA01 GV07,0x449F,7,237,no,"Hold it there, kiddo! The toll is $1,000 to go through."
0404,,0x570F,2,76,no,"Ice Path Careful not to slip, fall over, freeze, and get stuck on the ice."
0405,UNDARA CAVE 3; UNDARA CAVE 4,0x570B,3,250,no,"Have you heard of a place called the Battle Frontier? It’s a huge place with many battle facilities, and it’s located we"
0406,UNDARA CAVE 2,0x5707,4,90,no,Rt. 46 Mountain Road ahead
0407,,0x5703,10,568,yes,"Well, hello! It’s said that past this hole used to be a huge tower reaching far into the sky. They say that it was a rat"
0408,,0x573F,1,28,no,Rt. 48 North to Safari Zone
0409,,0x829B,2,18,no,Radio Transmission
0410,,0xD2CD,2,23,no,Mysterious Transmission
0411,,0xDEF1,6,450,yes,Buena’s Password
0412,,0xC1D7,37,260,no,Commercials
0413,,0xA6B2,26,855,no,Serial Radio Drama
0414,,0x12E2,33,265,yes,Pokémon Talk
0415,,0xF1F4,24,800,no,"That Town, These People"
0416,,0x0EBB,13,208,no,Pokémon Music
0417,,0x70EF,1,10,no,Poké Flute
0418,,0xD2B9,3,318,no,Team Rocket Announcement
0419,,0xCAA1,17,514,no,Pokémon Search Party
0420,,0x917E,20,300,no,Trainer Profiles
0421,,0xA009,73,68,yes,
0422,,0xADE9,23,65,yes,
0423,,0xB5A8,17,45,yes,
0424,,0xD169,403,88,no,Champion Ribbon
0425,,0x1570,23,38,no,
0426,,0xA7C3,81,455,yes,"First, I’ll need to hold on to any items held by your Pokémon."
0427,,0x15EC,11,77,yes,Ding-dong! Time’s up! Your Safari Game is over.
0428,,0x671F,12,16,no,Plains Area
0429,,0x90AF,28,61,yes,Do what with this Area?
0430,,0x90A3,62,116,yes,Place the ?
0431,,0x3160,3,38,no,
0432,,0x5160,13,57,yes,
0433,,0xC8F1,16,405,yes,Welcome! Would you like some Scratch-Off Cards? They’re three for  BP.
0434,,0xBB17,52,28,no,
0435,,0x5057,50,67,yes,XXXXXXXXXXXXXXXXXXXX
0436,,0x697B,16,86,no,
0437,,0x32AD,1372,23,no,PV001
0438,,0xABA7,12,10,no,BGM
0439,,0x993A,51,216,yes,"I’m the Day-Care Man. We look after the precious Pokémon of other Trainers. If you’d like us to raise your Pokémon, have"
0440,,0xAA22,253,105,yes,Pokémon HeartGold Version   Staff Credits
0441,,0xA4D7,38,349,yes,Please wait a moment.
0442,,0x9764,21,41,yes,CONTINUE
0443,,0x307C,9,11,no,HP
0444,,0x49B7,28,108,no,
0445,,0x2B0A,2,5,no,Ethan
0446,HAMPELL TOWN,0x472B,6,74,no,"I’m raising Pokémon, too. They serve as my private guards."
0447,,0x2406,3,162,no,"Hi! Red’s been away. He hasn’t called either, so I have no idea where he\fis or what he’s been doing. They say no news i"
0448,,0x240A,2,52,no,"It’s a Wii! Wii is huge in Kanto, too!"
0449,,0x241E,13,246,yes,"Daisy: Hi! My kid brother is the Gym Leader in Viridian City. But he goes out of town so often, it causes problems for t"
0450,,0x2412,2,39,no,"It’s a Wii! Wii is huge in Kanto, too!"
0451,,0xA417,58,575,yes,"Professor Oak: Ah, ! It’s good of you to come all this way\fto Kanto. What do you think of the Trainers out here?\fPrett"
0452,UNDARA CAVE 1,0x4727,12,224,yes,"Hey, kid! I just had a double shot of espresso, and I am wired! I need to talk to someone, so you’ll have to do! I might"
0453,,0xCF10,2,62,no,The Gym Leader here is totally cool.
0454,,0x3964,11,302,yes,"Blue: Yo! Finally got here, huh? I wasn’t in the mood at Cinnabar, but now I’m ready to battle you. ... You’re telling m"
0455,,0x2E13,4,222,no,Where in the world is Viridian’s Gym Leader?\fI wanted to challenge him...
0456,DALI 10 HS53,0x141E,4,123,no,Do you put a lot of thought into naming your Pokémon? Giving them good nicknames adds to the fun of trading with others.
0457,,0x9417,8,400,no,"Welcome to Trainer House, the newest and most happening place in Viridian.\fWe’re open to Trainers only. You can battle "
0458,,0x941B,15,213,yes,"Hello, welcome to our Training Hall. You may battle our best Trainers and their favorite Pokémon once\fper day. Would yo"
0459,RADE 23 GV13,0x142E,1,102,no,"To the south is Pallet Town. That’s where Professor Oak, a\fwell-respected Pokémon\freseacher, lives."
0460,,0x4723,25,236,no,Have you visited Pewter Gym? The Gym Leader uses Rock-type Pokémon.
0461,T03FS0101,0x4F31,2,98,no,Look! I have a GYARADOS! I raised it from a MAGIKARP slowly. It finally evolved!
0462,T03GYM0101,0x9965,10,251,yes,"Brock: Wow, it’s not often that we get a challenger from Johto. I’m Brock, the Pewter Gym Leader.\fI’m an expert on Rock"
0463,T03PC0101,0xAE32,8,134,yes,"...Yeah, and the Gym in Cinnabar’s gone. I was really amazed. ...Yes? I’m on the phone. Go away!"
0464,MELT 07 FOSSI; T03R0101,0x0406,30,312,yes,"Welcome! Just to let you know, all the large specimens have been taken to the\fother museums for display. So for now, ad"
0465,T03R0201,0x041E,2,22,no,"NIDORAN♂, shake hands!"
0466,T03R0601,0x843F,1,135,no,I used to enjoy snoozing with the radio on... It’s broken and is being fixed now. ... ...\f...\f... It’s too quiet to fa
0467,,0x473F,19,181,no,"Kanto’s Power Plant? It’s near the end of Route 9, the road that heads east from here. I think there was an accident of "
0468,TROO 04 PM09,0xCFD0,2,120,no,You’ll run into many Trainers on the way to Cerulean Cape. They want to see how they stack up against other Trainers.
0469,SYDT 04 GYM04,0xF964,17,175,yes,Bump!
0470,,0x2ED3,2,136,no,"For battles, I’d much rather use Pokémon I’ve been raising, even if they’re weaker than some newly caught Pokémon."
0471,,0x7406,1,37,no,Are you collecting Kanto Gym Badges?
0472,,0x741E,3,107,no,I heard that some shady character is skulking about. I won’t stand for it if he turns out to be a thief.
0473,,0xF417,4,107,no,My husband lives happily with Pokémon he got through trades. I live happily having such a great husband.
0474,,0x742E,1,329,no,"A long time ago, this cool boy rode my Bike around, and that started this\fentire Bike boom. Then I decided to open a br"
0475,,0x473B,8,81,no,"That’s quite some building, eh? It’s Kanto’s Radio Tower."
0476,,0x4FF1,2,131,no,"Repel is a necessity if you are going to explore a cave. Even though I like exploring, I still haven’t made it to all th"
0477,,0xAEF2,4,137,no,To the north of Lavender is the Rock Tunnel. Go through it to get to the Power Plant.
0478,,0x641E,5,142,no,"Mr. Fuji does live here, but he’s away now. He should be at the House of Memories."
0479,,0xE417,1,121,no,"Lavender is a tiny, quiet town at the foot of the mountains. It’s gotten a bit busier since the Radio Tower was built."
0480,,0x642E,9,177,yes,"Hello, there! I am the official Name Rater! Want me to rate the nicknames of your Pokémon?"
0481,,0xE43F,4,247,no,Mr. Fuji: Welcome. Hmm... You appear to be raising your Pokémon in a kind and loving manner. Those who love Pokémon come
0482,,0x6436,12,194,yes,Welcome! Feel free to look around anywhere on this floor.
0483,,0x4737,24,228,yes,Vermilion Port is Kanto’s seaside gateway. Luxury liners from around the world dock here.
0484,DALI 03 PM07,0x4F91,2,107,no,Team Rocket is no longer in Kanto. That alone makes me happy.
0485,DALI 04 GYM06,0x3965,15,275,yes,"Lt. Surge: Hey, you little tyke! It may not be very smart to challenge me, but it takes guts! When it comes to Electric-"
0486,,0xAE92,4,124,no,"A sleeping Pokémon is lying in the middle of the road. It’s a fantastic opportunity to get it, but how do you wake it up"
0487,HOTEL 2 HS34,0x5406,2,278,no,"I am the Fishing Dude, the elder of the Fishing Bros. Have you met the Fishing Guru at Lake of Rage? He dreams about see"
0488,,0xD417,19,426,yes,I’m the Chairman of the Pokémon Fan Club. I’ve raised over 150 Pokémon. I’m very fussy when it comes to Pokémon. Did you
0489,HOTEL 2 HS35,0x542E,2,88,no,Do you know about the Magnet Train? It’s a railway that connects Kanto and Johto.
0490,TROO 06 HS36,0xD43F,1,82,no,"Over many years, DIGLETT dug a large tunnel.\fThat tunnel goes to a distant town."
0491,,0x4733,36,177,yes,"This is my trusted pal, POLIWRATH. I wonder if it will become a Frog Pokémon someday."
0492,DANB 05 GYM03,0x9964,7,381,yes,"Erika: Hello... Lovely weather, isn’t it? It’s so pleasant... I’m afraid I might doze off... My name is Erika. I am the "
0493,,0x2EB3,3,171,no,That Pokégear you have-- it’s way too cool! Is that the...latest model?
0494,DEPART 2 F1,0x4406,4,123,no,Hello! Welcome to the Celadon Department Store! The directory is on the wall next to the elevator.
0495,DEPART 2 F2,0x440A,10,174,no,I just recently became a Trainer.\fMy son encouraged me to do it. I’m impressed by the selection of convenient items.
0496,DEPART 2 F3,0x440E,5,174,no,I can’t decide which Pokémon I should use this TM on...
0497,DEPART 2 F4,0x4412,19,124,yes,"Falkner: Out of all the Trainers out there, the best Trainer would\fhave to be my dad."
0498,DEPART 2 F5,0x4416,4,124,no,"I want to buy some items that raise Pokémon stats, but I don’t have\fenough money..."
0499,DEPART 2 F6,0x441A,8,238,yes,A vending machine with a  prize roulette... It makes you happy when you get something for free even if it’s worth\fonly 
0500,DEPART 2 ELV,0x441E,11,77,yes,Hello. To which floor may I take you?
0501,HOTEL 1 F1,0x441E,5,236,no,"Do you need anything? I am the manager of the condominiums. It’s pretty safe around here, so I don’t have much to do. I "
0502,HOTEL 1 F2; HOTEL 1 F3; HOTEL 1 F4,0x4412,2,68,no,Please take this elevator to go to the roof.
0503,,0x4416,22,425,yes,"I’m the Game Director! Filling up your Pokédex is tough, but don’t give up! You can do it! Seriously!"
0504,DEPART 2 ROOF,0x440A,1,99,no,High places--I do love them so! I’d say the only thing that loves heights as much as me is smoke!
0505,DEPART 2 ROOM,0x440E,4,588,no,Let me recount a terrifying tale...
0506,HOTEL 2 B1,0x4402,8,98,yes,This elevator is for Game Freak only. Please select the floor you’d like to go to.
0507,,0x4406,7,119,yes,Celadon Condominiums This elevator goes straight to\fthe roof. Will you go to the roof?
0508,RT 7 SCIENCE,0x442E,23,80,no,
0509,RADE 20 TBD,0xC427,36,352,yes,"I wanted PORYGON, but I was short by 100 Coins..."
0510,RADE 21 TBD,0x4436,8,230,no,Hi! We’re holding an eatathon contest. We can’t serve you right now. Sorry.
0511,MELT 06 GAME2; T07SP0101,0x1F83,15,274,yes,"My name is Mr. Game! My heart pounds with excitement when people enjoy my Coin game! In fact, that’s what I live for! Yo"
0512,SEWER ROOM 03,0x470F,16,190,yes,One of the Elite Four used to be the Leader of Fuchsia’s Gym.
0513,T08FS0101,0xCE50,3,148,no,"I was hoping to buy some Safari Zone souvenirs, but it’s not open! I thought it was closed today, but actually it’s gone"
0514,HOTEL 2 F2; HOTEL 2 F3; HOTEL 2 F4; T08GYM0101,0xF967,19,186,yes,"Fufufufu... I’m sorry to disappoint you... I’m only joking! I’m the real deal! Janine of Fuchsia Gym, that’s me!"
0515,T08PC0101,0x2F53,4,82,no,Hey! You have a Pokédex! Did Professor Oak give that to you?
0516,T08R0201,0xB41E,46,395,yes,Welcome to the Pal Park! This is where top-notch Trainers who aren’t satisfied with the Safari Zone\fcome to show their 
0517,RT 5 01 HS51; T08R0401,0xB42E,2,53,no,My grandpa is at my brother Bill’s on Cerulean Cape.
0518,DALI 10 HS52; T08R0601,0x343F,4,172,no,"My grandpa closed the Safari Zone and now that we have an empty lot,\fmy dad decided to run the Pal Park! It seems that "
0519,,0x470B,22,309,yes,"Who are you? My name’s Blue. I was once the Kanto Champion. Although it was short-lived thanks to Red...\fAnyway, take a"
0520,,0xAF72,2,98,no,I feel so sorry for Blaine. He lost his Gym...
0521,,0x432F,1,66,no,Indigo Plateau The Ultimate Goal for Trainers! Pokémon League HQ
0522,,0xB427,27,246,yes,"At the Pokémon League, you’ll get tested by the Elite Four.\fYou have to beat them all. If you lose, you have to start a"
0523,,0xB43F,3,271,no,"Welcome to the Pokémon League! Allow me to introduce myself. I am Will. I have trained all around the world, making my P"
0524,,0x3436,3,293,no,Fwahahahaha! I am Koga of the Elite Four. I live in shadows--a ninja! My intricate style will confound and destroy you! 
0525,,0xB40F,3,315,yes,I am Bruno of the Elite Four. I always train to the extreme because I believe in our potential. That is how we became st
0526,,0x3406,3,244,yes,I am Karen of the Elite Four. You’re ? How amusing. I love Dark-type Pokémon. I’m known for my overpowering tactics. Thi
0527,,0x341E,12,360,yes,"Lance: I’ve been waiting for you. ! I knew that you, with your skills, would eventually reach me here. There’s no need f"
0528,,0xB417,2,513,yes,Lance: It’s been a long time since I last came here. This is where we commemorate the League Champions for all eternity.
0529,,0x432B,15,279,no,"Our city was featured on a radio show. It’s nice to hear praise for your city, but it’s a bit embarrassing, too."
0530,RADE 04 PM08; TROOME CITY; TROOME TBD 1; TROOME TBD 2; TROOME TBD 3; TROOME TBD 4; TROOME TBD 5; TROOME TBD 6; TROOME TBD 7; TROOME TBD 8; TROOME TBD 9; TROOME TBD 10,0x6F71,2,84,no,There’s a big Radio Tower in Lavender Town.
0531,,0x5924,10,292,yes,Sabrina: I knew you were coming... Three years ago I had a vision of your arrival. You’re after my Badge. I don’t enjoy 
0532,,0x8E72,4,186,no,"What are Johto’s Pokémon Centers like? ...Oh, I see. So they’re not much different from the ones in Kanto. Then I’ll get"
0533,,0xA427,36,225,no,"Hello! Karate King, the Fighting Dojo’s master, is in a cave in Johto for\ffurther training."
0534,TROO 08 HS38,0x2406,2,52,no,... ... ... ...I got it! You wanted this!
0535,,0x241E,19,245,yes,"This is a problem! The machine at the Power Plant is broken, and we’re not receiving\felectricity! I don’t know how long"
0536,,0x2412,1,65,no,We have arrived at Saffron! Saffron! The accent is on the “a”!
0537,ROTOM TOWER,0xA417,28,528,yes,Welcome. This is Silph Co.’s head office building.
0538,ROTOM ROOM,0xA41B,44,739,yes,entered the motor.  is trying to learn . But  can’t learn more than four moves. Delete a move to make room for ?
0539,ROTOM ELEVATO,0xA41F,2,67,no,"ROTOM’s electricity affected the elevator, and now it’s working!"
0540,TROO 09 HS39,0xA46F,4,127,no,My daughter likes to mimic people. Her mimicry has earned her the\fnickname Copycat around here.
0541,TROO 10 HS40,0xA463,18,273,yes,": Hi! Do you like Pokémon? : Uh, no, I just asked you. : Huh? You’re strange!"
0542,MAUNCESTON T,0x4F2F,38,275,yes,"Wow, your Pokégear is impressive!"
0543,MAUN 09 LAB01,0xB447,106,709,yes,"Professor Elm: Hi, ! I’ve been waiting for you! Do you know anything about my research? As you know, Pokémon are carried"
0544,MAUN 10 LAB02,0xB44B,11,47,yes,Please Select
0545,MAUN 01 MUM,0xB45F,39,407,yes,"Hi, ! You’re finally awake.\fYour friend Lyra was just here. She was playing hide-and-seek with her MARILL. Oh, I almost"
0546,MAUN 02 PROT,0xB453,3,64,yes,booted up the PC and checked the Mailbox!
0547,MAUN 03 HS01,0x3456,1,238,no,PIKACHU is an evolved Pokémon. ...This fact was first discovered by Professor Elm. I was amazed by Professor Elm’s findi
0548,,0xB46F,20,264,yes,"Hi, ! Lyra is upstairs. She’s playing games with her Pokémon as usual. You didn’t bring your...Pokémon? ...Oh, I should’"
0549,MAUN 04 RIV01; MAUN 06 RIV02; MAUN 08 RIV03; RADE 22 TBD,0xB463,19,457,yes,Lyra: ! Professor Elm was looking for you. Did you go to his lab?
0550,LOBART CITY,0x4F2B,25,221,yes,"You’re a rookie Trainer, aren’t you? I can tell! That’s OK! Everyone is a rookie at some point! If you’d like, I can tea"
0551,HAMP 03 PM01,0x0F71,3,170,no,They’re fresh out of Poké Balls! When will they get more of them?
0552,HAMP 01 PC01,0xEE72,6,168,no,"It’s great. I can store any number of Pokémon, and it’s all free."
0553,MAUN 05 HS02,0x2456,2,131,no,You’re trying to see how good you are as a Pokémon Trainer? You better visit the Pokémon Gyms all over Johto and collect
0554,MAUN 07 HS03,0xA46F,1,336,no,"When I was a wee lad, I was a hotshot Trainer! Here’s some words of advice: catch a lot of Pokémon! But you can only tak"
0555,MAUN 11 HS04,0x2466,2,96,no,Pokémon gain experience in battle and change their form.
0556,MELTON CITY,0x4F27,28,190,yes,"Hello, ? We discovered something about the Egg! My assistant is at the Pokémon Center in Violet City.\fCould you talk to"
0557,MELT 03 PM03,0x0F11,11,512,yes,"When you first catch a Pokémon, it may be weak. But it will eventually grow to be strong. It’s important to treat Pokémo"
0558,RADE 05 GYM07,0x39E4,11,313,yes,"Falkner: I’m Falkner, the Violet City Pokémon Gym Leader! People say you can clip Flying-type Pokémon’s wings with a jol"
0559,MELT 01 PC03,0xEE12,27,303,yes,
0560,LOBA 06 SCHOO,0x1456,36,236,yes,"Earl, I am! Wonderful are Pokémon, yes! Teach you I will to be a better Trainer! What you want to know? Want to be a win"
0561,MELT 09 HS11,0x946F,3,116,no,"She uses the names of all the foods she really enjoys eating. For the nicknames she gives to her Pokémon, I mean."
0562,DANB 06 HS13,0x147E,6,111,yes,"A Pokémon you get in a trade grows quickly. But if you don’t have the right Gym Badge, they may disobey you."
0563,WLDA02 GH08,0x9477,3,89,no,"Lately, I don’t see people coming from Goldenrod City."
0564,DANBERRA CITY,0x4F23,20,360,yes,Ilex Forest Ahead Enter through the gate.
0565,DANB 04 PM04,0x8F30,2,140,no,"The number of Gym Badges you have shows how strong a Trainer you are. The more Badges you have, the better the items you"
0566,,0x99E5,4,271,yes,"Yo, challenger! Bugsy made this Gym. It’s a huge nest\fof Bug-type Pokémon. Bugsy’s young, but he’s a master of Bug-type"
0567,,0x99E9,7,233,yes,Bugsy: I’m Bugsy! I never lose when it comes to Bug-type\fPokémon. My research is going to make me the authority on Bug-
0568,DANB 02 PC04,0x6E33,3,223,no,"Do any of your Pokémon know... what they call the hidden moves? When a Pokémon faints, it just means it doesn’t have the"
0569,BAIR 08 GH04; SYDT 06 GH03,0x8447,2,68,no,Ilex Forest is big. Be careful! Don’t get lost.
0570,DANB 07 HS14,0x845F,9,188,yes,All the SLOWPOKE have disappeared from the town. The forest’s protector may be angry with us... It may be a bad omen. We
0571,,0x0466,25,459,yes,"Hm? Who are you? , eh? You want me to make some Balls? Sorry, but that’ll have to wait. Do you know Team Rocket? Ah, don"
0572,BAIRNS TOWN,0x4F3F,23,422,yes,You crossed the sea to get here? That must have been hard. It would be much easier if your Pokémon knew how to Fly...
0573,,0x0FD1,1,3,no,
0574,MELT 04 GYM02,0xF9E4,15,347,yes,Chuck: Ooomph! The pounding waterfall right onto\fmy head...\fArrgh! Why did you stop the waterfall from pouring on me! 
0575,DALI 01 PC09,0xEED2,7,431,yes,Have you met the maniac in this city? He’s always bragging about his rare Pokémon.
0576,SHED 04 HS22,0xF45F,15,264,yes,I... I’m in shock! A guy about your age with piercing eyes and long hair came in. He scared me into giving him my prized
0577,SHED 05 HS23,0x7466,9,168,yes,Huh? You need medicine? Your Pokémon appear to be fine.\fIs something worrying you? ... The Lighthouse Pokémon is in tro
0578,SHED 04 HS24,0x747E,1,307,no,Hi. You must be a sightseer! Why not take a picture here? You saw the camera outside? I put it there! You may come acros
0579,DALI 05 HS25,0xF477,3,133,no,You came from Olivine? Do you remember the four islands along the way? I heard that a mythical sea creature is hiding in
0580,RADE 23 TBD; TROO 07 HS37,0xF40F,5,338,no,"I don’t remember the last time someone came to visit me. When I was young, I was a Pokémon Trainer, too. I tried to reac"
0581,SYDTREE CITY,0x4F3B,47,202,no,"They built the new Radio Tower to replace the old, creaky one."
0582,LOBA 04 GYM01,0x59E5,14,298,yes,"Whitney: Hi! I’m Whitney! ...You! I saw you at the Radio Tower just now. Everyone was into Pokémon, so I got into it, to"
0583,BAIR 01 PC07,0x6EF3,7,257,no,"The Colosseum upstairs is for link battles. Battle records, such as how many times you had link battles and the results,"
0584,MELT 08 BIKE,0xE45F,6,167,yes,"Sigh... I opened a branch here, but I can’t sell my Bicycles.\fWhy is that? Could you ride a Bicycle and advertise for m"
0585,HOTEL 1 HS17,0x6456,9,112,no,"If you treat your Pokémon nicely, they will love you in return. Oh? Let me see your Pokémon..."
