Item_ID,Item_Name,Pocket
834,ITEM_MEWNIUM_Z_BAG,Items
835,ITEM_PIKASHUNIUM_Z_HELD,Items
836,ITEM_PIKASHUNIUM_Z_BAG,Items
837,ITEM_UNKNOWN_837,Items
838,ITEM_UNKNOWN_838,Items
839,ITEM_UNKNOWN_839,Items
840,ITEM_UNKNOWN_840,Items
841,ITEM_FORAGE_BAG,Items
842,ITEM_FISHING_ROD_SM,Items
843,ITEM_PROFESSORS_MASK,Items
844,ITEM_FESTIVAL_TICKET,Items
845,ITEM_SPARKLING_STONE,Items
846,ITEM_ADRENALINE_ORB,Items
847,ITEM_ZYGARDE_CUBE,Key Items
848,ITEM_UNKNOWN_848,Items
849,ITEM_ICE_STONE,Items
850,ITEM_RIDE_PAGER,Items
851,ITEM_BEAST_BALL,Poké Balls
852,ITEM_BIG_MALASADA,Medicine
853,ITEM_RED_NECTAR,Items
854,ITEM_YELLOW_NECTAR,Items
855,ITEM_PINK_NECTAR,Items
856,ITEM_PURPLE_NECTAR,Items
857,ITEM_SUN_FLUTE,Key Items
858,ITEM_MOON_FLUTE,Key Items
859,ITEM_UNKNOWN_859,Items
860,ITEM_ENIGMATIC_CARD,Items
861,ITEM_SILVER_RAZZ_BERRY,Items
862,ITEM_GOLDEN_RAZZ_BERRY,Items
863,ITEM_SILVER_NANAB_BERRY,Items
864,ITEM_GOLDEN_NANAB_BERRY,Items
865,ITEM_SILVER_PINAP_BERRY,Items
866,ITEM_GOLDEN_PINAP_BERRY,Items
867,ITEM_UNKNOWN_867,Items
868,ITEM_UNKNOWN_868,Items
869,ITEM_UNKNOWN_869,Items
870,ITEM_UNKNOWN_870,Items
871,ITEM_UNKNOWN_871,Items
872,ITEM_SECRET_KEY_LGPE,Items
873,ITEM_SS_TICKET_LGPE,Items
874,ITEM_SILPH_SCOPE,Key Items
875,ITEM_PARCEL_LGPE,Items
876,ITEM_CARD_KEY_KANTO,Items
877,ITEM_GOLD_TEETH,Key Items
878,ITEM_LIFT_KEY,Key Items
879,ITEM_TERRAIN_EXTENDER,Items
880,ITEM_PROTECTIVE_PADS,Items
881,ITEM_ELECTRIC_SEED,Items
882,ITEM_PSYCHIC_SEED,Items
883,ITEM_MISTY_SEED,Items
884,ITEM_GRASSY_SEED,Items
885,ITEM_STRETCHY_SPRING,Items
886,ITEM_CHALKY_STONE,Items
887,ITEM_MARBLE,Items
888,ITEM_LONE_EARRING,Items
889,ITEM_BEACH_GLASS,Items
890,ITEM_GOLD_LEAF,Items
891,ITEM_SILVER_LEAF,Items
892,ITEM_POLISHED_MUD_BALL,Items
893,ITEM_TROPICAL_SHELL,Items
894,ITEM_LEAF_LETTER_1,Items
895,ITEM_LEAF_LETTER_2,Items
896,ITEM_SMALL_BOUQUET,Items
897,ITEM_UNKNOWN_897,Items
898,ITEM_UNKNOWN_898,Items
899,ITEM_UNKNOWN_899,Items
900,ITEM_LURE,Items
901,ITEM_SUPER_LURE,Items
902,ITEM_MAX_LURE,Items
903,ITEM_PEWTER_CRUNCHIES,Medicine
904,ITEM_FIGHTING_MEMORY,Items
905,ITEM_FLYING_MEMORY,Items
906,ITEM_POISON_MEMORY,Items
907,ITEM_GROUND_MEMORY,Items
908,ITEM_ROCK_MEMORY,Items
909,ITEM_BUG_MEMORY,Items
910,ITEM_GHOST_MEMORY,Items
911,ITEM_STEEL_MEMORY,Items
912,ITEM_FIRE_MEMORY,Items
913,ITEM_WATER_MEMORY,Items
914,ITEM_GRASS_MEMORY,Items
915,ITEM_ELECTRIC_MEMORY,Items
916,ITEM_PSYCHIC_MEMORY,Items
917,ITEM_ICE_MEMORY,Items
918,ITEM_DRAGON_MEMORY,Items
919,ITEM_DARK_MEMORY,Items
920,ITEM_FAIRY_MEMORY,Items
921,ITEM_SOLGANIUM_Z_BAG,Items
922,ITEM_LUNALIUM_Z_BAG,Items
923,ITEM_ULTRANECROZIUM_Z_BAG,Items
924,ITEM_MIMIKIUM_Z_ITEM,Items
925,ITEM_LYCANIUM_Z_ITEM,Items
926,ITEM_KOMMONIUM_Z_ITEM,Items
927,ITEM_SOLGANIUM_Z_ITEM,Items
928,ITEM_LUNALIUM_Z_ITEM,Items
929,ITEM_ULTRANECROZIUM_Z_ITEM,Items
930,ITEM_MIMIKIUM_Z_BAG,Items
931,ITEM_LYCANIUM_Z_BAG,Items
932,ITEM_KOMMONIUM_Z_BAG,Items
933,ITEM_Z_POWER_RING,Items
934,ITEM_PINK_PETAL,Items
935,ITEM_ORANGE_PETAL,Items
936,ITEM_BLUE_PETAL,Items
937,ITEM_RED_PETAL,Items
938,ITEM_GREEN_PETAL,Items
939,ITEM_YELLOW_PETAL,Items
940,ITEM_PURPLE_PETAL,Items
941,ITEM_RAINBOW_FLOWER,Items
942,ITEM_SURGE_BADGE,Items
943,ITEM_N_SOLARIZER_FUSE,Key Items
944,ITEM_N_LUNARIZER_FUSE,Key Items
945,ITEM_N_SOLARIZER_UNFUSE,Items
946,ITEM_N_LUNARIZER_UNFUSE,Items
947,ITEM_ILIMAS_NORMALIUM_Z,Items
948,ITEM_LEFT_POKE_BALL,Items
949,ITEM_ROTO_HATCH,Items
950,ITEM_ROTO_BARGAIN,Items
951,ITEM_ROTO_PRIZE_MONEY,Items
952,ITEM_ROTO_EXP_POINTS,Items
953,ITEM_ROTO_FRIENDSHIP,Items
954,ITEM_ROTO_ENCOUNTER,Items
955,ITEM_ROTO_STEALTH,Items
956,ITEM_ROTO_HP_RESTORE,Items
957,ITEM_ROTO_PP_RESTORE,Items
958,ITEM_ROTO_BOOST,Items
959,ITEM_ROTO_CATCH,Items
960,ITEM_HEALTH_CANDY,Items
961,ITEM_MIGHTY_CANDY,Items
962,ITEM_TOUGH_CANDY,Items
963,ITEM_SMART_CANDY,Items
964,ITEM_COURAGE_CANDY,Items
965,ITEM_QUICK_CANDY,Items
966,ITEM_HEALTH_CANDY_L,Items
967,ITEM_MIGHTY_CANDY_L,Items
968,ITEM_TOUGH_CANDY_L,Items
969,ITEM_SMART_CANDY_L,Items
970,ITEM_COURAGE_CANDY_L,Items
971,ITEM_QUICK_CANDY_L,Items
972,ITEM_HEALTH_CANDY_XL,Items
973,ITEM_MIGHTY_CANDY_XL,Items
974,ITEM_TOUGH_CANDY_XL,Items
975,ITEM_SMART_CANDY_XL,Items
976,ITEM_COURAGE_CANDY_XL,Items
977,ITEM_QUICK_CANDY_XL,Items
978,ITEM_BULBASAUR_CANDY,Items
979,ITEM_CHARMANDER_CANDY,Items
980,ITEM_SQUIRTLE_CANDY,Items
981,ITEM_CATERPIE_CANDY,Items
982,ITEM_WEEDLE_CANDY,Items
983,ITEM_PIDGEY_CANDY,Items
984,ITEM_RATTATA_CANDY,Items
985,ITEM_SPEAROW_CANDY,Items
986,ITEM_EKANS_CANDY,Items
987,ITEM_PIKACHU_CANDY,Items
988,ITEM_SANDSHREW_CANDY,Items
989,ITEM_NIDORAN_FEMALE_CANDY,Items
990,ITEM_NIDORAN_MALE_CANDY,Items
991,ITEM_CLEFAIRY_CANDY,Items
992,ITEM_VULPIX_CANDY,Items
993,ITEM_JIGGLYPUFF_CANDY,Items
994,ITEM_ZUBAT_CANDY,Items
995,ITEM_ODDISH_CANDY,Items
996,ITEM_PARAS_CANDY,Items
997,ITEM_VENONAT_CANDY,Items
998,ITEM_DIGLETT_CANDY,Items
999,ITEM_MEOWTH_CANDY,Items
1000,ITEM_PSYDUCK_CANDY,Items
1001,ITEM_MANKEY_CANDY,Items
1002,ITEM_GROWLITHE_CANDY,Items
1003,ITEM_POLIWAG_CANDY,Items
1004,ITEM_ABRA_CANDY,Items
1005,ITEM_MACHOP_CANDY,Items
1006,ITEM_BELLSPROUT_CANDY,Items
1007,ITEM_TENTACOOL_CANDY,Items
1008,ITEM_GEODUDE_CANDY,Items
1009,ITEM_PONYTA_CANDY,Items
1010,ITEM_SLOWPOKE_CANDY,Items
1011,ITEM_MAGNEMITE_CANDY,Items
1012,ITEM_FARFETCHD_CANDY,Items
1013,ITEM_DODUO_CANDY,Items
1014,ITEM_SEEL_CANDY,Items
1015,ITEM_GRIMER_CANDY,Items
1016,ITEM_SHELLDER_CANDY,Items
1017,ITEM_GASTLY_CANDY,Items
1018,ITEM_ONIX_CANDY,Items
1019,ITEM_DROWZEE_CANDY,Items
1020,ITEM_KRABBY_CANDY,Items
1021,ITEM_VOLTORB_CANDY,Items
1022,ITEM_EXEGGCUTE_CANDY,Items
1023,ITEM_CUBONE_CANDY,Items
1024,ITEM_HITMONLEE_CANDY,Items
1025,ITEM_HITMONCHAN_CANDY,Items
1026,ITEM_LICKITUNG_CANDY,Items
1027,ITEM_KOFFING_CANDY,Items
1028,ITEM_RHYHORN_CANDY,Items
1029,ITEM_CHANSEY_CANDY,Items
1030,ITEM_TANGELA_CANDY,Items
1031,ITEM_KANGASKHAN_CANDY,Items
1032,ITEM_HORSEA_CANDY,Items
1033,ITEM_GOLDEEN_CANDY,Items
1034,ITEM_STARYU_CANDY,Items
1035,ITEM_MR_MIME_CANDY,Items
1036,ITEM_SCYTHER_CANDY,Items
1037,ITEM_JYNX_CANDY,Items
1038,ITEM_ELECTABUZZ_CANDY,Items
1039,ITEM_PINSIR_CANDY,Items
1040,ITEM_TAUROS_CANDY,Items
1041,ITEM_MAGIKARP_CANDY,Items
1042,ITEM_LAPRAS_CANDY,Items
1043,ITEM_DITTO_CANDY,Items
1044,ITEM_EEVEE_CANDY,Items
1045,ITEM_PORYGON_CANDY,Items
1046,ITEM_OMANYTE_CANDY,Items
1047,ITEM_KABUTO_CANDY,Items
1048,ITEM_AERODACTYL_CANDY,Items
1049,ITEM_SNORLAX_CANDY,Items
1050,ITEM_ARTICUNO_CANDY,Items
1051,ITEM_ZAPDOS_CANDY,Items
1052,ITEM_MOLTRES_CANDY,Items
1053,ITEM_DRATINI_CANDY,Items
1054,ITEM_MEWTWO_CANDY,Items
1055,ITEM_MEW_CANDY,Items
1056,ITEM_MELTAN_CANDY,Items
1057,ITEM_MAGMAR_CANDY,Items
1058,ITEM_UNKNOWN_1058,Items
1059,ITEM_UNKNOWN_1059,Items
1060,ITEM_UNKNOWN_1060,Items
1061,ITEM_UNKNOWN_1061,Items
1062,ITEM_UNKNOWN_1062,Items
1063,ITEM_UNKNOWN_1063,Items
1064,ITEM_UNKNOWN_1064,Items
1065,ITEM_UNKNOWN_1065,Items
1066,ITEM_UNKNOWN_1066,Items
1067,ITEM_UNKNOWN_1067,Items
1068,ITEM_UNKNOWN_1068,Items
1069,ITEM_UNKNOWN_1069,Items
1070,ITEM_UNKNOWN_1070,Items
1071,ITEM_UNKNOWN_1071,Items
1072,ITEM_UNKNOWN_1072,Items
1073,ITEM_UNKNOWN_1073,Items
1074,ITEM_ENDORSEMENT,Items
1075,ITEM_POKEMON_BOX_LINK,Key Items
1076,ITEM_WISHING_STAR,Items
1077,ITEM_DYNAMAX_BAND,Items
1078,ITEM_UNKNOWN_1078,Items
1079,ITEM_UNKNOWN_1079,Items
1080,ITEM_FISHING_ROD_SWSH,Items
1081,ITEM_ROTOM_BIKE_LAND_MODE,Items
1082,ITEM_UNKNOWN_1082,Items
1083,ITEM_UNKNOWN_1083,Items
1084,ITEM_SAUSAGES,Items
1085,ITEM_BOBS_FOOD_TIN,Items
1086,ITEM_BACHS_FOOD_TIN,Items
1087,ITEM_TIN_OF_BEANS,Items
1088,ITEM_BREAD,Items
1089,ITEM_PASTA,Items
1090,ITEM_MIXED_MUSHROOMS,Items
1091,ITEM_SMOKE_POKE_TAIL,Items
1092,ITEM_LARGE_LEEK,Items
1093,ITEM_FANCY_APPLE,Items
1094,ITEM_BRITTLE_BONES,Items
1095,ITEM_PACK_OF_POTATOES,Items
1096,ITEM_PUNGENT_ROOT,Items
1097,ITEM_SALAD_MIX,Items
1098,ITEM_FRIED_FOOD,Items
1099,ITEM_BOILED_EGG,Items
1100,ITEM_CAMPING_GEAR,Items
1101,ITEM_UNKNOWN_1101,Items
1102,ITEM_UNKNOWN_1102,Items
1103,ITEM_RUSTED_SWORD,Items
1104,ITEM_RUSTED_SHIELD,Items
1105,ITEM_FOSSILIZED_BIRD,Items
1106,ITEM_FOSSILIZED_FISH,Items
1107,ITEM_FOSSILIZED_DRAKE,Items
1108,ITEM_FOSSILIZED_DINO,Items
1109,ITEM_STRAWBERRY_SWEET,Items
1110,ITEM_LOVE_SWEET,Items
1111,ITEM_BERRY_SWEET,Items
1112,ITEM_CLOVER_SWEET,Items
1113,ITEM_FLOWER_SWEET,Items
1114,ITEM_STAR_SWEET,Items
1115,ITEM_RIBBON_SWEET,Items
1116,ITEM_SWEET_APPLE,Items
1117,ITEM_TART_APPLE,Items
1118,ITEM_THROAT_SPRAY,Items
1119,ITEM_EJECT_PACK,Items
1120,ITEM_HEAVY_DUTY_BOOTS,Items
1121,ITEM_BLUNDER_POLICY,Items
1122,ITEM_ROOM_SERVICE,Items
1123,ITEM_UTILITY_UMBRELLA,Items
1124,ITEM_EXP_CANDY_XS,Items
1125,ITEM_EXP_CANDY_S,Items
1126,ITEM_EXP_CANDY_M,Items
1127,ITEM_EXP_CANDY_L,Items
1128,ITEM_EXP_CANDY_XL,Items
1129,ITEM_DYNAMAX_CANDY,Items
1130,ITEM_TR00,TMs/HMs
1131,ITEM_TR01,TMs/HMs
1132,ITEM_TR02,TMs/HMs
1133,ITEM_TR03,TMs/HMs
1134,ITEM_TR04,TMs/HMs
1135,ITEM_TR05,TMs/HMs
1136,ITEM_TR06,TMs/HMs
1137,ITEM_TR07,TMs/HMs
1138,ITEM_TR08,TMs/HMs
1139,ITEM_TR09,TMs/HMs
1140,ITEM_TR10,TMs/HMs
1141,ITEM_TR11,TMs/HMs
1142,ITEM_TR12,TMs/HMs
1143,ITEM_TR13,TMs/HMs
1144,ITEM_TR14,TMs/HMs
1145,ITEM_TR15,TMs/HMs
1146,ITEM_TR16,TMs/HMs
1147,ITEM_TR17,TMs/HMs
1148,ITEM_TR18,TMs/HMs
1149,ITEM_TR19,TMs/HMs
1150,ITEM_TR20,TMs/HMs
1151,ITEM_TR21,TMs/HMs
1152,ITEM_TR22,TMs/HMs
1153,ITEM_TR23,TMs/HMs
1154,ITEM_TR24,TMs/HMs
1155,ITEM_TR25,TMs/HMs
1156,ITEM_TR26,TMs/HMs
1157,ITEM_TR27,TMs/HMs
1158,ITEM_TR28,TMs/HMs
1159,ITEM_TR29,TMs/HMs
1160,ITEM_TR30,TMs/HMs
1161,ITEM_TR31,TMs/HMs
1162,ITEM_TR32,TMs/HMs
1163,ITEM_TR33,TMs/HMs
1164,ITEM_TR34,TMs/HMs
1165,ITEM_TR35,TMs/HMs
1166,ITEM_TR36,TMs/HMs
1167,ITEM_TR37,TMs/HMs
1168,ITEM_TR38,TMs/HMs
1169,ITEM_TR39,TMs/HMs
1170,ITEM_TR40,TMs/HMs
1171,ITEM_TR41,TMs/HMs
1172,ITEM_TR42,TMs/HMs
1173,ITEM_TR43,TMs/HMs
1174,ITEM_TR44,TMs/HMs
1175,ITEM_TR45,TMs/HMs
1176,ITEM_TR46,TMs/HMs
1177,ITEM_TR47,TMs/HMs
1178,ITEM_TR48,TMs/HMs
1179,ITEM_TR49,TMs/HMs
1180,ITEM_TR50,TMs/HMs
1181,ITEM_TR51,TMs/HMs
1182,ITEM_TR52,TMs/HMs
1183,ITEM_TR53,TMs/HMs
1184,ITEM_TR54,TMs/HMs
1185,ITEM_TR55,TMs/HMs
1186,ITEM_TR56,TMs/HMs
1187,ITEM_TR57,TMs/HMs
1188,ITEM_TR58,TMs/HMs
1189,ITEM_TR59,TMs/HMs
1190,ITEM_TR60,TMs/HMs
1191,ITEM_TR61,TMs/HMs
1192,ITEM_TR62,TMs/HMs
1193,ITEM_TR63,TMs/HMs
1194,ITEM_TR64,TMs/HMs
1195,ITEM_TR65,TMs/HMs
1196,ITEM_TR66,TMs/HMs
1197,ITEM_TR67,TMs/HMs
1198,ITEM_TR68,TMs/HMs
1199,ITEM_TR69,TMs/HMs
1200,ITEM_TR70,TMs/HMs
1201,ITEM_TR71,TMs/HMs
1202,ITEM_TR72,TMs/HMs
1203,ITEM_TR73,TMs/HMs
1204,ITEM_TR74,TMs/HMs
1205,ITEM_TR75,TMs/HMs
1206,ITEM_TR76,TMs/HMs
1207,ITEM_TR77,TMs/HMs
1208,ITEM_TR78,TMs/HMs
1209,ITEM_TR79,TMs/HMs
1210,ITEM_TR80,TMs/HMs
1211,ITEM_TR81,TMs/HMs
1212,ITEM_TR82,TMs/HMs
1213,ITEM_TR83,TMs/HMs
1214,ITEM_TR84,TMs/HMs
1215,ITEM_TR85,TMs/HMs
1216,ITEM_TR86,TMs/HMs
1217,ITEM_TR87,TMs/HMs
1218,ITEM_TR88,TMs/HMs
1219,ITEM_TR89,TMs/HMs
1220,ITEM_TR90,TMs/HMs
1221,ITEM_TR91,TMs/HMs
1222,ITEM_TR92,TMs/HMs
1223,ITEM_TR93,TMs/HMs
1224,ITEM_TR94,TMs/HMs
1225,ITEM_TR95,TMs/HMs
1226,ITEM_TR96,TMs/HMs
1227,ITEM_TR97,TMs/HMs
1228,ITEM_TR98,TMs/HMs
1229,ITEM_TR99,TMs/HMs
1230,ITEM_TM00,TMs/HMs
1231,ITEM_LONELY_MINT,Medicine
1232,ITEM_ADAMANT_MINT,Medicine
1233,ITEM_NAUGHTY_MINT,Medicine
1234,ITEM_BRAVE_MINT,Medicine
1235,ITEM_BOLD_MINT,Medicine
1236,ITEM_IMPISH_MINT,Medicine
1237,ITEM_LAX_MINT,Medicine
1238,ITEM_RELAXED_MINT,Medicine
1239,ITEM_MODEST_MINT,Medicine
1240,ITEM_MILD_MINT,Medicine
1241,ITEM_RASH_MINT,Medicine
1242,ITEM_QUIET_MINT,Medicine
1243,ITEM_CALM_MINT,Medicine
1244,ITEM_GENTLE_MINT,Medicine
1245,ITEM_CAREFUL_MINT,Medicine
1246,ITEM_SASSY_MINT,Medicine
1247,ITEM_TIMID_MINT,Medicine
1248,ITEM_HASTY_MINT,Medicine
1249,ITEM_JOLLY_MINT,Medicine
1250,ITEM_NAIVE_MINT,Medicine
1251,ITEM_SERIOUS_MINT,Medicine
1252,ITEM_WISHING_PIECE,Items
1253,ITEM_CRACKED_POT,Items
1254,ITEM_CHIPPED_POT,Items
1255,ITEM_HI_TECH_EARBUDS,Items
1256,ITEM_FRUIT_BUNCH,Items
1257,ITEM_MOOMOO_CHEESE,Medicine
1258,ITEM_SPICE_MIX,Items
1259,ITEM_FRESH_CREAM,Items
1260,ITEM_PACKAGED_CURRY,Items
1261,ITEM_COCONUT_MILK,Items
1262,ITEM_INSTANT_NOODLES,Items
1263,ITEM_PRECOOKED_BURGER,Items
1264,ITEM_GIGANTAMIX,Items
1265,ITEM_WISHING_CHIP,Items
1266,ITEM_ROTOM_BIKE_WATER_MODE,Items
1267,ITEM_CATCHING_CHARM,Key Items
1268,ITEM_UNKNOWN_1268,Items
1269,ITEM_OLD_LETTER,Items
1270,ITEM_BAND_AUTOGRAPH,Items
1271,ITEM_SONIAS_BOOK,Items
1272,ITEM_UNKNOWN_1272,Items
1273,ITEM_UNKNOWN_1273,Items
1274,ITEM_UNKNOWN_1274,Items
1275,ITEM_UNKNOWN_1275,Items
1276,ITEM_UNKNOWN_1276,Items
1277,ITEM_UNKNOWN_1277,Items
1278,ITEM_ROTOM_CATALOG,Key Items
1279,ITEM_AND458,Items
1280,ITEM_AND15,Items
1281,ITEM_AND337,Items
1282,ITEM_AND603,Items
1283,ITEM_AND390,Items
1284,ITEM_SGR6879,Items
1285,ITEM_SGR6859,Items
1286,ITEM_SGR6913,Items
1287,ITEM_SGR7348,Items
1288,ITEM_SGR7121,Items
1289,ITEM_SGR6746,Items
1290,ITEM_SGR7194,Items
1291,ITEM_SGR7337,Items
1292,ITEM_SGR7343,Items
1293,ITEM_SGR6812,Items
1294,ITEM_SGR7116,Items
1295,ITEM_SGR7264,Items
1296,ITEM_SGR7597,Items
1297,ITEM_DEL7882,Items
1298,ITEM_DEL7906,Items
1299,ITEM_DEL7852,Items
1300,ITEM_PSC596,Items
1301,ITEM_PSC361,Items
1302,ITEM_PSC510,Items
1303,ITEM_PSC437,Items
1304,ITEM_PSC8773,Items
1305,ITEM_LEP1865,Items
1306,ITEM_LEP1829,Items
1307,ITEM_BOO5340,Items
1308,ITEM_BOO5506,Items
1309,ITEM_BOO5435,Items
1310,ITEM_BOO5602,Items
1311,ITEM_BOO5733,Items
1312,ITEM_BOO5235,Items
1313,ITEM_BOO5351,Items
1314,ITEM_HYA3748,Items
1315,ITEM_HYA3903,Items
1316,ITEM_HYA3418,Items
1317,ITEM_HYA3482,Items
1318,ITEM_HYA3845,Items
1319,ITEM_ERI1084,Items
1320,ITEM_ERI472,Items
1321,ITEM_ERI1666,Items
1322,ITEM_ERI897,Items
1323,ITEM_ERI1231,Items
1324,ITEM_ERI874,Items
1325,ITEM_ERI1298,Items
1326,ITEM_ERI1325,Items
1327,ITEM_ERI984,Items
1328,ITEM_ERI1464,Items
1329,ITEM_ERI1393,Items
1330,ITEM_ERI850,Items
1331,ITEM_TAU1409,Items
1332,ITEM_TAU1457,Items
1333,ITEM_TAU1165,Items
1334,ITEM_TAU1791,Items
1335,ITEM_TAU1910,Items
1336,ITEM_TAU1346,Items
1337,ITEM_TAU1373,Items
1338,ITEM_TAU1412,Items
1339,ITEM_CMA2491,Items
1340,ITEM_CMA2693,Items
1341,ITEM_CMA2294,Items
1342,ITEM_CMA2827,Items
1343,ITEM_CMA2282,Items
1344,ITEM_CMA2618,Items
1345,ITEM_CMA2657,Items
1346,ITEM_CMA2646,Items
1347,ITEM_UMA4905,Items
1348,ITEM_UMA4301,Items
1349,ITEM_UMA5191,Items
1350,ITEM_UMA5054,Items
1351,ITEM_UMA4295,Items
1352,ITEM_UMA4660,Items
1353,ITEM_UMA4554,Items
1354,ITEM_UMA4069,Items
1355,ITEM_UMA3569,Items
1356,ITEM_UMA3323,Items
1357,ITEM_UMA4033,Items
1358,ITEM_UMA4377,Items
1359,ITEM_UMA4375,Items
1360,ITEM_UMA4518,Items
1361,ITEM_UMA3594,Items
1362,ITEM_VIR5056,Items
1363,ITEM_VIR4825,Items
1364,ITEM_VIR4932,Items
1365,ITEM_VIR4540,Items
1366,ITEM_VIR4689,Items
1367,ITEM_VIR5338,Items
1368,ITEM_VIR4910,Items
1369,ITEM_VIR5315,Items
1370,ITEM_VIR5359,Items
1371,ITEM_VIR5409,Items
1372,ITEM_VIR5107,Items
1373,ITEM_ARI617,Items
1374,ITEM_ARI553,Items
1375,ITEM_ARI546,Items
1376,ITEM_ARI951,Items
1377,ITEM_ORI1713,Items
1378,ITEM_ORI2061,Items
1379,ITEM_ORI1790,Items
1380,ITEM_ORI1903,Items
1381,ITEM_ORI1948,Items
1382,ITEM_ORI2004,Items
1383,ITEM_ORI1852,Items
1384,ITEM_ORI1879,Items
1385,ITEM_ORI1899,Items
1386,ITEM_ORI1543,Items
1387,ITEM_CAS21,Items
1388,ITEM_CAS168,Items
1389,ITEM_CAS403,Items
1390,ITEM_CAS153,Items
1391,ITEM_CAS542,Items
1392,ITEM_CAS219,Items
1393,ITEM_CAS265,Items
1394,ITEM_CNC3572,Items
1395,ITEM_CNC3208,Items
1396,ITEM_CNC3461,Items
1397,ITEM_CNC3449,Items
1398,ITEM_CNC3429,Items
1399,ITEM_CNC3627,Items
1400,ITEM_CNC3268,Items
1401,ITEM_CNC3249,Items
1402,ITEM_COM4968,Items
1403,ITEM_CRV4757,Items
1404,ITEM_CRV4623,Items
1405,ITEM_CRV4662,Items
1406,ITEM_CRV4786,Items
1407,ITEM_AUR1708,Items
1408,ITEM_AUR2088,Items
1409,ITEM_AUR1605,Items
1410,ITEM_AUR2095,Items
1411,ITEM_AUR1577,Items
1412,ITEM_AUR1641,Items
1413,ITEM_AUR1612,Items
1414,ITEM_PAV7790,Items
1415,ITEM_CET911,Items
1416,ITEM_CET681,Items
1417,ITEM_CET188,Items
1418,ITEM_CET539,Items
1419,ITEM_CET804,Items
1420,ITEM_CEP8974,Items
1421,ITEM_CEP8162,Items
1422,ITEM_CEP8238,Items
1423,ITEM_CEP8417,Items
1424,ITEM_CEN5267,Items
1425,ITEM_CEN5288,Items
1426,ITEM_CEN551,Items
1427,ITEM_CEN5459,Items
1428,ITEM_CEN5460,Items
1429,ITEM_CMI2943,Items
1430,ITEM_CMI2845,Items
1431,ITEM_EQU8131,Items
1432,ITEM_VUL7405,Items
1433,ITEM_UMI424,Items
1434,ITEM_UMI5563,Items
1435,ITEM_UMI5735,Items
1436,ITEM_UMI6789,Items
1437,ITEM_CRT4287,Items
1438,ITEM_LYR7001,Items
1439,ITEM_LYR7178,Items
1440,ITEM_LYR7106,Items
1441,ITEM_LYR7298,Items
1442,ITEM_ARA6585,Items
1443,ITEM_SCO6134,Items
1444,ITEM_SCO6527,Items
1445,ITEM_SCO6553,Items
1446,ITEM_SCO5953,Items
1447,ITEM_SCO5984,Items
1448,ITEM_SCO6508,Items
1449,ITEM_SCO6084,Items
1450,ITEM_SCO5944,Items
1451,ITEM_SCO6630,Items
1452,ITEM_SCO6027,Items
1453,ITEM_SCO6247,Items
1454,ITEM_SCO6252,Items
1455,ITEM_SCO5928,Items
1456,ITEM_SCO6241,Items
1457,ITEM_SCO6165,Items
1458,ITEM_TRI544,Items
1459,ITEM_LEO3982,Items
1460,ITEM_LEO4534,Items
1461,ITEM_LEO4357,Items
1462,ITEM_LEO4057,Items
1463,ITEM_LEO4359,Items
1464,ITEM_LEO4031,Items
1465,ITEM_LEO3852,Items
1466,ITEM_LEO3905,Items
1467,ITEM_LEO3773,Items
1468,ITEM_GRU8425,Items
1469,ITEM_GRU8636,Items
1470,ITEM_GRU8353,Items
1471,ITEM_LIB5685,Items
1472,ITEM_LIB5531,Items
1473,ITEM_LIB5787,Items
1474,ITEM_LIB5603,Items
1475,ITEM_PUP3165,Items
1476,ITEM_PUP3185,Items
1477,ITEM_PUP3045,Items
1478,ITEM_CYG7924,Items
1479,ITEM_CYG7417,Items
1480,ITEM_CYG7796,Items
1481,ITEM_CYG8301,Items
1482,ITEM_CYG7949,Items
1483,ITEM_CYG7528,Items
1484,ITEM_OCT7228,Items
1485,ITEM_COL1956,Items
1486,ITEM_COL2040,Items
1487,ITEM_COL2177,Items
1488,ITEM_GEM2990,Items
1489,ITEM_GEM2891,Items
1490,ITEM_GEM2421,Items
1491,ITEM_GEM2473,Items
1492,ITEM_GEM2216,Items
1493,ITEM_GEM2777,Items
1494,ITEM_GEM2650,Items
1495,ITEM_GEM2286,Items
1496,ITEM_GEM2484,Items
1497,ITEM_GEM2930,Items
1498,ITEM_PEG8775,Items
1499,ITEM_PEG8781,Items
1500,ITEM_PEG39,Items
1501,ITEM_PEG8308,Items
1502,ITEM_PEG8650,Items
1503,ITEM_PEG8634,Items
1504,ITEM_PEG8684,Items
1505,ITEM_PEG8450,Items
1506,ITEM_PEG8880,Items
1507,ITEM_PEG8905,Items
1508,ITEM_OPH6556,Items
1509,ITEM_OPH6378,Items
1510,ITEM_OPH6603,Items
1511,ITEM_OPH6149,Items
1512,ITEM_OPH6056,Items
1513,ITEM_OPH6075,Items
1514,ITEM_SER5854,Items
1515,ITEM_SER7141,Items
1516,ITEM_SER5879,Items
1517,ITEM_HER6406,Items
1518,ITEM_HER6148,Items
1519,ITEM_HER6410,Items
1520,ITEM_HER6526,Items
1521,ITEM_HER6117,Items
1522,ITEM_HER6008,Items
1523,ITEM_PER936,Items
1524,ITEM_PER1017,Items
1525,ITEM_PER1131,Items
1526,ITEM_PER1228,Items
1527,ITEM_PER834,Items
1528,ITEM_PER941,Items
1529,ITEM_PHE99,Items
1530,ITEM_PHE338,Items
