BankId,Area,SurfRate,Slot1Species,Slot1Min,Slot1Max,Slot2Species,Slot2Min,Slot2Max,Slot3Species,Slot3Min,Slot3Max,Slot4Species,Slot4Min,Slot4Max,Slot5Species,Slot5Min,Slot5Max,HeadersUsed
183,ROUTE 18 AREA 4,15,SHELLDER,43,45,POLIWHIRL,44,46,QWILFISH,44,46,WALREIN,45,47,BASCULEGION,45,48,
184,CAVE 1,15,CORSOLA,45,47,FRILLISH,46,48,JELLICENT,46,48,SHARPEDO,47,49,RELICANTH,47,50,430
185,CAVE 2,15,MAGIKARP,45,47,FRILLISH,46,48,SHARPEDO,46,48,JELLICENT,47,49,RELICANTH,47,50,431
186,CAVE 3,15,SHARPEDO,45,47,FRILLISH,46,48,JELLICENT,46,48,SHARPEDO,47,49,RELICANTH,47,50,
187,ROUTE 17 AREA 1,15,SHELLDER,43,45,TOXAPEX,44,46,DRAGALGE,44,46,TOXAPEX,45,47,GYARADOS,45,48,401;432
188,ROUTE 17 AREA 2,15,SEISMITOAD,43,45,SEISMITOAD,44,46,WALREIN,44,46,WHISCASH,45,47,KINGDRA,45,48,402
189,ROUTE 17 AREA 3,15,DEWGONG,43,45,WISHIWASHI,44,46,RELICANTH,44,46,GOREBYSS,45,47,GYARADOS,45,48,403
190,ROUTE 17 AREA 4,15,STARYU,43,45,LUMINEON,44,46,ALOMOMOLA,44,46,WALREIN,45,47,POLIWRATH,45,48,404
191,ROUTE 17 AREA 5,15,OCTILLERY,45,47,POLIWHIRL,46,48,PELIPPER,46,48,DRAGALGE,47,49,GOLDUCK,47,50,405
192,ROUTE 17 AREA 6,15,PYUKUMUKU,45,47,LANTURN,46,48,PALAFIN,46,48,HUNTAIL,47,49,MILOTIC,47,50,406
193,ROUTE 17 AREA 7,15,FEEBAS,45,47,LANTURN,46,48,WHISCASH,46,48,OCTILLERY,47,49,STARMIE,47,50,407
194,ROUTE 17 AREA 8,15,SEISMITOAD,45,47,MANTYKE,46,48,SWANNA,46,48,LANTURN,47,49,CLAWITZER,47,50,408
195,WILD AREA 15,15,SWANNA,44,46,SEAKING,45,47,ALOMOMOLA,45,47,SEADRA,46,48,MILOTIC,46,49,
196,WILD AREA 16,15,POLIWHIRL,44,46,POLIWHIRL,45,47,SHARPEDO,45,47,SEADRA,46,48,TENTACRUEL,46,49,
197,WILD AREA 17,15,CLAWITZER,44,46,LUVDISC,45,47,WALREIN,45,47,HUNTAIL,46,48,GYARADOS,46,49,
198,WILD AREA 18,15,MAGIKARP,44,46,WALREIN,45,47,DEWGONG,45,47,CLOYSTER,46,48,LAPRAS,46,49,
199,WILD AREA 19,15,WALREIN,44,46,MAGIKARP,45,47,CLOYSTER,45,47,DEWGONG,46,48,WALREIN,46,49,
200,WILD AREA 20,15,MAGIKARP,44,46,WALREIN,45,47,CLOYSTER,45,47,DEWGONG,46,48,LAPRAS,46,49,
201,WILD AREA 21,15,OCTILLERY,44,46,LANTURN,45,47,PALAFIN,45,47,SWANNA,46,48,POLITOED,46,49,
202,WILD AREA 22,15,WISHIWASHI,44,46,SURSKIT,45,47,HUNTAIL,45,47,CRAMORANT,46,48,CLAWITZER,46,49,
203,WILD AREA 23,15,STARYU,44,46,CLAWITZER,45,47,PALAFIN,45,47,SEAKING,46,48,SEISMITOAD,46,49,
204,WILD AREA 24,15,OCTILLERY,44,46,WISHIWASHI,45,47,TATSUGIRI,45,47,JELLICENT,46,48,GOLDUCK,46,49,
205,WILD AREA 25,15,DEWGONG,44,46,CORSOLA,45,47,SWANNA,45,47,LUMINEON,46,48,STARMIE,46,49,
206,WILD AREA 26,15,TOXAPEX,44,46,CLAWITZER,45,47,DRAGALGE,45,47,SEAKING,46,48,CLAWITZER,46,49,
207,WILD AREA 27,15,WISHIWASHI,49,51,SEISMITOAD,50,52,DRAGALGE,50,52,PELIPPER,51,53,LAPRAS,51,54,
208,WILD AREA 28,15,SEISMITOAD,49,51,WISHIWASHI,50,52,QWILFISH,50,52,SEAKING,51,53,POLIWRATH,51,54,
209,WILD AREA 29,15,CLAMPERL,49,51,PELIPPER,50,52,TOXAPEX,50,52,SEADRA,51,53,SEISMITOAD,51,54,
210,WILD AREA 30,15,PELIPPER,49,51,SHELLDER,50,52,RELICANTH,50,52,SWANNA,51,53,BASCULEGION,51,54,
211,WILD AREA 31,15,TENTACRUEL,49,51,MANTYKE,50,52,LUMINEON,50,52,RELICANTH,51,53,POLIWRATH,51,54,
212,WILD AREA 32,15,SHELLDER,49,51,DEWGONG,50,52,OCTILLERY,50,52,PELIPPER,51,53,CLOYSTER,51,54,
213,ROUTE 20 AREA 1,15,PELIPPER,49,51,TOXAPEX,50,52,ALOMOMOLA,50,52,TATSUGIRI,51,53,LAPRAS,51,54,433
214,ROUTE 20 AREA 2,15,LUVDISC,49,51,LUMINEON,50,52,RELICANTH,50,52,SHARPEDO,51,53,KINGDRA,51,54,434
215,ROUTE 20 AREA 3,15,PYUKUMUKU,49,51,LANTURN,50,52,JELLICENT,50,52,LUMINEON,51,53,STARMIE,51,54,435
216,ROUTE 20 AREA 4,15,WAILORD,50,52,TOXAPEX,51,53,HUNTAIL,51,53,DEWGONG,52,54,KINGDRA,52,55,436
217,ROUTE 20 AREA 5,15,LANTURN,50,52,WISHIWASHI,51,53,ALOMOMOLA,51,53,HUNTAIL,52,54,POLITOED,52,55,437
218,ROUTE 20 AREA 6,15,TOXAPEX,50,52,LUMINEON,51,53,OCTILLERY,51,53,PELIPPER,52,54,POLITOED,52,55,438
219,ROUTE 20 AREA 7,15,SEAKING,50,52,SURSKIT,51,53,GOREBYSS,51,53,JELLICENT,52,54,BASCULEGION,52,55,439
220,ROUTE 20 AREA 8,15,SURSKIT,50,52,LUVDISC,51,53,MANTINE,51,53,HUNTAIL,52,54,CLOYSTER,52,55,440
221,ROUTE 20 AREA 9,15,LUMINEON,50,52,DEWGONG,51,53,OCTILLERY,51,53,DEWGONG,52,54,TENTACRUEL,52,55,441
222,ROUTE 20 AREA 10,15,WHISCASH,53,55,SEISMITOAD,54,56,PELIPPER,54,56,LANTURN,55,57,LAPRAS,55,58,442
223,ROUTE 20 AREA 11,15,PELIPPER,53,55,SEISMITOAD,54,56,TATSUGIRI,54,56,GOREBYSS,55,57,TENTACRUEL,55,58,443
224,ROUTE 20 AREA 12,15,WALREIN,53,55,STARYU,54,56,RELICANTH,54,56,WHISCASH,55,57,GYARADOS,55,58,444
225,ROUTE 20 AREA 13,15,SEISMITOAD,53,55,WHISCASH,54,56,SHARPEDO,54,56,WALREIN,55,57,WALREIN,55,58,445;446
226,WILD AREA 33,15,POLIWHIRL,47,49,CLAMPERL,48,50,BASCULIN,48,50,SHARPEDO,49,51,TENTACRUEL,49,52,
227,WILD AREA 34,15,POLIWHIRL,47,49,DRAGALGE,48,50,HUNTAIL,48,50,WHISCASH,49,51,KINGDRA,49,52,
228,WILD AREA 35,15,WISHIWASHI,47,49,WAILORD,48,50,DRAGALGE,48,50,SEADRA,49,51,LAPRAS,49,52,
229,WILD AREA 36,15,SEADRA,51,53,DEWGONG,52,54,CRAMORANT,52,54,ALOMOMOLA,53,55,WAILORD,53,56,
230,WILD AREA 37,15,SHARPEDO,51,53,PELIPPER,52,54,MANTINE,52,54,CRAMORANT,53,55,WALREIN,53,56,
231,WILD AREA 38,15,WHISCASH,51,53,WAILORD,52,54,TOXAPEX,52,54,BASCULIN,53,55,STARMIE,53,56,
232,WILD AREA 39,15,WAILORD,51,53,TOXAPEX,52,54,OCTILLERY,52,54,LUMINEON,53,55,CLAWITZER,53,56,
233,WILD AREA 40,15,CLAMPERL,51,53,LUMINEON,52,54,HUNTAIL,52,54,OCTILLERY,53,55,GOLDUCK,53,56,
234,VICTORY ROAD AREA 1,15,SHARPEDO,54,56,CORSOLA,55,57,JELLICENT,55,57,SHARPEDO,56,58,RELICANTH,56,59,
235,VICTORY ROAD AREA 2,15,FRILLISH,54,56,MAGIKARP,55,57,JELLICENT,55,57,SHARPEDO,56,58,RELICANTH,56,59,
236,VICTORY ROAD AREA 3,15,SHARPEDO,67,69,FRILLISH,68,70,JELLICENT,68,70,SHARPEDO,69,71,RELICANTH,69,72,
237,VICTORY ROAD AREA 4,15,MAGIKARP,67,69,SHARPEDO,68,70,JELLICENT,68,70,SHARPEDO,69,71,RELICANTH,69,72,
238,VICTORY ROAD AREA 5,15,SHARPEDO,67,69,FRILLISH,68,70,JELLICENT,68,70,SHARPEDO,69,71,BASCULEGION,69,72,
239,VICTORY ROAD AREA 6,15,MAGIKARP,67,69,CORSOLA,68,70,JELLICENT,68,70,SHARPEDO,69,71,RELICANTH,69,72,
240,VICTORY ROAD AREA 7,15,CORSOLA,69,71,SHARPEDO,70,72,SHARPEDO,70,72,JELLICENT,71,73,BASCULEGION,71,74,
241,VICTORY ROAD AREA 8,15,SHARPEDO,69,71,CORSOLA,70,72,JELLICENT,70,72,SHARPEDO,71,73,RELICANTH,71,74,
242,VICTORY ROAD AREA 9,15,MAGIKARP,69,71,SHARPEDO,70,72,SHARPEDO,70,72,JELLICENT,71,73,BASCULEGION,71,74,
243,VICTORY ROAD AREA 10,15,MAGIKARP,69,71,FRILLISH,70,72,JELLICENT,70,72,SHARPEDO,71,73,RELICANTH,71,74,
244,VICTORY ROAD AREA 11,15,SHARPEDO,69,71,FRILLISH,70,72,SHARPEDO,70,72,JELLICENT,71,73,RELICANTH,71,74,
245,VICTORY ROAD AREA 12,15,SHARPEDO,69,71,CORSOLA,70,72,JELLICENT,70,72,SHARPEDO,71,73,BASCULEGION,71,74,
246,VICTORY ROAD AREA 13,15,FRILLISH,69,71,SHARPEDO,70,72,SHARPEDO,70,72,JELLICENT,71,73,BASCULEGION,71,74,
247,VICTORY ROAD AREA 14,15,FRILLISH,69,71,SHARPEDO,70,72,JELLICENT,70,72,SHARPEDO,71,73,RELICANTH,71,74,
248,VICTORY ROAD AREA 15,15,CORSOLA,69,71,MAGIKARP,70,72,SHARPEDO,70,72,JELLICENT,71,73,RELICANTH,71,74,
249,VICTORY ROAD AREA 16,15,SHARPEDO,69,71,MAGIKARP,70,72,JELLICENT,70,72,SHARPEDO,71,73,BASCULEGION,71,74,
250,VICTORY ROAD AREA 17,15,FRILLISH,69,71,MAGIKARP,70,72,JELLICENT,70,72,SHARPEDO,71,73,BASCULEGION,71,74,
251,VICTORY ROAD AREA 18,15,SHARPEDO,69,71,CORSOLA,70,72,JELLICENT,70,72,SHARPEDO,71,73,BASCULEGION,71,74,
252,VICTORY ROAD AREA 19,15,SHARPEDO,69,71,FRILLISH,70,72,JELLICENT,70,72,SHARPEDO,71,73,BASCULEGION,71,74,
253,AREA_253,15,WHISCASH,64,66,DRAGALGE,65,67,SEAKING,65,67,BRUXISH,66,68,POLIWRATH,66,69,
254,AREA_254,15,FRILLISH,64,66,STARYU,65,67,SEADRA,65,67,SEAKING,66,68,CLAWITZER,66,69,
255,AREA_255,15,CLAMPERL,64,66,SEAKING,65,67,SEAKING,65,67,DEWGONG,66,68,GYARADOS,66,69,0;1;2;3;4;5;6;8;11;12;13;14;15;16;17;18;19;20;21;24;25;26;27;28;29;34;37;42;46;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;79;80;82;93;94;95;96;97;98;99;100;101;102;104;108;109;110;111;112;113;114;115;116;117;118;120;125;126;127;128;132;133;135;137;138;139;140;141;142;143;144;149;154;157;160;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;226;227;228;229;230;231;241;245;251;252;253;254;255;256;257;258;260;266;267;270;271;272;273;274;280;281;282;283;284;285;298;300;301;302;303;304;305;306;307;308;309;310;311;334;335;336;337;338;339;340;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;409;410;413;414;415;416;417;418;419;420;421;422;423;424;425;426;427;428;429;447;448;449;450;451;452;453;454;455;457;458;465;466;467;468;469;470;471;472;473;474;475;476;477;478;479;480;481;482;483;484;485;488;489;493;494;495;496;497;498;499;500;501;502;503;504;505;506;507;508;509;510;511;512;513;514;515;516;517;518;519;520;521;522;523;524;525;526;527;528;529;530;531;532;533;534;535;536;537;538;539;540;541;542;543;544;545
