BankId,Area,SurfRate,Slot1Pct,Slot1Species,Slot1Min,Slot1Max,Slot2Pct,Slot2Species,Slot2Min,Slot2Max,Slot3Pct,Slot3Species,Slot3Min,Slot3Max,Slot4Pct,Slot4Species,Slot4Min,Slot4Max,Slot5Pct,Slot5Species,Slot5Min,Slot5Max,HeadersUsed
159,MT UNDARA 5,15,60,ALOMOMOLA,39,41,30,SEADRA,40,42,5,BASCULEGION,42,42,4,STARMIE,42,43,1,GYARADOS,41,44,329
160,MT UNDARA 6,15,60,LUMINEON,39,41,30,TOXAPEX,40,42,5,GYARADOS,40,42,4,CLAWITZER,41,43,1,STARMIE,42,44,331
161,MT UNDARA 7,15,60,DEWGONG,39,41,30,WHISCASH,40,42,5,STARMIE,42,42,4,CLAWITZER,41,43,1,LAPRAS,42,44,332
162,MT UNDARA 8,15,60,DEWGONG,39,41,30,TOXAPEX,40,42,5,TENTACRUEL,40,42,4,GOLDUCK,41,43,1,CLAWITZER,41,44,333
163,PLUS PASSAGE,15,60,CORSOLA,35,35,30,SHARPEDO,36,38,5,JELLICENT,36,38,4,RELICANTH,37,39,1,RELICANTH,37,40,
164,SHALLOW C 1,15,60,SKRELP,37,39,30,SEALEO,38,40,5,PELIPPER,38,40,4,GYARADOS,39,41,1,CLAWITZER,39,42,
165,SHALLOW C 2,15,60,DUCKLETT,37,38,30,SHARPEDO,38,40,5,SEADRA,38,40,4,WAILORD,40,41,1,CLAWITZER,39,42,
166,SHALLOW C 3,15,60,WAILMER,37,39,30,PALAFIN,38,40,5,TATSUGIRI,38,40,4,SEISMITOAD,39,41,1,GYARADOS,39,42,
167,ROUTE 15,15,60,MAREANIE,37,39,30,GOREBYSS,38,40,5,SEALEO,38,40,4,GOLDUCK,39,41,1,CLOYSTER,42,42,
168,ROUTE 16 AREA 1,15,60,DUCKLETT,37,38,30,RELICANTH,38,40,5,JELLICENT,38,40,4,SEISMITOAD,39,41,1,LAPRAS,42,42,
169,ROUTE 16 AREA 2,15,60,SEEL,37,37,30,OCTILLERY,38,40,5,HUNTAIL,38,40,4,GYARADOS,39,41,1,SEISMITOAD,39,42,
170,ROUTE 16 AREA 3,15,60,WAILMER,37,39,30,LANTURN,38,40,5,BRUXISH,38,40,4,SEISMITOAD,39,41,1,GYARADOS,39,42,
171,ROUTE 16 AREA 4,15,60,MAREANIE,37,39,30,DEWGONG,38,40,5,PALAFIN,38,40,4,TENTACRUEL,39,41,1,GOLDUCK,39,42,
172,ROUTE 16 AREA 5,15,60,SKRELP,37,39,30,BRUXISH,38,40,5,TATSUGIRI,38,40,4,GYARADOS,39,41,1,TENTACRUEL,39,42,
173,HAUNTED FOREST 1,15,60,WHISCASH,40,42,30,SEAKING,41,43,5,TENTACRUEL,41,43,4,WAILORD,42,44,1,WALREIN,44,45,
174,HAUNTED FOREST 2,15,60,TOXAPEX,40,42,30,SEAKING,41,43,5,CLAWITZER,41,43,4,MILOTIC,42,44,1,STARMIE,42,45,
175,HAUNTED FOREST 3,15,60,ALOMOMOLA,40,42,30,LANTURN,41,43,5,CLOYSTER,42,43,4,SEISMITOAD,42,44,1,KINGDRA,42,45,
176,HAUNTED FOREST 4,15,60,JELLICENT,40,42,30,CRAMORANT,41,43,5,KINGDRA,42,43,4,CLAWITZER,42,44,1,LAPRAS,42,45,
177,HAUNTED FOREST 5,15,60,CRAMORANT,40,42,30,PELIPPER,41,43,5,BASCULEGION,42,43,4,LAPRAS,42,44,1,STARMIE,42,45,
178,HAUNTED MANSION 1,15,60,PALAFIN,43,45,30,TOXAPEX,44,46,5,TENTACRUEL,44,46,4,WALREIN,45,47,1,MILOTIC,45,48,
179,HAUNTED MANSION 2,15,60,OCTILLERY,43,45,30,BRUXISH,44,46,5,GYARADOS,44,46,4,LAPRAS,45,47,1,WAILORD,45,48,
180,ROUTE 18 AREA 1,15,60,RELICANTH,43,45,30,TOXAPEX,44,46,5,CLOYSTER,44,46,4,TENTACRUEL,45,47,1,BASCULEGION,45,48,
181,ROUTE 18 AREA 2,15,60,SEADRA,43,45,30,BRUXISH,44,46,5,MILOTIC,44,46,4,CLAWITZER,45,47,1,SEISMITOAD,45,48,
182,ROUTE 18 AREA 3,15,60,BRUXISH,43,45,30,ALOMOMOLA,44,46,5,TENTACRUEL,44,46,4,LAPRAS,45,47,1,WALREIN,45,48,
183,ROUTE 18 AREA 4,15,60,WHISCASH,43,45,30,TOXAPEX,44,46,5,SEISMITOAD,44,46,4,GYARADOS,45,47,1,KINGDRA,45,48,
184,CAVE 1,15,60,SHARPEDO,45,47,30,JELLICENT,46,48,5,RELICANTH,46,48,4,BASCULEGION,47,49,1,BASCULEGION,47,50,430
185,CAVE 2,15,60,JELLICENT,45,47,30,SHARPEDO,46,48,5,BASCULEGION,46,48,4,RELICANTH,47,49,1,BASCULEGION,47,50,431
186,CAVE 3,15,60,JELLICENT,45,47,30,SHARPEDO,46,48,5,BASCULEGION,46,48,4,RELICANTH,47,49,1,BASCULEGION,47,50,
187,ROUTE 17 AREA 1,15,60,PALAFIN,43,45,30,CRAMORANT,44,46,5,TENTACRUEL,44,46,4,STARMIE,45,47,1,LAPRAS,45,48,401;432
188,ROUTE 17 AREA 2,15,60,LUMINEON,43,45,30,RELICANTH,44,46,5,GOLDUCK,44,46,4,WAILORD,45,47,1,TENTACRUEL,45,48,402
189,ROUTE 17 AREA 3,15,60,LANTURN,43,45,30,SEALEO,44,46,5,CLOYSTER,44,46,4,GOLDUCK,45,47,1,CLAWITZER,45,48,403
190,ROUTE 17 AREA 4,15,60,TOXAPEX,43,45,30,SEALEO,44,46,5,BASCULEGION,44,46,4,STARMIE,45,47,1,GOLDUCK,45,48,404
191,ROUTE 17 AREA 5,15,60,BASCULIN,45,47,30,JELLICENT,46,48,5,BASCULEGION,46,48,4,MILOTIC,47,49,1,WAILORD,47,50,405
192,ROUTE 17 AREA 6,15,60,LUMINEON,45,47,30,SWANNA,46,48,5,CLAWITZER,46,48,4,KINGDRA,47,49,1,STARMIE,47,50,406
193,ROUTE 17 AREA 7,15,60,PALAFIN,45,47,30,SEADRA,46,48,5,GYARADOS,46,48,4,MILOTIC,47,49,1,CLAWITZER,47,50,407
194,ROUTE 17 AREA 8,15,60,SEADRA,45,47,30,LANTURN,46,48,5,STARMIE,46,48,4,SEISMITOAD,47,49,1,WAILORD,47,50,408
195,WILD AREA 15,15,60,SEAKING,44,46,30,SHARPEDO,45,47,5,WAILORD,45,47,4,WALREIN,46,48,1,BASCULEGION,46,49,
196,WILD AREA 16,15,60,TOXAPEX,44,46,30,WHISCASH,45,47,5,CLOYSTER,45,47,4,WALREIN,46,48,1,MILOTIC,46,49,
197,WILD AREA 17,15,60,PELIPPER,44,46,30,SEAKING,45,47,5,BASCULEGION,45,47,4,WALREIN,46,48,1,CLAWITZER,46,49,
198,WILD AREA 18,15,60,CLOYSTER,44,46,30,DEWGONG,45,47,5,WALREIN,45,47,4,LAPRAS,46,48,1,WALREIN,46,49,
199,WILD AREA 19,15,60,CLOYSTER,44,46,30,DEWGONG,45,47,5,LAPRAS,45,47,4,WALREIN,46,48,1,WALREIN,46,49,
200,WILD AREA 20,15,60,CLOYSTER,44,46,30,DEWGONG,45,47,5,WALREIN,45,47,4,LAPRAS,46,48,1,LAPRAS,46,49,
201,WILD AREA 21,15,60,HUNTAIL,44,46,30,PELIPPER,45,47,5,KINGDRA,45,47,4,MILOTIC,46,48,1,SEISMITOAD,46,49,
202,WILD AREA 22,15,60,WHISCASH,44,46,30,BRUXISH,45,47,5,KINGDRA,45,47,4,SEISMITOAD,46,48,1,MILOTIC,46,49,
203,WILD AREA 23,15,60,TOXAPEX,44,46,30,SEALEO,45,47,5,WAILORD,45,47,4,CLAWITZER,46,48,1,GYARADOS,46,49,
204,WILD AREA 24,15,60,MANTINE,44,46,30,PELIPPER,45,47,5,WALREIN,45,47,4,CLOYSTER,46,48,1,TENTACRUEL,46,49,
205,WILD AREA 25,15,60,TOXAPEX,44,46,30,PELIPPER,45,47,5,MILOTIC,45,47,4,GOLDUCK,46,48,1,WAILORD,46,49,
206,WILD AREA 26,15,60,HUNTAIL,44,46,30,LUMINEON,45,47,5,KINGDRA,45,47,4,STARMIE,46,48,1,LAPRAS,46,49,
207,WILD AREA 27,15,60,SHARPEDO,49,51,30,DRAGALGE,50,52,5,TENTACRUEL,50,52,4,MILOTIC,51,53,1,CLOYSTER,51,54,
208,WILD AREA 28,15,60,TOXAPEX,49,51,30,QWILFISH,50,52,5,TENTACRUEL,50,52,4,CLAWITZER,51,53,1,BASCULEGION,51,54,
209,WILD AREA 29,15,60,QWILFISH,49,51,30,PELIPPER,50,50,5,CLOYSTER,50,52,4,MILOTIC,51,53,1,BASCULEGION,51,54,
210,WILD AREA 30,15,60,LANTURN,49,51,30,SEADRA,50,52,5,SEISMITOAD,50,52,4,POLIWRATH,51,53,1,BASCULEGION,51,54,
211,WILD AREA 31,15,60,CRAMORANT,49,51,30,ALOMOMOLA,50,52,5,MILOTIC,50,52,4,POLITOED,51,53,1,GOLDUCK,51,54,
212,WILD AREA 32,15,60,SWANNA,49,51,30,OCTILLERY,50,52,5,CLOYSTER,50,52,4,KINGDRA,51,53,1,STARMIE,51,54,
213,ROUTE 20 AREA 1,15,60,RELICANTH,49,51,30,PELIPPER,50,50,5,TENTACRUEL,50,52,4,CLAWITZER,51,53,1,GYARADOS,51,54,433
214,ROUTE 20 AREA 2,15,60,OCTILLERY,49,51,30,SEAKING,50,52,5,KINGDRA,50,52,4,CLOYSTER,51,53,1,MILOTIC,51,54,434
215,ROUTE 20 AREA 3,15,60,DRAGALGE,49,51,30,MANTINE,50,52,5,CLAWITZER,50,52,4,POLIWRATH,51,53,1,CLOYSTER,51,54,435
216,ROUTE 20 AREA 4,15,60,MANTINE,50,52,30,SEADRA,51,53,5,GOLDUCK,51,53,4,WAILORD,52,54,1,POLIWRATH,52,55,436
217,ROUTE 20 AREA 5,15,60,BRUXISH,50,52,30,SEAKING,51,53,5,POLITOED,51,53,4,CLOYSTER,52,54,1,WALREIN,52,55,437
218,ROUTE 20 AREA 6,15,60,DEWGONG,50,52,30,DRAGALGE,51,53,5,STARMIE,51,53,4,GYARADOS,52,54,1,POLIWRATH,52,55,438
219,ROUTE 20 AREA 7,15,60,PELIPPER,50,50,30,OCTILLERY,51,53,5,TENTACRUEL,51,53,4,GYARADOS,52,54,1,CLOYSTER,52,55,439
220,ROUTE 20 AREA 8,15,60,DEWGONG,50,52,30,GOREBYSS,51,53,5,STARMIE,51,53,4,GYARADOS,52,54,1,POLITOED,52,55,440
221,ROUTE 20 AREA 9,15,60,CRAMORANT,50,52,30,BASCULIN,51,53,5,GYARADOS,51,53,4,POLITOED,52,54,1,MILOTIC,52,55,441
222,ROUTE 20 AREA 10,15,60,LUMINEON,53,55,30,CRAMORANT,54,56,5,LAPRAS,54,56,4,KINGDRA,55,57,1,WAILORD,55,58,442
223,ROUTE 20 AREA 11,15,60,SEADRA,53,55,30,QWILFISH,54,55,5,POLIWRATH,54,56,4,GOLDUCK,55,57,1,LAPRAS,55,58,443
224,ROUTE 20 AREA 12,15,60,BASCULIN,53,55,30,PALAFIN,54,56,5,WAILORD,54,56,4,MILOTIC,55,57,1,TENTACRUEL,55,58,444
225,ROUTE 20 AREA 13,15,60,BASCULIN,53,55,30,SWANNA,54,56,5,LAPRAS,54,56,4,MILOTIC,55,57,1,CLOYSTER,55,58,445;446
226,WILD AREA 33,15,60,PELIPPER,47,49,30,SEAKING,48,50,5,CLOYSTER,48,50,4,MILOTIC,49,51,1,POLIWRATH,50,52,
227,WILD AREA 34,15,60,PELIPPER,47,49,30,RELICANTH,48,50,5,BASCULEGION,48,50,4,POLIWRATH,50,51,1,STARMIE,49,52,
228,WILD AREA 35,15,60,LUMINEON,47,49,30,SEADRA,48,50,5,WALREIN,48,50,4,SEISMITOAD,49,51,1,GYARADOS,49,52,
229,WILD AREA 36,15,60,DEWGONG,51,53,30,GOREBYSS,52,54,5,TENTACRUEL,52,54,4,LAPRAS,53,55,1,CLOYSTER,53,56,
230,WILD AREA 37,15,60,ALOMOMOLA,51,53,30,TATSUGIRI,52,54,5,CLOYSTER,52,54,4,POLIWRATH,53,55,1,POLITOED,53,56,
231,WILD AREA 38,15,60,RELICANTH,51,53,30,TATSUGIRI,52,54,5,GYARADOS,52,54,4,CLAWITZER,53,55,1,LAPRAS,53,56,
232,WILD AREA 39,15,60,BASCULIN,51,53,30,ALOMOMOLA,52,54,5,GYARADOS,52,54,4,STARMIE,53,55,1,WAILORD,53,56,
233,WILD AREA 40,15,60,SHARPEDO,51,53,30,WHISCASH,52,54,5,WALREIN,52,54,4,TENTACRUEL,53,55,1,POLIWRATH,53,56,
234,VICTORY ROAD AREA 1,15,60,JELLICENT,54,56,30,SHARPEDO,55,57,5,RELICANTH,55,57,4,BASCULEGION,56,58,1,RELICANTH,56,59,
235,VICTORY ROAD AREA 2,15,60,SHARPEDO,54,56,30,JELLICENT,55,57,5,BASCULEGION,55,57,4,RELICANTH,56,58,1,RELICANTH,56,59,
236,VICTORY ROAD AREA 3,15,60,SHARPEDO,67,69,30,SHARPEDO,68,70,5,SHARPEDO,68,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
237,VICTORY ROAD AREA 4,15,60,SHARPEDO,67,69,30,SHARPEDO,68,70,5,SHARPEDO,68,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
238,VICTORY ROAD AREA 5,15,60,SHARPEDO,67,69,30,SHARPEDO,68,70,5,SHARPEDO,68,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
239,VICTORY ROAD AREA 6,15,60,SHARPEDO,67,69,30,SHARPEDO,68,70,5,SHARPEDO,68,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
240,VICTORY ROAD AREA 7,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
241,VICTORY ROAD AREA 8,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
242,VICTORY ROAD AREA 9,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
243,VICTORY ROAD AREA 10,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
244,VICTORY ROAD AREA 11,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
245,VICTORY ROAD AREA 12,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
246,VICTORY ROAD AREA 13,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
247,VICTORY ROAD AREA 14,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
248,VICTORY ROAD AREA 15,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
249,VICTORY ROAD AREA 16,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
250,VICTORY ROAD AREA 17,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
251,VICTORY ROAD AREA 18,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
252,VICTORY ROAD AREA 19,15,60,SHARPEDO,69,70,30,SHARPEDO,70,70,5,SHARPEDO,70,70,4,MAGIKARP,2,20,1,MAGIKARP,2,20,
253,AREA_253,15,60,SHARPEDO,64,66,30,SEAKING,65,67,5,POLIWRATH,65,67,4,CLAWITZER,66,68,1,TENTACRUEL,66,69,
254,AREA_254,15,60,SHARPEDO,64,66,30,PALAFIN,65,67,5,WAILORD,65,67,4,POLITOED,66,68,1,SEISMITOAD,66,69,
255,AREA_255,15,60,PALAFIN,64,66,30,LUMINEON,65,67,5,WAILORD,65,67,4,GOLDUCK,66,68,1,POLITOED,66,69,0;1;2;3;4;5;6;8;11;12;13;14;15;16;17;18;19;20;21;24;25;26;27;28;29;34;37;42;46;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;79;80;82;93;94;95;96;97;98;99;100;101;102;104;108;109;110;111;112;113;114;115;116;117;118;120;125;126;127;128;132;133;135;137;138;139;140;141;142;143;144;149;154;157;160;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;226;227;228;229;230;231;241;245;251;252;253;254;255;256;257;258;260;266;267;270;271;272;273;274;280;281;282;283;284;285;298;300;301;302;303;304;305;306;307;308;309;310;311;334;335;336;337;338;339;340;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;409;410;413;414;415;416;417;418;419;420;421;422;423;424;425;426;427;428;429;447;448;449;450;451;452;453;454;455;457;458;465;466;467;468;469;470;471;472;473;474;475;476;477;478;479;480;481;482;483;484;485;488;489;493;494;495;496;497;498;499;500;501;502;503;504;505;506;507;508;509;510;511;512;513;514;515;516;517;518;519;520;521;522;523;524;525;526;527;528;529;530;531;532;533;534;535;536;537;538;539;540;541;542;543;544;545
