BankId,Area,SurfRate,Slot1Species,Slot1Min,Slot1Max,Slot2Species,Slot2Min,Slot2Max,Slot3Species,Slot3Min,Slot3Max,Slot4Species,Slot4Min,Slot4Max,Slot5Species,Slot5Min,Slot5Max,HeadersUsed
185,CAVE 2,15,MAGIKARP,45,47,SHELLOS,46,48,CHINCHOU,46,48,SHELLDER,47,49,WHISCASH,47,50,431
186,CAVE 3,15,WOOPER,45,47,SHELLOS,46,48,CLAMPERL,46,48,FRILLISH,47,49,LANTURN,47,50,
187,ROUTE 17 AREA 1,15,KRABBY,43,45,PSYDUCK,44,46,SHELLDER,44,46,BUIZEL,45,47,FLOATZEL,45,48,401;432
188,ROUTE 17 AREA 2,15,FINNEON,43,45,KRABBY,44,46,SHELLDER,44,46,BARBOACH,45,47,LANTURN,45,48,402
189,ROUTE 17 AREA 3,15,WOOPER,43,45,MAGIKARP,44,46,CLAMPERL,44,46,CORPHISH,45,47,CLOYSTER,45,48,403
190,ROUTE 17 AREA 4,15,POLIWAG,43,45,KRABBY,44,46,CHINCHOU,44,46,BUIZEL,45,47,FLOATZEL,45,48,404
191,ROUTE 17 AREA 5,15,PSYDUCK,45,47,MAGIKARP,46,48,CLAMPERL,46,48,BUIZEL,47,49,LANTURN,47,50,405
192,ROUTE 17 AREA 6,15,POLIWAG,45,47,REMORAID,46,48,BARBOACH,46,48,CLAMPERL,47,49,OCTILLERY,47,50,406
193,ROUTE 17 AREA 7,15,MAGIKARP,45,47,REMORAID,46,48,CHINCHOU,46,48,CLAMPERL,47,49,CLOYSTER,47,50,407
194,ROUTE 17 AREA 8,15,REMORAID,45,47,POLIWAG,46,48,SHELLDER,46,48,BARBOACH,47,49,LANTURN,47,50,408
195,WILD AREA 15,15,KRABBY,44,46,PSYDUCK,45,47,SHELLDER,45,47,CHINCHOU,46,48,LANTURN,46,49,
196,WILD AREA 16,15,REMORAID,44,46,POLIWAG,45,47,CHINCHOU,45,47,SHELLDER,46,48,LANTURN,46,49,
197,WILD AREA 17,15,WOOPER,44,46,KRABBY,45,47,BUIZEL,45,47,CLAMPERL,46,48,OCTILLERY,46,49,
198,WILD AREA 18,15,MAGIKARP,44,46,SEEL,45,47,SHELLDER,45,47,GOLDEEN,46,48,WALREIN,46,49,
199,WILD AREA 19,15,SEEL,44,46,REMORAID,45,47,FINNEON,45,47,SHELLDER,46,48,DEWGONG,46,49,
200,WILD AREA 20,15,SEEL,44,46,SPHEAL,45,47,CLAMPERL,45,47,SHELLDER,46,48,CLOYSTER,46,49,
201,WILD AREA 21,15,PSYDUCK,44,46,REMORAID,45,47,BARBOACH,45,47,SHELLDER,46,48,OCTILLERY,46,49,
202,WILD AREA 22,15,MAGIKARP,44,46,PSYDUCK,45,47,CLAMPERL,45,47,SHELLDER,46,48,LANTURN,46,49,
203,WILD AREA 23,15,POLIWAG,44,46,REMORAID,45,47,BARBOACH,45,47,CHINCHOU,46,48,FLOATZEL,46,49,
204,WILD AREA 24,15,PSYDUCK,44,46,MAGIKARP,45,47,CORPHISH,45,47,CLAMPERL,46,48,LANTURN,46,49,
205,WILD AREA 25,15,FINNEON,44,46,WOOPER,45,47,SHELLDER,45,47,CHINCHOU,46,48,CLOYSTER,46,49,
206,WILD AREA 26,15,REMORAID,44,46,KRABBY,45,47,CORPHISH,45,47,BARBOACH,46,48,CRAWDAUNT,46,49,
207,WILD AREA 27,15,MAGIKARP,49,51,WOOPER,50,52,CLAMPERL,50,52,BUIZEL,51,53,WHISCASH,51,54,
208,WILD AREA 28,15,KRABBY,49,51,FINNEON,50,52,CLAMPERL,50,52,SHELLDER,51,53,LANTURN,51,54,
209,WILD AREA 29,15,KRABBY,49,51,POLIWAG,50,52,BARBOACH,50,52,BUIZEL,51,53,FLOATZEL,51,54,
210,WILD AREA 30,15,MAGIKARP,49,51,FINNEON,50,52,CLAMPERL,50,52,SHELLDER,51,53,CRAWDAUNT,51,54,
211,WILD AREA 31,15,WOOPER,49,51,POLIWAG,50,52,CLAMPERL,50,52,CHINCHOU,51,53,OCTILLERY,51,54,
212,WILD AREA 32,15,KRABBY,49,51,REMORAID,50,52,BARBOACH,50,52,CLAMPERL,51,53,CRAWDAUNT,51,54,
213,ROUTE 20 AREA 1,15,MAGIKARP,49,51,FINNEON,50,52,CHINCHOU,50,52,CORPHISH,51,53,WHISCASH,51,54,433
214,ROUTE 20 AREA 2,15,WOOPER,49,51,KRABBY,50,52,CLAMPERL,50,52,CHINCHOU,51,53,LANTURN,51,54,434
215,ROUTE 20 AREA 3,15,POLIWAG,49,51,REMORAID,50,52,CORPHISH,50,52,CHINCHOU,51,53,CLOYSTER,51,54,435
216,ROUTE 20 AREA 4,15,POLIWAG,50,52,FINNEON,51,53,CLAMPERL,51,53,SHELLDER,52,54,LANTURN,52,55,436
217,ROUTE 20 AREA 5,15,WOOPER,50,52,MAGIKARP,51,53,CHINCHOU,51,53,CLAMPERL,52,54,OCTILLERY,52,55,437
218,ROUTE 20 AREA 6,15,PSYDUCK,50,52,REMORAID,51,53,CORPHISH,51,53,BUIZEL,52,54,OCTILLERY,52,55,438
219,ROUTE 20 AREA 7,15,KRABBY,50,52,PSYDUCK,51,53,BUIZEL,51,53,CLAMPERL,52,54,CRAWDAUNT,52,55,439
220,ROUTE 20 AREA 8,15,FINNEON,50,52,MAGIKARP,51,53,CLAMPERL,51,53,CORPHISH,52,54,WHISCASH,52,55,440
221,ROUTE 20 AREA 9,15,KRABBY,50,52,WOOPER,51,53,CORPHISH,51,53,CLAMPERL,52,54,CLOYSTER,52,55,441
222,ROUTE 20 AREA 10,15,MAGIKARP,53,55,PSYDUCK,54,56,BARBOACH,54,56,CORPHISH,55,57,LANTURN,55,58,442
223,ROUTE 20 AREA 11,15,REMORAID,53,55,MAGIKARP,54,56,CORPHISH,54,56,CLAMPERL,55,57,CLOYSTER,55,58,443
224,ROUTE 20 AREA 12,15,KRABBY,53,55,MAGIKARP,54,56,CLAMPERL,54,56,CHINCHOU,55,57,CRAWDAUNT,55,58,444
225,ROUTE 20 AREA 13,15,KRABBY,53,55,REMORAID,54,56,SHELLDER,54,56,BARBOACH,55,57,FLOATZEL,55,58,445;446
226,WILD AREA 33,15,POLIWAG,47,49,PSYDUCK,48,50,CHINCHOU,48,50,CORPHISH,49,51,CRAWDAUNT,49,52,
227,WILD AREA 34,15,PSYDUCK,47,49,FINNEON,48,50,CLAMPERL,48,50,CHINCHOU,49,51,WHISCASH,49,52,
228,WILD AREA 35,15,MAGIKARP,47,49,KRABBY,48,50,BUIZEL,48,50,SHELLDER,49,51,CRAWDAUNT,49,52,
229,WILD AREA 36,15,FINNEON,51,53,PSYDUCK,52,54,CORPHISH,52,54,SHELLDER,53,55,FLOATZEL,53,56,
230,WILD AREA 37,15,FINNEON,51,53,PSYDUCK,52,54,BARBOACH,52,54,CORPHISH,53,55,WHISCASH,53,56,
231,WILD AREA 38,15,MAGIKARP,51,53,WOOPER,52,54,SHELLDER,52,54,BUIZEL,53,55,WHISCASH,53,56,
232,WILD AREA 39,15,POLIWAG,51,53,FINNEON,52,54,CORPHISH,52,54,CHINCHOU,53,55,LANTURN,53,56,
233,WILD AREA 40,15,POLIWAG,51,53,KRABBY,52,54,CLAMPERL,52,54,CORPHISH,53,55,LANTURN,53,56,
234,VICTORY ROAD AREA 1,15,WOOPER,54,56,SHELLOS,55,57,CORPHISH,55,57,CLAMPERL,56,58,CLOYSTER,56,59,
235,VICTORY ROAD AREA 2,15,SHELLOS,54,56,BARBOACH,55,57,CORPHISH,55,57,FRILLISH,56,58,JELLICENT,56,59,
236,VICTORY ROAD AREA 3,15,WOOPER,67,69,SHELLOS,68,70,FRILLISH,68,70,CLAMPERL,69,71,QUAGSIRE,69,72,
237,VICTORY ROAD AREA 4,15,MAGIKARP,67,69,WOOPER,68,70,SHELLDER,68,70,FRILLISH,69,71,WHISCASH,69,72,
238,VICTORY ROAD AREA 5,15,WOOPER,67,69,SHELLOS,68,70,CLAMPERL,68,70,CORPHISH,69,71,CLOYSTER,69,72,
239,VICTORY ROAD AREA 6,15,SHELLOS,67,69,MAGIKARP,68,70,FRILLISH,68,70,CLAMPERL,69,71,JELLICENT,69,72,
240,VICTORY ROAD AREA 7,15,FINNEON,69,71,SHELLOS,70,72,FRILLISH,70,72,SHELLDER,71,73,JELLICENT,71,74,
241,VICTORY ROAD AREA 8,15,WOOPER,69,71,TYMPOLE,70,72,CHINCHOU,70,72,CLAMPERL,71,73,LANTURN,71,74,
242,VICTORY ROAD AREA 9,15,FINNEON,69,71,MAGIKARP,70,72,CHINCHOU,70,72,CORPHISH,71,73,QUAGSIRE,71,74,
243,VICTORY ROAD AREA 10,15,SHELLOS,69,71,MAGIKARP,70,72,CLAMPERL,70,72,FRILLISH,71,73,WHISCASH,71,74,
244,VICTORY ROAD AREA 11,15,WOOPER,69,71,TYMPOLE,70,72,CHINCHOU,70,72,SHELLDER,71,73,WHISCASH,71,74,
245,VICTORY ROAD AREA 12,15,WOOPER,69,71,FINNEON,70,72,SHELLDER,70,72,FRILLISH,71,73,OCTILLERY,71,74,
246,VICTORY ROAD AREA 13,15,SHELLOS,69,71,BARBOACH,70,72,SHELLDER,70,72,CORPHISH,71,73,CLOYSTER,71,74,
247,VICTORY ROAD AREA 14,15,BARBOACH,69,71,TYMPOLE,70,72,SHELLDER,70,72,FRILLISH,71,73,CLOYSTER,71,74,
248,VICTORY ROAD AREA 15,15,SHELLOS,69,71,FINNEON,70,72,SHELLDER,70,72,CORPHISH,71,73,CLOYSTER,71,74,
249,VICTORY ROAD AREA 16,15,FINNEON,69,71,WOOPER,70,72,CHINCHOU,70,72,SHELLDER,71,73,QUAGSIRE,71,74,
250,VICTORY ROAD AREA 17,15,BARBOACH,69,71,WOOPER,70,72,SHELLDER,70,72,CLAMPERL,71,73,OCTILLERY,71,74,
251,VICTORY ROAD AREA 18,15,SHELLOS,69,71,WOOPER,70,72,FRILLISH,70,72,CLAMPERL,71,73,CLOYSTER,71,74,
252,VICTORY ROAD AREA 19,15,WOOPER,69,71,TYMPOLE,70,72,CLAMPERL,70,72,CHINCHOU,71,73,OCTILLERY,71,74,
253,AREA_253,15,REMORAID,64,66,MAGIKARP,65,67,SHELLDER,65,67,BARBOACH,66,68,CLOYSTER,66,69,
254,AREA_254,15,FINNEON,64,66,WOOPER,65,67,CLAMPERL,65,67,BUIZEL,66,68,LANTURN,66,69,
255,AREA_255,15,REMORAID,64,66,POLIWAG,65,67,SHELLDER,65,67,BARBOACH,66,68,CLOYSTER,66,69,0;1;2;3;4;5;6;8;11;12;13;14;15;16;17;18;19;20;21;24;25;26;27;28;29;34;37;42;46;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;79;80;82;93;94;95;96;97;98;99;100;101;102;104;108;109;110;111;112;113;114;115;116;117;118;120;125;126;127;128;132;133;135;137;138;139;140;141;142;143;144;149;154;157;160;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;226;227;228;229;230;231;241;245;251;252;253;254;255;256;257;258;260;266;267;270;271;272;273;274;280;281;282;283;284;285;298;300;301;302;303;304;305;306;307;308;309;310;311;334;335;336;337;338;339;340;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;409;410;413;414;415;416;417;418;419;420;421;422;423;424;425;426;427;428;429;447;448;449;450;451;452;453;454;455;457;458;465;466;467;468;469;470;471;472;473;474;475;476;477;478;479;480;481;482;483;484;485;488;489;493;494;495;496;497;498;499;500;501;502;503;504;505;506;507;508;509;510;511;512;513;514;515;516;517;518;519;520;521;522;523;524;525;526;527;528;529;530;531;532;533;534;535;536;537;538;539;540;541;542;543;544;545
