event_file,maps,index,type,script,dir,x_map,x_matrix,y_map,y_matrix,z
0360,ROTOM ROOM(H198),3,MISC,8,4,10,0,6,0,0
0360,ROTOM ROOM(H198),4,MISC,8,4,12,0,6,0,0
0362,TROO 10 HS40(H419),0,MISC,2,4,9,0,4,0,0
0362,TROO 10 HS40(H419),1,MISC,3,4,10,0,4,0,0
0362,TROO 10 HS40(H419),2,MISC,7,4,4,0,7,0,0
0363,,0,MISC,0,3,4,0,8,0,0
0366,,0,MISC,3,0,13,0,23,0,0
0366,,1,MISC,3,0,17,0,23,0,0
0367,,0,HIDDENITEM,8161,4,24,0,21,0,0
0367,,1,BOARD,9,4,12,0,10,0,0
0368,GLOBAL TWR F2(H177),0,MISC,10,0,15,0,3,0,0
0368,GLOBAL TWR F2(H177),1,MISC,11,0,15,0,13,0,0
0368,GLOBAL TWR F2(H177),2,MISC,12,4,6,0,7,0,0
0368,GLOBAL TWR F2(H177),3,MISC,12,4,6,0,8,0,0
0368,GLOBAL TWR F2(H177),4,MISC,13,4,9,0,14,0,0
0368,GLOBAL TWR F2(H177),5,MISC,13,4,9,0,13,0,0
0368,GLOBAL TWR F2(H177),6,MISC,13,4,6,0,13,0,0
0368,GLOBAL TWR F2(H177),7,MISC,13,4,6,0,14,0,0
0368,GLOBAL TWR F2(H177),8,MISC,12,4,9,0,8,0,0
0368,GLOBAL TWR F2(H177),9,MISC,12,4,9,0,7,0,0
0369,GLOBAL TWR F3(H178),0,MISC,10,0,12,0,2,0,0
0369,GLOBAL TWR F3(H178),1,MISC,11,0,12,0,12,0,0
0369,GLOBAL TWR F3(H178),2,MISC,12,4,8,0,10,0,0
0369,GLOBAL TWR F3(H178),3,MISC,12,4,8,0,11,0,0
0369,GLOBAL TWR F3(H178),4,MISC,12,4,5,0,11,0,0
0369,GLOBAL TWR F3(H178),5,MISC,12,4,5,0,10,0,0
0370,,0,BOARD,1,4,23,32,11,4,0
0382,SYDT 04 GYM04(H167),0,MISC,3,0,8,0,21,0,0
0382,SYDT 04 GYM04(H167),1,MISC,4,0,12,0,21,0,0
0383,,0,MISC,0,3,4,0,8,0,0
0389,,0,MISC,0,3,4,0,8,0,0
0394,,0,MISC,6,4,12,0,2,0,0
0394,,1,MISC,7,4,6,0,2,0,0
0404,D HQ1 F1(H67),0,MISC,7,0,3,0,4,0,0
0404,D HQ1 F1(H67),1,MISC,8,0,21,0,4,0,0
0404,D HQ1 F1(H67),2,MISC,7,0,3,2,4,0,0
0404,D HQ1 F1(H67),3,MISC,8,0,21,2,4,0,0
0405,,0,HIDDENITEM,8096,4,12,1,23,0,0
0405,,1,HIDDENITEM,8117,4,23,1,8,1,0
0405,,2,HIDDENITEM,8118,4,13,1,7,1,0
0405,,3,HIDDENITEM,8119,4,21,1,30,0,0
0405,,4,HIDDENITEM,8120,4,24,1,24,0,0
0405,,5,HIDDENITEM,8221,4,6,0,18,0,0
0407,,0,HIDDENITEM,8061,4,6,1,2,1,0
0407,,1,HIDDENITEM,8169,4,25,0,2,1,0
0409,,0,HIDDENITEM,8090,4,5,0,7,0,0
0409,,1,HIDDENITEM,8091,4,10,1,18,0,0
0413,D41R0102(H459),0,HIDDENITEM,8165,4,28,0,9,1,0
0413,D41R0102(H459),1,HIDDENITEM,8204,4,23,0,12,0,0
0413,D41R0102(H459),2,HIDDENITEM,8205,4,20,0,8,1,0
0416,D41R0105(H462),0,HIDDENITEM,8202,4,18,0,1,0,0
0416,D41R0105(H462),1,HIDDENITEM,8203,4,2,0,1,0,0
0420,R10PC0101(H466),0,MISC,0,3,4,0,8,0,0
0421,R10R0201(H467),0,MISC,9,0,11,0,17,0,0
0421,R10R0201(H467),1,MISC,8,0,17,0,2,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),0,MISC,6,4,5,0,9,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),1,MISC,6,4,5,0,10,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),2,MISC,6,4,5,0,11,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),3,MISC,6,4,6,0,11,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),4,MISC,6,4,7,0,11,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),5,MISC,7,4,5,0,8,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),6,MISC,7,4,5,0,7,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),7,MISC,7,4,5,0,6,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),8,MISC,7,4,6,0,6,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),9,MISC,7,4,7,0,6,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),10,MISC,8,4,13,0,11,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),11,MISC,8,4,14,0,11,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),12,MISC,8,4,15,0,11,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),13,MISC,8,4,15,0,10,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),14,MISC,8,4,15,0,9,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),15,MISC,9,4,15,0,8,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),16,MISC,9,4,15,0,7,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),17,MISC,9,4,15,0,6,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),18,MISC,9,4,14,0,6,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),19,MISC,9,4,13,0,6,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),20,MISC,10,4,3,0,3,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),21,MISC,10,4,4,0,3,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),22,MISC,10,4,5,0,3,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),23,MISC,10,4,6,0,3,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),24,MISC,11,4,14,0,3,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),25,MISC,11,4,15,0,3,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),26,MISC,11,4,16,0,3,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),27,MISC,11,4,17,0,3,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),28,MISC,12,4,26,0,5,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),29,MISC,12,0,27,0,5,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),30,MISC,12,4,1,0,11,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),31,MISC,12,0,2,0,11,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),32,MISC,13,4,9,0,8,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),33,MISC,13,4,9,0,9,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),34,MISC,13,4,10,0,8,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),35,MISC,13,4,10,0,9,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),36,MISC,13,4,11,0,8,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),37,MISC,13,4,11,0,9,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),38,MISC,10,4,1,0,7,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),39,MISC,10,4,2,0,7,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),40,MISC,12,4,25,0,5,0,0
0424,MELT 07 FOSSI(H114); T03R0101(H471),41,MISC,12,0,24,0,5,0,0
0426,T03GYM0101(H473),0,MISC,3,0,4,0,25,0,0
0426,T03GYM0101(H473),1,MISC,3,0,10,0,25,0,0
0428,T03PC0101(H475),0,MISC,0,3,4,0,8,0,0
0435,T08PC0101(H482),0,MISC,0,3,4,0,8,0,0
0441,R10R0202(H489),0,MISC,10,0,11,0,17,0,0
0441,R10R0202(H489),1,MISC,9,0,17,0,2,0,0
0442,ICE PATH C2(H292); D24R0216(H490),0,HIDDENITEM,8228,4,15,0,15,1,0
0443,ICE PATH C3(H293); D24R0217(H491),0,HIDDENITEM,8071,4,26,0,26,0,0
0448,,0,MISC,5,0,3,0,13,1,0
0448,,1,MISC,5,0,7,0,13,1,0
0450,,0,MISC,6,0,6,0,2,0,0
0450,,1,MISC,7,0,8,0,2,0,0
0453,,0,MISC,0,3,4,0,8,0,0
0455,,0,MISC,2,0,6,0,3,0,0
0455,,1,MISC,2,0,5,0,3,0,0
0457,,0,MISC,6,0,5,0,3,0,0
0457,,1,MISC,5,0,1,0,11,0,0
0457,,2,MISC,5,0,2,0,11,0,0
0457,,3,MISC,5,0,3,0,11,0,0
0457,,4,MISC,5,0,4,0,11,0,0
0457,,5,MISC,5,0,11,0,11,0,0
0457,,6,MISC,5,0,12,0,11,0,0
0457,,7,MISC,5,0,13,0,11,0,0
0457,,8,MISC,5,0,14,0,11,0,0
0457,,9,MISC,8,4,9,0,3,0,0
0457,,10,MISC,10,4,7,0,3,0,0
0457,,11,MISC,9,4,8,0,3,0,0
0457,,12,MISC,5,0,11,0,3,0,0
0457,,13,MISC,5,0,12,0,3,0,0
0457,,14,MISC,5,0,13,0,3,0,0
0457,,15,MISC,5,0,14,0,3,0,0
0458,,0,MISC,1,4,5,0,3,0,0
0458,,1,MISC,2,4,6,0,3,0,0
0459,,0,MISC,2,0,5,0,3,0,0
0459,,1,MISC,1,4,7,0,3,0,0
0460,,0,MISC,0,3,4,0,8,0,0
0463,,0,MISC,0,3,4,0,8,0,0
0466,,0,MISC,0,3,4,0,8,0,0
0473,D51R0101(H521),0,BOARD,4,4,12,0,9,0,0
0480,D32PC0101(H528),0,MISC,0,3,4,0,8,0,0
0486,D47PC0101(H534),0,MISC,0,3,4,0,8,0,0
0488,MELT 05 GAME1(H112); T25SP0101(H536),0,MISC,1,0,7,0,7,0,0
0488,MELT 05 GAME1(H112); T25SP0101(H536),1,MISC,2,4,6,0,6,0,0
0488,MELT 05 GAME1(H112); T25SP0101(H536),2,MISC,2,4,6,0,7,0,0
0488,MELT 05 GAME1(H112); T25SP0101(H536),3,MISC,2,4,8,0,7,0,0
0488,MELT 05 GAME1(H112); T25SP0101(H536),4,MISC,2,4,8,0,6,0,0
0489,MELT 06 GAME2(H113); T07SP0101(H537),0,MISC,1,0,7,0,7,0,0
0489,MELT 06 GAME2(H113); T07SP0101(H537),1,MISC,3,4,6,0,6,0,0
0489,MELT 06 GAME2(H113); T07SP0101(H537),2,MISC,3,4,6,0,7,0,0
0489,MELT 06 GAME2(H113); T07SP0101(H537),3,MISC,3,4,8,0,7,0,0
0489,MELT 06 GAME2(H113); T07SP0101(H537),4,MISC,3,4,8,0,6,0,0
