event_file,maps,index,ow_id,overlay_entry,type,movement,flag,script,orientation,sight_range,x_range,y_range,x_map,x_matrix,y_map,y_matrix,z
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),8,8,324,TRAINER,9,0x0000,3631,1,4,0,0,29,1,26,0,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),9,9,327,TRAINER,9,0x0000,3632,3,6,0,0,4,2,31,0,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),10,10,327,TRAINER,6,0x0000,3633,0,6,0,0,6,2,4,1,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),11,11,324,TRAINER,6,0x0000,3634,0,4,0,0,6,2,14,1,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),12,12,327,TRAINER,8,0x0000,3635,1,6,0,0,6,2,17,1,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),13,13,324,TRAINER,7,0x0000,3636,0,4,0,0,25,0,3,1,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),14,14,324,TRAINER,7,0x0000,3637,0,4,0,0,26,0,18,1,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),15,15,327,TRAINER,8,0x0000,3638,1,6,0,0,25,0,12,1,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),16,16,327,TRAINER,9,0x0000,3641,1,6,0,0,30,0,4,2,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),17,17,324,TRAINER,7,0x0000,3642,0,4,0,0,12,1,6,2,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),18,18,324,TRAINER,7,0x0000,3643,0,4,0,0,14,1,0,3,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),19,19,327,TRAINER,9,0x0000,3644,3,6,0,0,16,1,17,3,0
0035,SHALLOW C 1(H338); SHALLOW C 2(H339); SHALLOW C 3(H340); SHALLOW C 4(H341),20,20,324,TRAINER,8,0x0000,3645,2,6,0,0,15,1,25,3,0
0036,RT 15 AREA 1(H343),0,0,324,TRAINER,2,0x0000,3646,3,3,0,0,11,22,3,3,0
0036,RT 15 AREA 1(H343),1,1,327,TRAINER,2,0x0000,3648,2,3,0,0,20,22,3,3,0
0036,RT 15 AREA 1(H343),2,2,324,TRAINER,0,0x0000,3647,3,3,0,0,14,22,20,2,0
0036,RT 15 AREA 1(H343),3,3,327,TRAINER,0,0x0000,3649,2,3,0,0,17,22,7,2,0
0037,ULURU 4 A1(H346); ULURU 4 A2(H347); ULURU 4 A3(H350),0,0,332,NORMAL,16,0x0000,9,2,0,0,0,10,13,22,7,0
0037,ULURU 4 A1(H346); ULURU 4 A2(H347); ULURU 4 A3(H350),1,1,319,NORMAL,5,0x0000,10,2,0,2,0,19,13,21,7,0
0037,ULURU 4 A1(H346); ULURU 4 A2(H347); ULURU 4 A3(H350),2,2,351,TRAINER,17,0x0000,3394,3,3,0,0,28,11,20,7,0
0037,ULURU 4 A1(H346); ULURU 4 A2(H347); ULURU 4 A3(H350),3,3,146,TRAINER,16,0x0000,3023,2,6,0,0,17,12,24,7,0
0037,ULURU 4 A1(H346); ULURU 4 A2(H347); ULURU 4 A3(H350),4,4,381,NORMAL,0,0x01C2,1,0,0,0,0,31,12,22,7,0
0037,ULURU 4 A1(H346); ULURU 4 A2(H347); ULURU 4 A3(H350),5,5,319,NORMAL,0,0x01CF,8,0,0,0,0,31,12,25,7,0
0037,ULURU 4 A1(H346); ULURU 4 A2(H347); ULURU 4 A3(H350),6,6,146,NORMAL,2,0x01C4,2,0,0,0,0,15,13,20,7,0
0037,ULURU 4 A1(H346); ULURU 4 A2(H347); ULURU 4 A3(H350),7,7,262,NORMAL,0,0x0000,2800,0,12,0,0,30,11,9,7,0
0037,ULURU 4 A1(H346); ULURU 4 A2(H347); ULURU 4 A3(H350),8,8,87,NORMAL,0,0x04FC,7025,0,0,0,0,9,12,13,7,0
0038,SPEAR PLR 1(H348); SPEAR PLR 2(H349),0,0,316,TRAINER,15,0x0000,3080,1,1,0,0,6,12,19,6,0
0038,SPEAR PLR 1(H348); SPEAR PLR 2(H349),1,1,316,TRAINER,15,0x0000,5080,1,1,0,0,7,12,19,6,0
0038,SPEAR PLR 1(H348); SPEAR PLR 2(H349),2,2,351,TRAINER,9,0x0000,3385,1,5,0,0,18,12,18,6,0
0038,SPEAR PLR 1(H348); SPEAR PLR 2(H349),3,3,315,NORMAL,2,0x01C3,2,1,0,0,0,20,12,8,6,0
0038,SPEAR PLR 1(H348); SPEAR PLR 2(H349),4,4,262,NORMAL,0,0x0000,2800,0,13,0,0,17,12,10,6,0
0038,SPEAR PLR 1(H348); SPEAR PLR 2(H349),5,5,262,NORMAL,0,0x0000,2800,0,14,0,0,22,12,10,6,0
0038,SPEAR PLR 1(H348); SPEAR PLR 2(H349),6,6,262,NORMAL,0,0x0000,2800,0,15,0,0,20,12,12,6,0
0038,SPEAR PLR 1(H348); SPEAR PLR 2(H349),7,7,326,TRAINER,17,0x0000,3678,3,5,0,0,2,12,12,6,0
0038,SPEAR PLR 1(H348); SPEAR PLR 2(H349),8,8,326,TRAINER,16,0x0000,3679,2,5,0,0,11,12,12,6,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),0,0,324,TRAINER,2,0x0000,3671,3,4,0,0,13,22,15,14,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),1,1,324,TRAINER,2,0x0000,3672,2,4,0,0,20,22,17,14,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),2,2,327,TRAINER,2,0x0000,3673,3,4,0,0,9,22,19,14,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),3,3,324,TRAINER,11,0x0000,3674,3,4,0,0,29,21,13,15,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),4,4,324,TRAINER,2,0x0000,3675,1,4,0,0,28,22,20,15,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),5,5,324,TRAINER,2,0x0000,3676,0,4,0,0,17,21,28,15,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),6,6,324,TRAINER,2,0x0000,3677,0,4,0,0,13,22,10,16,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),7,7,324,TRAINER,3,0x0000,3678,2,4,3,3,14,23,7,16,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),8,8,324,TRAINER,3,0x0000,3679,2,4,3,3,14,23,24,15,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),9,9,327,TRAINER,2,0x0000,3680,1,5,0,0,24,21,5,16,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),10,10,324,TRAINER,3,0x0000,3681,2,4,3,3,26,21,23,16,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),11,11,327,TRAINER,7,0x0000,3682,3,5,0,0,25,21,11,17,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),12,12,324,TRAINER,2,0x0000,3683,1,4,0,0,23,22,6,17,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),13,13,324,TRAINER,2,0x0000,3684,1,4,0,0,7,22,15,17,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),14,14,327,TRAINER,2,0x0000,3685,2,5,0,0,11,23,2,17,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),15,15,324,TRAINER,2,0x0000,3686,1,4,0,0,5,22,27,16,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),16,16,324,TRAINER,2,0x0000,3687,1,4,0,0,8,21,12,16,0
0039,RT 18 AREA 1(H351); RT 18 AREA 2(H352); RT 18 AREA 3(H353); RT 18 AREA 4(H354); RT 17 AREA 1(H401); RT 17 AREA 2(H402); RT 17 AREA 3(H403); RT 17 AREA 4(H404); RT 17 AREA 5(H405); RT 17 AREA 6(H406); RT 17 AREA 7(H407); RT 17 AREA 8(H408),17,17,324,TRAINER,2,0x0000,3688,3,4,0,0,5,22,20,15,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),0,0,327,TRAINER,2,0x0000,3700,0,4,0,0,9,21,15,23,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),1,1,327,TRAINER,2,0x0000,3702,3,3,0,0,24,24,17,22,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),2,2,324,TRAINER,2,0x0000,3701,2,3,0,0,22,20,27,23,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),3,3,324,TRAINER,2,0x0000,3703,0,3,0,0,20,20,9,24,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),4,4,327,TRAINER,2,0x0000,3704,0,3,0,0,20,25,20,22,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),5,5,327,TRAINER,2,0x0000,3705,0,3,0,0,7,21,18,24,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),6,6,327,TRAINER,2,0x0000,3706,0,3,0,0,14,21,22,24,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),7,7,327,TRAINER,2,0x0000,3707,0,3,0,0,10,21,8,25,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),8,8,324,TRAINER,2,0x0000,3708,1,3,0,0,23,22,9,24,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),9,9,324,TRAINER,2,0x0000,3709,1,3,0,0,8,23,21,24,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),10,10,324,TRAINER,2,0x0000,3710,1,3,0,0,21,25,26,21,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),11,11,324,TRAINER,2,0x0000,3711,1,3,0,0,6,23,8,23,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),12,12,324,TRAINER,2,0x0000,3712,1,3,0,0,4,23,2,24,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),13,13,327,TRAINER,2,0x0000,3713,1,3,0,0,23,23,21,21,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),14,14,324,TRAINER,2,0x0000,3714,2,3,0,0,16,24,24,21,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),15,15,324,TRAINER,2,0x0000,3715,1,3,0,0,5,24,17,20,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),16,16,327,TRAINER,2,0x0000,3716,0,3,0,0,6,26,6,21,0
0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),17,17,327,TRAINER,2,0x0000,3717,0,5,0,0,20,26,27,22,0
0041,MANSION A1(H392),0,0,327,TRAINER,8,0x0000,3718,1,2,0,0,3,0,8,0,0
0041,MANSION A1(H392),1,1,324,TRAINER,9,0x0000,3719,1,2,0,0,15,0,8,0,0
0041,MANSION A1(H392),2,2,327,TRAINER,8,0x0000,3720,1,2,0,0,11,0,6,0,0
0042,D HQ1 F2(H68),0,0,322,NORMAL,2,0x01B8,6,3,0,0,0,5,0,10,0,0
0042,D HQ1 F2(H68),1,1,326,NORMAL,0,0x0000,5,2,0,0,0,24,0,7,0,0
0042,D HQ1 F2(H68),2,2,1004,NORMAL,0,0x0000,4,1,0,0,0,20,0,5,0,0
0042,D HQ1 F2(H68),3,3,34,NORMAL,0,0x01B8,7,3,0,0,0,3,0,5,0,0
0042,D HQ1 F2(H68),4,4,222,TRAINER,0,0x01B7,3186,1,2,0,0,13,0,5,0,0
0042,D HQ1 F2(H68),5,5,221,TRAINER,0,0x01B7,3197,0,4,0,0,14,0,12,0,0
0042,D HQ1 F2(H68),6,6,222,TRAINER,18,0x01B7,3187,1,2,0,0,7,0,10,0,0
0042,D HQ1 F2(H68),7,7,222,TRAINER,0,0x01B7,3185,3,2,0,0,3,0,14,0,0
0042,D HQ1 F2(H68),8,8,326,NORMAL,0,0x0000,11,1,0,0,0,18,0,12,0,0
0042,D HQ1 F2(H68),9,9,325,NORMAL,0,0x0000,10,2,0,0,0,24,0,11,0,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),0,0,377,TRAINER,38,0x0000,3265,1,3,3,3,7,36,10,11,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),1,1,20,TRAINER,3,0x0000,3266,0,4,6,6,8,36,13,10,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),2,2,9,TRAINER,37,0x0000,3268,0,3,3,3,24,36,13,11,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),3,3,12,TRAINER,3,0x0000,3267,1,4,6,6,24,36,12,10,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),4,4,20,TRAINER,3,0x0000,3345,3,4,6,6,14,35,13,10,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),5,5,20,TRAINER,8,0x0000,3346,1,4,6,6,9,37,20,10,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),6,6,12,TRAINER,8,0x0000,3347,1,4,12,12,16,37,12,10,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),7,7,323,TRAINER,0,0x0000,3348,1,5,0,0,26,37,2,11,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),8,8,351,TRAINER,0,0x0000,3349,0,5,0,0,26,37,6,11,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),9,9,5,TRAINER,0,0x0000,3352,1,5,0,0,15,36,15,9,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),10,10,20,TRAINER,0,0x0000,3353,0,5,0,0,15,36,19,9,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),11,11,20,TRAINER,2,0x0000,3350,1,5,0,0,2,38,19,9,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),12,12,12,TRAINER,2,0x0000,3351,1,5,0,0,15,37,15,9,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),13,13,347,TRAINER,0,0x0000,3366,3,5,0,0,19,38,28,10,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),14,14,347,TRAINER,0,0x0000,3368,0,5,0,0,31,37,27,8,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),15,15,347,TRAINER,0,0x0000,3369,3,5,0,0,9,38,9,7,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),16,16,347,TRAINER,0,0x0000,3371,0,5,0,0,9,37,6,5,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),17,17,20,TRAINER,0,0x0000,3367,3,5,0,0,16,35,17,9,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),18,18,377,TRAINER,2,0x0000,3370,3,5,0,0,9,37,22,7,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),19,19,141,TRAINER,0,0x0000,3286,3,5,0,0,9,36,8,8,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),20,20,227,TRAINER,0,0x0000,3376,3,7,0,0,8,36,0,8,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),21,21,20,TRAINER,0,0x0000,3377,2,7,0,0,14,36,0,8,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),22,22,141,TRAINER,0,0x0000,3287,0,5,0,0,6,37,19,6,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),23,23,9,TRAINER,0,0x0000,3288,1,5,0,0,6,37,15,6,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),24,24,351,TRAINER,1,0x0000,3289,1,5,0,0,18,36,14,6,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),25,25,351,TRAINER,13,0x0000,3289,1,5,0,0,3,36,23,7,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),26,26,377,TRAINER,7,0x0000,3290,0,5,0,0,28,35,27,7,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),27,27,344,TRAINER,2,0x0000,3291,3,5,0,0,11,35,6,8,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),28,28,219,TRAINER,2,0x0000,3292,1,5,0,0,11,36,2,6,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),29,29,351,TRAINER,2,0x0000,3293,1,5,0,0,11,35,22,6,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),30,30,377,TRAINER,3,0x0000,3294,1,5,5,5,17,35,11,5,0
0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),31,31,351,TRAINER,0,0x0000,3295,2,7,5,5,19,35,4,4,0
