map_id,walkable,blocked,special
1517,0,217,807
1518,0,155,869
1519,0,92,932
1520,0,149,875
1521,0,171,853
1522,133,157,734
1523,409,514,101
1524,1024,0,0
1525,1024,0,0
1526,1024,0,0
1527,1024,0,0
1528,1024,0,0
1529,1024,0,0
1530,1024,0,0
1531,1024,0,0
1532,1024,0,0
1533,1024,0,0
1534,1024,0,0
1535,1024,0,0
1536,1024,0,0
1537,1024,0,0
1538,503,164,357
1539,0,171,853
1540,0,178,846
1541,0,136,888
1542,0,146,878
1543,0,131,893
1544,360,222,442
1545,1024,0,0
1546,1024,0,0
1547,1024,0,0
1548,1024,0,0
1549,1024,0,0
1550,1024,0,0
1551,1024,0,0
1552,1024,0,0
1553,1024,0,0
1554,1024,0,0
1555,1024,0,0
1556,1024,0,0
1557,1024,0,0
1558,1024,0,0
1559,478,192,354
1560,0,132,892
1561,0,132,892
1562,0,174,850
1563,0,142,882
1564,0,140,884
1565,388,199,437
1566,1024,0,0
1567,1024,0,0
1568,1024,0,0
1569,1024,0,0
1570,1024,0,0
1571,1024,0,0
1572,1024,0,0
1573,1024,0,0
1574,1024,0,0
1575,746,278,0
1576,687,337,0
1577,681,343,0
1578,727,297,0
1579,555,332,137
1580,754,198,72
1581,490,375,159
1582,532,298,194
1583,358,389,277
1584,335,131,558
1585,0,161,863
1586,406,304,314
1587,1024,0,0
1588,1024,0,0
1589,1024,0,0
1590,1024,0,0
1591,1024,0,0
1592,1024,0,0
1593,1024,0,0
1594,1024,0,0
1595,1024,0,0
1596,647,377,0
1597,617,407,0
1598,487,537,0
1599,683,341,0
1600,636,296,92
1601,1024,0,0
1602,1024,0,0
1603,1024,0,0
1604,1024,0,0
1605,1024,0,0
1606,1024,0,0
1607,1024,0,0
1608,1024,0,0
1609,1024,0,0
1610,642,382,0
1611,759,265,0
1612,386,638,0
1613,715,309,0
1614,601,332,91
1615,1024,0,0
1616,1024,0,0
1617,1024,0,0
1618,1024,0,0
1619,1024,0,0
1620,1024,0,0
1621,1024,0,0
1622,1024,0,0
1623,1024,0,0
1624,777,247,0
1625,783,241,0
1626,612,412,0
1627,713,311,0
1628,718,228,78
1629,1024,0,0
1630,1024,0,0
1631,1024,0,0
1632,1024,0,0
1633,1024,0,0
1634,1024,0,0
1635,1024,0,0
1636,398,444,182
1637,401,436,187
1638,401,468,155
1639,407,204,413
1640,333,571,120
1641,412,459,153
1642,675,231,118
1643,1024,0,0
1644,1024,0,0
1645,1024,0,0
1646,1024,0,0
1647,1024,0,0
1648,1024,0,0
1649,820,196,8
1650,369,444,211
1651,645,379,0
1652,411,329,284
1653,336,249,439
1654,356,315,353
1655,462,220,342
1656,872,54,98
1657,1024,0,0
1658,373,476,175
1659,562,344,118
1660,191,643,190
1661,409,266,349
1662,542,246,236
1663,434,369,221
1664,734,147,143
1665,1024,0,0
1666,1024,0,0
1667,1024,0,0
1668,316,292,416
1669,688,117,219
1670,187,486,351
1671,237,665,122
1672,1024,0,0
1673,1024,0,0
1674,320,555,149
1675,348,466,210
1676,455,546,23
1677,409,311,304
1678,65,959,0
1679,333,355,336
1680,288,540,196
1681,311,390,323
1682,101,923,0
1683,9,1015,0
1684,13,1011,0
1685,0,1024,0
1686,19,1005,0
1687,29,995,0
1688,70,954,0
1689,186,838,0
1690,367,657,0
1691,1024,0,0
1692,241,783,0
1693,458,566,0
1694,1024,0,0
1695,991,33,0
1696,567,457,0
1697,1024,0,0
1698,682,342,0
1699,1024,0,0
1700,667,357,0
1701,1024,0,0
1702,810,214,0
1703,1024,0,0
1704,776,248,0
1705,1024,0,0
1706,850,174,0
1707,1024,0,0
1708,987,37,0
1709,21,1003,0
1710,970,54,0
1711,6,1018,0
1712,689,335,0
1713,1024,0,0
1714,699,325,0
1715,1024,0,0
1716,769,255,0
1717,1024,0,0
1718,853,171,0
1719,16,1008,0
1720,1024,0,0
1721,1024,0,0
1722,1024,0,0
1723,1024,0,0
1724,304,720,0
1725,363,661,0
1726,382,642,0
1727,416,608,0
1728,247,777,0
1729,380,644,0
1730,308,716,0
1731,982,42,0
1732,145,879,0
1733,981,43,0
1734,978,46,0
1735,1004,20,0
1736,1017,7,0
1737,927,97,0
1738,785,239,0
1739,1024,0,0
1740,1024,0,0
1741,974,50,0
1742,714,288,22
1743,990,24,10
1744,1024,0,0
1745,1024,0,0
1746,981,43,0
1747,928,96,0
1748,928,96,0
1749,156,868,0
1750,851,163,10
1751,1014,10,0
1752,977,47,0
1753,969,55,0
1754,982,42,0
1755,946,49,29
1756,978,46,0
1757,1022,2,0
1758,974,50,0
1759,882,134,8
1760,972,52,0
1761,774,198,52
1762,954,70,0
1763,995,29,0
1764,1024,0,0
1765,1020,4,0
1766,925,99,0
1767,850,119,55
1768,1024,0,0
1769,1022,2,0
1770,904,118,2
1771,949,75,0
1772,893,109,22
1773,1024,0,0
1774,1024,0,0
1775,1024,0,0
1776,938,84,2
1777,998,26,0
1778,1011,13,0
1779,1000,24,0
1780,969,55,0
1781,894,130,0
1782,964,60,0
1783,947,77,0
1784,962,62,0
1785,975,49,0
1786,1000,24,0
1787,1024,0,0
1788,1024,0,0
1789,1024,0,0
1790,951,68,5
1791,892,132,0
1792,905,119,0
1793,928,96,0
1794,929,95,0
1795,1009,15,0
1796,987,37,0
1797,1005,19,0
1798,985,39,0
1799,971,53,0
1800,952,72,0
1801,985,39,0
1802,1024,0,0
1803,1024,0,0
1804,922,102,0
1805,179,845,0
1806,186,838,0
1807,139,885,0
1808,973,51,0
1809,142,882,0
1810,977,47,0
1811,977,47,0
1812,979,45,0
1813,198,826,0
1814,306,718,0
1815,973,51,0
1816,980,44,0
1817,975,49,0
1818,982,42,0
1819,975,49,0
1820,967,57,0
1821,973,51,0
1822,978,46,0
1823,978,46,0
1824,928,96,0
1825,927,97,0
1826,701,242,81
1827,964,60,0
1828,1024,0,0
1829,1024,0,0
1830,1024,0,0
1831,268,756,0
1832,466,558,0
1833,422,602,0
1834,420,604,0
1835,653,371,0
1836,399,625,0
1837,510,514,0
1838,238,786,0
1839,597,427,0
1840,664,360,0
1841,719,305,0
1842,571,453,0
1843,708,316,0
1844,342,682,0
1845,158,866,0
1846,189,835,0
1847,163,861,0
1848,81,943,0
1849,74,950,0
1850,1024,0,0
1851,1024,0,0
1852,1024,0,0
1853,188,836,0
1854,555,469,0
1855,511,513,0
1856,1024,0,0
1857,1024,0,0
1858,355,669,0
1859,592,432,0
1860,408,616,0
1861,1024,0,0
1862,1024,0,0
1863,451,573,0
1864,397,627,0
1865,283,741,0
1866,1024,0,0
1867,1024,0,0
1868,1024,0,0
1869,108,916,0
1870,1024,0,0
1871,1024,0,0
1872,362,662,0
1873,225,799,0
1874,66,958,0
1875,9,1015,0
1876,1024,0,0
1877,210,814,0
1878,3,1021,0
1879,356,668,0
1880,1024,0,0
1881,503,521,0
1882,17,1007,0
1883,0,1024,0
1884,1024,0,0
1885,418,606,0
1886,734,290,0
1887,358,666,0
1888,61,963,0
1889,292,732,0
1890,385,639,0
1891,299,725,0
1892,1024,0,0
1893,1024,0,0
1894,1024,0,0
1895,0,1024,0
1896,61,963,0
1897,1024,0,0
1898,389,635,0
1899,532,492,0
1900,276,748,0
1901,1024,0,0
1902,435,589,0
1903,285,739,0
1904,462,562,0
1905,1024,0,0
1906,464,560,0
1907,500,524,0
1908,132,892,0
1909,1024,0,0
1910,1024,0,0
1911,1024,0,0
1912,76,948,0
1913,305,719,0
1914,226,798,0
1915,762,262,0
1916,1024,0,0
1917,76,948,0
1918,470,554,0
1919,342,682,0
1920,498,526,0
1921,156,868,0
1922,232,792,0
1923,382,642,0
1924,472,552,0
1925,200,824,0
1926,15,1009,0
1927,104,920,0
1928,25,987,12
1929,118,900,6
1930,52,972,0
1931,124,900,0
1932,241,783,0
1933,180,844,0
1934,110,914,0
1935,102,922,0
1936,1024,0,0
1937,1024,0,0
1938,146,878,0
1939,1024,0,0
1940,1024,0,0
1941,102,922,0
1942,86,938,0
1943,231,793,0
1944,167,857,0
1945,882,142,0
1946,844,180,0
1947,0,1024,0
1948,1,1011,12
1949,92,932,0
1950,583,374,67
1951,928,96,0
1952,954,70,0
1953,1024,0,0
1954,1024,0,0
1955,1024,0,0
1956,1024,0,0
1957,1024,0,0
1958,70,954,0
1959,903,121,0
1960,767,257,0
1961,928,96,0
1962,888,136,0
1963,974,50,0
1964,92,932,0
1965,236,788,0
1966,814,210,0
1967,160,864,0
1968,1024,0,0
1969,43,981,0
1970,228,796,0
1971,29,995,0
1972,90,934,0
1973,233,791,0
1974,113,911,0
1975,23,1001,0
1976,122,902,0
1977,21,1003,0
1978,122,902,0
1979,252,772,0
1980,1024,0,0
1981,120,904,0
1982,162,862,0
1983,1024,0,0
1984,241,783,0
1985,47,977,0
1986,216,808,0
1987,112,912,0
1988,1024,0,0
1989,0,1024,0
1990,1024,0,0
1991,104,920,0
1992,377,647,0
1993,109,915,0
1994,74,950,0
1995,136,888,0
1996,77,947,0
1997,871,153,0
1998,1024,0,0
1999,1024,0,0
2000,1024,0,0
2001,232,792,0
2002,1024,0,0
2003,0,587,437
2004,0,988,36
2005,0,1007,17
2006,28,703,293
2007,0,977,47
2008,0,1001,23
2009,1000,24,0
2010,879,145,0
2011,404,588,32
2012,270,745,9
2013,222,802,0
2014,142,882,0
2015,25,999,0
2016,929,87,8
2017,6,1018,0
2018,671,353,0
2019,1024,0,0
2020,1024,0,0
2021,1024,0,0
2022,1024,0,0
2023,1024,0,0
2024,1024,0,0
2025,398,626,0
2026,513,441,70
2027,96,812,116
2028,429,480,115
2029,823,177,24
2030,682,218,124
2031,879,132,13
2032,369,527,128
2033,788,236,0
2034,338,604,82
2035,615,409,0
2036,578,446,0
2037,473,551,0
2038,621,403,0
2039,341,273,410
2040,1024,0,0
2041,862,147,15
2042,82,609,333
2043,316,488,220
2044,409,486,129
2045,363,661,0
2046,648,291,85
2047,282,668,74
2048,457,534,33
2049,658,366,0
2050,761,263,0
2051,797,227,0
2052,625,399,0
2053,454,570,0
2054,835,86,103
2055,928,0,96
2056,1024,0,0
2057,919,105,0
2058,151,693,180
2059,191,702,131
2060,149,694,181
2061,140,796,88
2062,178,699,147
2063,249,555,220
2064,441,525,58
2065,395,629,0
2066,373,651,0
2067,470,554,0
2068,566,458,0
2069,494,530,0
2070,1000,20,4
2071,864,64,96
2072,1024,0,0
2073,920,96,8
2074,467,412,145
2075,198,442,384
2076,116,605,303
2077,228,604,192
2078,487,537,0
2079,433,566,25
2080,905,119,0
2081,708,316,0
2082,658,366,0
2083,690,334,0
2084,658,304,62
2085,400,580,44
2086,403,443,178
2087,800,110,114
2088,1024,0,0
2089,730,269,25
2090,222,544,258
2091,355,530,139
2092,201,683,140
2093,707,286,31
2094,393,594,37
2095,868,156,0
2096,1024,0,0
2097,1024,0,0
2098,317,661,46
2099,818,182,24
2100,375,394,255
2101,231,516,277
2102,321,428,275
2103,640,223,161
2104,12,1012,0
2105,997,27,0
2106,274,671,79
2107,200,643,181
2108,938,70,16
2109,832,179,13
2110,131,732,161
2111,800,211,13
2112,1020,4,0
2113,1024,0,0
2114,645,347,32
2115,506,443,75
2116,461,395,168
2117,369,552,103
2118,446,410,168
2119,581,269,174
2120,232,792,0
2121,152,872,0
2122,1005,19,0
2123,304,631,89
2124,903,119,2
2125,874,117,33
2126,759,227,38
2127,822,177,25
2128,447,442,135
2129,691,297,36
2130,849,175,0
2131,965,59,0
2132,865,156,3
2133,422,584,18
2134,489,535,0
2135,652,372,0
2136,417,607,0
2137,6,1018,0
2138,519,435,70
2139,311,635,78
2140,707,284,33
2141,432,273,319
2142,925,77,22
2143,591,377,56
2144,406,515,103
2145,296,674,54
2146,374,650,0
2147,1024,0,0
2148,1021,3,0
2149,864,138,22
2150,422,602,0
2151,346,641,37
2152,342,662,20
2153,1024,0,0
2154,646,378,0
2155,932,92,0
2156,702,249,73
2157,310,323,391
2158,688,197,139
2159,1006,18,0
2160,433,517,74
2161,964,60,0
2162,1011,13,0
2163,1024,0,0
2164,1024,0,0
2165,1022,2,0
2166,915,109,0
2167,678,346,0
2168,312,712,0
2169,7,1017,0
2170,871,153,0
2171,580,305,139
2172,967,57,0
2173,653,308,63
2174,954,31,39
2175,941,82,1
2176,535,435,54
2177,728,260,36
2178,671,353,0
2179,1015,9,0
2180,1024,0,0
2181,1024,0,0
2182,682,240,102
2183,1024,0,0
2184,182,842,0
2185,858,166,0
2186,930,76,18
2187,1024,0,0
2188,1024,0,0
2189,1024,0,0
2190,73,644,307
2191,870,106,48
2192,359,597,68
2193,627,397,0
2194,338,602,84
2195,866,136,22
2196,414,489,121
2197,723,238,63
2198,1024,0,0
2199,1024,0,0
2200,169,855,0
2201,750,260,14
2202,681,300,43
2203,731,262,31
2204,1024,0,0
2205,1024,0,0
2206,934,83,7
2207,1003,15,6
2208,380,554,90
2209,870,154,0
2210,1024,0,0
2211,1024,0,0
2212,456,485,83
2213,577,216,231
2214,1024,0,0
2215,1024,0,0
2216,184,840,0
2217,752,263,9
2218,376,569,79
2219,448,473,103
2220,515,485,24
2221,1024,0,0
2222,1024,0,0
2223,1024,0,0
2224,1024,0,0
2225,1024,0,0
2226,1024,0,0
2227,1024,0,0
2228,1024,0,0
2229,912,86,26
2230,1024,0,0
2231,1024,0,0
2232,159,865,0
2233,313,711,0
2234,810,205,9
2235,656,368,0
2236,740,270,14
2237,1024,0,0
2238,442,508,74
2239,1024,0,0
2240,1024,0,0
2241,626,284,114
2242,1024,0,0
2243,1024,0,0
2244,533,471,20
2245,1024,0,0
2246,1024,0,0
2247,1024,0,0
2248,157,867,0
2249,62,962,0
2250,243,781,0
2251,108,916,0
2252,125,899,0
2253,205,819,0
2254,221,803,0
2255,162,862,0
2256,145,879,0
2257,177,847,0
2258,156,868,0
2259,1024,0,0
2260,195,829,0
2261,150,874,0
2262,118,906,0
2263,89,935,0
2264,51,973,0
2265,24,1000,0
2266,32,992,0
2267,9,1015,0
2268,143,881,0
2269,274,750,0
2270,44,980,0
2271,158,866,0
2272,393,631,0
2273,190,834,0
2274,258,766,0
2275,445,579,0
2276,251,773,0
2277,153,871,0
2278,320,704,0
2279,341,683,0
2280,344,680,0
2281,53,971,0
2282,407,617,0
2283,318,706,0
2284,298,726,0
2285,266,758,0
2286,113,911,0
2287,293,731,0
2288,233,791,0
2289,102,922,0
2290,304,720,0
2291,395,629,0
2292,406,618,0
2293,238,786,0
2294,346,678,0
2295,262,762,0
2296,296,728,0
2297,485,539,0
2298,244,780,0
2299,201,823,0
2300,182,842,0
2301,24,1000,0
2302,7,1017,0
2303,0,1024,0
2304,29,995,0
2305,1024,0,0
2306,61,963,0
2307,162,862,0
2308,446,578,0
2309,357,667,0
2310,360,664,0
2311,171,853,0
2312,262,762,0
2313,465,559,0
2314,216,808,0
2315,612,412,0
2316,457,567,0
2317,299,725,0
2318,554,470,0
2319,268,756,0
2320,17,1007,0
2321,33,991,0
2322,0,1024,0
2323,277,747,0
2324,1024,0,0
2325,152,872,0
2326,164,860,0
2327,304,720,0
2328,235,789,0
2329,331,693,0
2330,419,605,0
2331,128,896,0
2332,253,771,0
2333,439,585,0
2334,252,772,0
2335,252,772,0
2336,213,811,0
2337,245,779,0
2338,286,738,0
2339,345,679,0
2340,381,643,0
2341,210,814,0
2342,236,788,0
2343,198,826,0
2344,196,828,0
2345,98,926,0
2346,72,823,129
2347,210,814,0
2348,95,929,0
2349,95,929,0
2350,845,179,0
2351,840,184,0
2352,868,156,0
2353,6,1018,0
2354,0,1024,0
2355,38,986,0
2356,160,864,0
2357,159,865,0
2358,160,864,0
2359,160,864,0
2360,160,864,0
2361,160,864,0
2362,91,933,0
2363,2,1022,0
2364,1024,0,0
2365,1024,0,0
2366,343,681,0
2367,539,485,0
2368,65,959,0
2369,9,1015,0
2370,0,1024,0
2371,0,1024,0
2372,296,728,0
2373,514,510,0
2374,373,651,0
2375,425,599,0
2376,475,549,0
2377,0,1024,0
2378,233,791,0
2379,375,649,0
2380,324,700,0
2381,276,748,0
2382,304,720,0
2383,0,1024,0
2384,1024,0,0
2385,214,810,0
2386,172,852,0
2387,332,692,0
2388,0,1024,0
2389,0,1024,0
2390,0,1024,0
2391,319,705,0
2392,1,1023,0
2393,187,837,0
2394,452,572,0
2395,278,746,0
2396,606,418,0
2397,627,397,0
2398,266,758,0
2399,359,665,0
2400,1024,0,0
2401,1024,0,0
2402,1024,0,0
2403,1024,0,0
2404,1024,0,0
2405,1024,0,0
2406,1024,0,0
2407,1024,0,0
2408,1024,0,0
2409,1024,0,0
2410,1024,0,0
2411,1024,0,0
2412,1024,0,0
2413,1024,0,0
2414,1024,0,0
2415,1024,0,0
2416,1024,0,0
2417,1024,0,0
2418,1024,0,0
2419,1024,0,0
2420,1024,0,0
2421,1024,0,0
2422,1024,0,0
2423,1024,0,0
2424,1024,0,0
2425,1024,0,0
2426,1024,0,0
2427,1024,0,0
2428,1024,0,0
2429,1024,0,0
2430,1024,0,0
2431,1024,0,0
2432,1024,0,0
2433,1024,0,0
2434,1024,0,0
2435,1024,0,0
2436,1024,0,0
2437,1024,0,0
2438,1024,0,0
2439,1024,0,0
2440,1024,0,0
2441,1024,0,0
2442,1024,0,0
2443,1024,0,0
2444,1024,0,0
2445,1024,0,0
2446,1024,0,0
2447,1024,0,0
2448,1024,0,0
2449,1024,0,0
2450,1024,0,0
2451,1024,0,0
