entity_type,event_file,maps,entity_index,ow_id,overlay_entry,ow_type,script_file,script_num,flag
overworld,0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),9,9,324,TRAINER,249,3709,0x0000
overworld,0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),10,10,324,TRAINER,249,3710,0x0000
overworld,0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),11,11,324,TRAINER,249,3711,0x0000
overworld,0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),12,12,324,TRAINER,249,3712,0x0000
overworld,0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),13,13,327,TRAINER,249,3713,0x0000
overworld,0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),14,14,324,TRAINER,249,3714,0x0000
overworld,0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),15,15,324,TRAINER,249,3715,0x0000
overworld,0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),16,16,327,TRAINER,249,3716,0x0000
overworld,0040,HAUNT AREA 1(H387); HAUNT AREA 2(H388); HAUNT AREA 3(H389); HAUNT AREA 4(H390); HAUNT AREA 5(H391),17,17,327,TRAINER,249,3717,0x0000
overworld,0041,MANSION A1(H392),0,0,327,TRAINER,252,3718,0x0000
overworld,0041,MANSION A1(H392),1,1,324,TRAINER,252,3719,0x0000
overworld,0041,MANSION A1(H392),2,2,327,TRAINER,252,3720,0x0000
overworld,0042,D HQ1 F2(H68),0,0,322,NORMAL,10,6,0x01B8
overworld,0042,D HQ1 F2(H68),1,1,326,NORMAL,10,5,0x0000
overworld,0042,D HQ1 F2(H68),2,2,1004,NORMAL,10,4,0x0000
overworld,0042,D HQ1 F2(H68),3,3,34,NORMAL,10,7,0x01B8
overworld,0042,D HQ1 F2(H68),4,4,222,TRAINER,10,3186,0x01B7
overworld,0042,D HQ1 F2(H68),5,5,221,TRAINER,10,3197,0x01B7
overworld,0042,D HQ1 F2(H68),6,6,222,TRAINER,10,3187,0x01B7
overworld,0042,D HQ1 F2(H68),7,7,222,TRAINER,10,3185,0x01B7
overworld,0042,D HQ1 F2(H68),8,8,326,NORMAL,10,11,0x0000
overworld,0042,D HQ1 F2(H68),9,9,325,NORMAL,10,10,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),0,0,377,TRAINER,203,3265,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),1,1,20,TRAINER,203,3266,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),2,2,9,TRAINER,203,3268,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),3,3,12,TRAINER,203,3267,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),4,4,20,TRAINER,203,3345,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),5,5,20,TRAINER,203,3346,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),6,6,12,TRAINER,203,3347,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),7,7,323,TRAINER,203,3348,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),8,8,351,TRAINER,203,3349,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),9,9,5,TRAINER,203,3352,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),10,10,20,TRAINER,203,3353,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),11,11,20,TRAINER,203,3350,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),12,12,12,TRAINER,203,3351,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),13,13,347,TRAINER,203,3366,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),14,14,347,TRAINER,203,3368,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),15,15,347,TRAINER,203,3369,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),16,16,347,TRAINER,203,3371,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),17,17,20,TRAINER,203,3367,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),18,18,377,TRAINER,203,3370,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),19,19,141,TRAINER,203,3286,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),20,20,227,TRAINER,203,3376,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),21,21,20,TRAINER,203,3377,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),22,22,141,TRAINER,203,3287,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),23,23,9,TRAINER,203,3288,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),24,24,351,TRAINER,203,3289,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),25,25,351,TRAINER,203,3289,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),26,26,377,TRAINER,203,3290,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),27,27,344,TRAINER,203,3291,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),28,28,219,TRAINER,203,3292,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),29,29,351,TRAINER,203,3293,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),30,30,377,TRAINER,203,3294,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),31,31,351,TRAINER,203,3295,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),32,32,9,TRAINER,203,3300,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),33,33,12,TRAINER,203,3301,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),34,34,9,TRAINER,203,3302,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),35,35,10,TRAINER,203,3303,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),36,36,10,TRAINER,203,3304,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),37,37,351,TRAINER,203,3296,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),38,38,347,TRAINER,203,3297,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),39,39,377,TRAINER,203,3305,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),40,40,377,TRAINER,203,3306,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),41,41,20,TRAINER,203,3307,0x0000
overworld,0043,RT 9 AREA 1(H242); RT 9 AREA 2(H243); RT 9 AREA 3(H244); RT 9 AREA 4(H246); RT 9 AREA 5(H247); RT 10 AREA 1(H248); RT 10 AREA 2(H249),42,42,344,TRAINER,203,3308,0x0000
overworld,0045,UNDARA CAVE 2(H331),0,0,324,TRAINER,259,3612,0x0000
overworld,0045,UNDARA CAVE 2(H331),1,1,327,TRAINER,259,3613,0x0000
overworld,0045,UNDARA CAVE 2(H331),2,2,324,TRAINER,259,3614,0x0000
overworld,0045,UNDARA CAVE 2(H331),3,3,324,TRAINER,259,3615,0x0000
overworld,0045,UNDARA CAVE 2(H331),4,4,324,TRAINER,259,3616,0x0000
overworld,0045,UNDARA CAVE 2(H331),5,5,327,TRAINER,259,3617,0x0000
overworld,0045,UNDARA CAVE 2(H331),6,6,324,TRAINER,259,3618,0x0000
overworld,0045,UNDARA CAVE 2(H331),7,7,324,TRAINER,259,3619,0x0000
overworld,0045,UNDARA CAVE 2(H331),8,8,327,TRAINER,259,3620,0x0000
overworld,0045,UNDARA CAVE 2(H331),9,9,324,TRAINER,259,3621,0x0000
overworld,0045,UNDARA CAVE 2(H331),10,10,324,TRAINER,259,3622,0x0000
overworld,0046,HAMPELL TOWN(H23),0,0,325,NORMAL,735,1,0x0000
overworld,0046,HAMPELL TOWN(H23),1,1,332,NORMAL,735,2,0x0000
overworld,0046,HAMPELL TOWN(H23),2,2,328,NORMAL,735,7,0x027E
overworld,0046,HAMPELL TOWN(H23),3,3,521,NORMAL,735,1,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),0,0,351,TRAINER,201,3208,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),1,1,20,TRAINER,201,3201,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),2,2,351,TRAINER,201,3209,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),3,3,20,TRAINER,201,3211,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),4,4,351,TRAINER,201,3212,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),5,5,219,TRAINER,201,3213,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),6,6,219,TRAINER,201,3214,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),7,7,344,TRAINER,201,3215,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),8,8,344,TRAINER,201,3239,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),9,9,344,TRAINER,201,3240,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),10,10,12,TRAINER,201,3241,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),11,11,20,TRAINER,201,3242,0x0000
overworld,0048,RT 8 AREA 1(H150); RT 8 AREA 2(H151); RT 8 AREA 3(H161); RT 8 AREA 4(H162),12,12,323,TRAINER,201,3249,0x0000
overworld,0049,D HQ1 F3(H69),0,0,222,TRAINER,11,3188,0x01B7
overworld,0049,D HQ1 F3(H69),1,1,222,TRAINER,11,3189,0x01B7
overworld,0049,D HQ1 F3(H69),2,2,29,TRAINER,11,3470,0x01B7
overworld,0049,D HQ1 F3(H69),3,3,322,NORMAL,11,4,0x0000
overworld,0049,D HQ1 F3(H69),4,4,326,NORMAL,11,6,0x0000
overworld,0049,D HQ1 F3(H69),5,5,322,NORMAL,11,5,0x01B8
overworld,0049,D HQ1 F3(H69),6,6,222,TRAINER,11,3190,0x01B7
overworld,0049,D HQ1 F3(H69),7,7,257,NORMAL,11,7,0x01BF
overworld,0049,D HQ1 F3(H69),8,8,257,NORMAL,11,7,0x01BF
overworld,0050,D HQ1 F4(H70),0,0,29,TRAINER,15,3471,0x01B7
overworld,0050,D HQ1 F4(H70),1,1,222,TRAINER,15,3191,0x01B7
overworld,0050,D HQ1 F4(H70),2,2,221,TRAINER,15,8,0x01B7
overworld,0050,D HQ1 F4(H70),3,3,294,TRAINER,15,3705,0x01B7
overworld,0050,D HQ1 F4(H70),4,4,389,NORMAL,15,5,0x0000
overworld,0050,D HQ1 F4(H70),5,5,1008,NORMAL,15,6,0x0000
overworld,0050,D HQ1 F4(H70),6,6,332,NORMAL,15,4,0x01B8
overworld,0050,D HQ1 F4(H70),7,7,323,NORMAL,15,7,0x0000
overworld,0050,D HQ1 F4(H70),8,8,87,NORMAL,15,7002,0x0441
overworld,0051,D HQ1 F5(H71),0,0,341,NORMAL,16,3,0x02C6
overworld,0051,D HQ1 F5(H71),1,1,223,TRAINER,16,3477,0x01B7
overworld,0051,D HQ1 F5(H71),2,2,293,NORMAL,16,3,0x02C7
overworld,0052,D HQ1 F6(H72),0,0,224,NORMAL,18,2,0x01B7
overworld,0052,D HQ1 F6(H72),1,1,341,NORMAL,18,0,0x01B8
overworld,0056,TROOME CITY(H409); TROOME TBD 1(H420); TROOME TBD 2(H421); TROOME TBD 3(H422); TROOME TBD 4(H423); TROOME TBD 5(H424); TROOME TBD 6(H425); TROOME TBD 7(H426); TROOME TBD 8(H427); TROOME TBD 9(H428); TROOME TBD 10(H429),0,0,521,NORMAL,827,1,0x0000
overworld,0057,MAUNCESTON T(H10),0,0,347,NORMAL,842,2,0x0000
overworld,0057,MAUNCESTON T(H10),1,4,870,NORMAL,842,2,0x0000
overworld,0057,MAUNCESTON T(H10),2,6,522,NORMAL,842,1,0x0000
overworld,0057,MAUNCESTON T(H10),3,3,299,NORMAL,842,3,0x0000
overworld,0057,MAUNCESTON T(H10),4,4,394,NORMAL,842,4,0x0000
overworld,0057,MAUNCESTON T(H10),5,5,434,NORMAL,842,5,0x0000
overworld,0057,MAUNCESTON T(H10),6,1,382,NORMAL,842,6,0x0000
overworld,0058,MAUN 09 LAB01(H19),0,0,99,NORMAL,843,1,0x0191
overworld,0058,MAUN 09 LAB01(H19),1,1,34,NORMAL,843,0,0x019D
overworld,0058,MAUN 09 LAB01(H19),2,2,29,NORMAL,843,2,0x0246
overworld,0058,MAUN 09 LAB01(H19),3,3,101,NORMAL,843,0,0x01A6
overworld,0059,MAUN 10 LAB02(H20),0,0,394,NORMAL,844,1,0x0000
overworld,0059,MAUN 10 LAB02(H20),1,1,193,NORMAL,844,2,0x0000
overworld,0059,MAUN 10 LAB02(H20),2,2,299,NORMAL,844,3,0x0000
overworld,0059,MAUN 10 LAB02(H20),3,3,336,NORMAL,844,4,0x0000
overworld,0059,MAUN 10 LAB02(H20),4,4,337,NORMAL,844,5,0x0000
overworld,0059,MAUN 10 LAB02(H20),5,5,427,NORMAL,844,6,0x0000
overworld,0059,MAUN 10 LAB02(H20),6,6,385,NORMAL,844,7,0x0000
overworld,0059,MAUN 10 LAB02(H20),7,7,40,NORMAL,844,8,0x0000
overworld,0059,MAUN 10 LAB02(H20),8,8,218,NORMAL,844,9,0x0000
overworld,0059,MAUN 10 LAB02(H20),9,9,366,NORMAL,844,10,0x0000
overworld,0059,MAUN 10 LAB02(H20),10,10,211,NORMAL,844,11,0x0000
overworld,0060,MAUN 01 MUM(H11),0,0,365,NORMAL,845,2,0x0000
overworld,0061,MAUN 02 PROT(H12),0,0,376,NORMAL,846,0,0x02AA
overworld,0061,MAUN 02 PROT(H12),1,1,350,NORMAL,846,0,0x02AB
overworld,0061,MAUN 02 PROT(H12),2,2,379,NORMAL,846,0,0x02A9
overworld,0062,MAUN 03 HS01(H13),0,0,327,NORMAL,847,1,0x0000
overworld,0064,LOBART CITY(H56); RT 4 AREA 1(H81),0,0,521,NORMAL,186,1,0x0000
overworld,0064,LOBART CITY(H56); RT 4 AREA 1(H81),1,1,5,TRAINER,186,3053,0x0000
overworld,0064,LOBART CITY(H56); RT 4 AREA 1(H81),2,2,5,TRAINER,186,3054,0x0000
overworld,0065,HAMP 03 PM01(H26),0,0,334,NORMAL,851,1,0x0000
overworld,0065,HAMP 03 PM01(H26),1,1,146,NORMAL,851,2,0x0000
overworld,0065,HAMP 03 PM01(H26),2,2,324,NORMAL,851,3,0x0000
overworld,0065,HAMP 03 PM01(H26),3,3,334,NORMAL,851,4,0x0194
overworld,0065,HAMP 03 PM01(H26),4,4,299,NORMAL,851,10202,0x02A8
overworld,0065,HAMP 03 PM01(H26),5,5,193,NORMAL,851,10201,0x02A7
overworld,0066,HAMP 01 PC01(H24),0,0,335,NORMAL,852,1,0x0000
overworld,0066,HAMP 01 PC01(H24),1,1,336,NORMAL,852,9017,0x0000
overworld,0066,HAMP 01 PC01(H24),2,2,336,NORMAL,852,9003,0x0315
overworld,0066,HAMP 01 PC01(H24),3,3,336,NORMAL,852,9001,0x0315
overworld,0066,HAMP 01 PC01(H24),4,4,332,NORMAL,852,2,0x0000
overworld,0066,HAMP 01 PC01(H24),5,5,341,NORMAL,852,3,0x0000
overworld,0066,HAMP 01 PC01(H24),6,6,325,NORMAL,852,4,0x0000
overworld,0066,HAMP 01 PC01(H24),7,7,335,NORMAL,852,2025,0x0193
overworld,0066,HAMP 01 PC01(H24),8,8,336,NORMAL,852,5,0x0316
overworld,0066,HAMP 01 PC01(H24),9,9,336,NORMAL,852,6,0x0316
overworld,0067,MAUN 05 HS02(H15),0,0,328,NORMAL,854,2,0x0000
overworld,0067,MAUN 05 HS02(H15),1,1,315,NORMAL,854,3,0x0000
overworld,0068,MAUN 07 HS03(H17),0,0,330,NORMAL,855,2,0x0000
overworld,0069,MAUN 11 HS04(H21),0,0,146,NORMAL,856,2,0x0000
overworld,0069,MAUN 11 HS04(H21),1,1,319,NORMAL,856,3,0x0000
overworld,0070,MELTON CITY(H107),0,0,521,NORMAL,857,1,0x0000
overworld,0070,MELTON CITY(H107),1,1,5,TRAINER,857,3114,0x0000
overworld,0070,MELTON CITY(H107),2,2,141,TRAINER,857,3118,0x0000
overworld,0070,MELTON CITY(H107),3,3,10,TRAINER,857,3119,0x0000
overworld,0071,DANBERRA CITY(H136),0,0,521,NORMAL,866,1,0x0000
overworld,0072,BAIRNS TOWN(H250),0,0,521,NORMAL,875,1,0x0000
overworld,0072,BAIRNS TOWN(H250),1,1,31,TRAINER,875,3378,0x0000
overworld,0073,SYDTREE CITY(H163),0,0,521,NORMAL,885,1,0x0000
overworld,0074,SHEDSNOW TOWN(H279),0,0,521,NORMAL,911,1,0x0000
overworld,0075,DALICE STRING(H299),0,0,521,NORMAL,920,1,0x0000
overworld,0076,LOBA 03 PM02(H59),0,0,334,NORMAL,921,1,0x0000
overworld,0076,LOBA 03 PM02(H59),1,1,334,NORMAL,921,2,0x0000
overworld,0076,LOBA 03 PM02(H59),2,2,331,NORMAL,921,3,0x0000
overworld,0076,LOBA 03 PM02(H59),3,3,322,NORMAL,921,4,0x0000
overworld,0076,LOBA 03 PM02(H59),4,4,299,NORMAL,921,10202,0x02A8
overworld,0076,LOBA 03 PM02(H59),5,5,193,NORMAL,921,10201,0x02A7
overworld,0077,TROO 05 GYM08(H414),0,0,168,NORMAL,922,4,0x0000
overworld,0077,TROO 05 GYM08(H414),1,1,355,TRAINER,922,2,0x02ED
overworld,0077,TROO 05 GYM08(H414),2,2,219,TRAINER,922,3493,0x0000
overworld,0077,TROO 05 GYM08(H414),3,3,219,TRAINER,922,3088,0x0000
overworld,0077,TROO 05 GYM08(H414),4,4,219,TRAINER,922,3492,0x0000
overworld,0077,TROO 05 GYM08(H414),5,5,219,TRAINER,922,3045,0x0000
overworld,0077,TROO 05 GYM08(H414),6,6,330,NORMAL,922,0,0x0247
overworld,0078,LOBA 01 PC02(H57),0,0,335,NORMAL,923,1,0x0000
overworld,0078,LOBA 01 PC02(H57),1,1,336,NORMAL,923,9003,0x0000
overworld,0078,LOBA 01 PC02(H57),2,2,336,NORMAL,923,9001,0x0000
overworld,0078,LOBA 01 PC02(H57),3,3,336,NORMAL,923,9017,0x0000
overworld,0078,LOBA 01 PC02(H57),4,4,235,NORMAL,923,0,0x01C5
overworld,0078,LOBA 01 PC02(H57),5,5,338,NORMAL,923,5,0x0000
overworld,0078,LOBA 01 PC02(H57),6,6,327,NORMAL,923,4,0x0000
overworld,0078,LOBA 01 PC02(H57),7,7,328,NORMAL,923,3,0x0000
overworld,0081,HAMP 05 HS06(H28),0,0,324,NORMAL,929,1,0x0000
overworld,0081,HAMP 05 HS06(H28),1,1,183,NORMAL,929,2,0x0000
overworld,0082,HAMP 06 HS07(H29),0,0,330,NORMAL,927,1,0x0000
overworld,0082,HAMP 06 HS07(H29),1,1,146,NORMAL,927,2,0x0000
overworld,0084,TERTH CITY(H446),0,0,521,NORMAL,930,1,0x0000
overworld,0086,RADELAIDE CTY(H355),0,0,521,NORMAL,941,1,0x0000
overworld,0093,,0,0,87,NORMAL,,7355,0x0479
overworld,0093,,1,1,87,NORMAL,,7218,0x0478
overworld,0093,,2,2,319,NORMAL,,5,0x024E
overworld,0093,,3,3,329,NORMAL,,6,0x024E
overworld,0093,,4,4,146,NORMAL,,7,0x024E
overworld,0093,,5,5,146,NORMAL,,8,0x024E
overworld,0093,,6,6,367,NORMAL,,9,0x024E
overworld,0093,,7,7,325,NORMAL,,1,0x024E
overworld,0093,,8,8,1009,NORMAL,,11,0x024E
overworld,0093,,9,9,326,NORMAL,,10,0x024E
overworld,0093,,10,10,318,NORMAL,,10409,0x0000
overworld,0093,,11,11,318,NORMAL,,10411,0x0000
overworld,0093,,12,12,327,NORMAL,,10413,0x0000
overworld,0093,,13,13,328,NORMAL,,10415,0x0000
overworld,0093,,14,14,318,NORMAL,,10417,0x0000
