Trainer#,TrainerID,TrainerName,Location,OWID,TrainerClass,Level,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,Implemented,Battle Type,Category
165,165,Wyatt,Route 7 Area 1,317,TRAINERCLASS_YOUNGSTER,16,BERGMITE,BARBOACH,MINCCINO,GOSSIFLEUR,,,TRUE,,GENERIC
166,166,Ethan,Route 7 Area 1,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,15,AIPOM,HOPPIP,CYNDAQUIL,,,,,Double Battle,RIVAL Ethan 1
167,167,Nate,Route 7 Area 1,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,15,PIDOVE,ROGGENROLA,OSHAWOTT,,,,,Double Battle,RIVAL Nate 1
168,168,Isla,Route 7 Area 1,347,TRAINERCLASS_FISHERMAN,16,POLIWAG,SANDSHREW,CROAGUNK,SKITTY,,,TRUE,,GENERIC
169,169,Willow,Route 7 Area 1,317,TRAINERCLASS_YOUNGSTER,16,CUTIEFLY,TRAPINCH,WAILMER,GLAMEOW,,,TRUE,,GENERIC
170,170,Kennedy,Route 7 Area 1,351,TRAINERCLASS_PSYCHIC_F,16,SLOWPOKE,NIDORINA,ESPURR,,,,TRUE,Double Battle,GENERIC
171,171,Cooper,Route 7 Area 1,351,TRAINERCLASS_PSYCHIC_M,16,SLOWPOKE_GALARIAN,NIDORINO,ESPURR,,,,TRUE,Double Battle,GENERIC
172,172,Waly,Route 7 Area 1,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,15,MINUN,ARON,MUDKIP,,,,,,RIVAL Waly 1
173,173,Evelyn,Route 7 Area 1,317,TRAINERCLASS_YOUNGSTER,16,TEDDIURSA,POLIWAG,VULLABY,STEENEE,,,TRUE,,GENERIC
174,174,Willow,Route 7 Area 1,347,TRAINERCLASS_FISHERMAN,16,TYMPOLE,DODUO,FINIZEN,PANSAGE,,,TRUE,,GENERIC
175,175,Brandon,Route 7 Area 1,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,15,PLUSLE,TRAPINCH,TREECKO,,,,,,RIVAL Brandon 1
176,176,Jayden,Route 7 Area 1,55,TRAINERCLASS_PARASOL_LADY,16,PANPOUR,PUMPKABOO,PHANTUMP,STUNKY,,,TRUE,,GENERIC
177,177,AxelA,Sparking Roar Cave,62,TRAINERCLASS_TEAM_ROCKET_F,18,KOFFING,YAMASK,RATICATE,,,,,Double Battle,DEFIANCE 26
178,178,BlytheA,Sparking Roar Cave,62,TRAINERCLASS_TEAM_ROCKET_F,18,SCRAGGY,YAMASK_GALARIAN,RATICATE_ALOLAN,,,,,Double Battle,DEFIANCE 19
179,179,Hedra,Sparking Roar Cave,55,TRAINERCLASS_TEAM_ROCKET,18,MURKROW,ARIADOS,LOUDRED,,,,,Double Battle,DEFIANCE 20
180,180,Iskra,Sparking Roar Cave,62,TRAINERCLASS_TEAM_ROCKET_F,18,LIEPARD,DUSTOX,PURUGLY,,,,,Double Battle,DEFIANCE 21
181,181,Jett,Sparking Roar Cave,55,TRAINERCLASS_TEAM_ROCKET,18,BLITZLE,SHUPPET,GUMSHOOS,,,,,Double Battle,DEFIANCE 22
182,182,Kova,Sparking Roar Cave,62,TRAINERCLASS_TEAM_ROCKET_F,18,FERROSEED,POOCHYENA,WATCHOG,,,,,Double Battle,DEFIANCE 23
183,183,Lennox,Sparking Roar Cave,55,TRAINERCLASS_TEAM_ROCKET,18,MIGHTYENA,ZANGOOSE,MEGA_ABSOL,,,,,Double Battle,DEFIANCE 24
184,184,Mira,Sparking Roar Cave,62,TRAINERCLASS_TEAM_ROCKET_F,18,KROKOROK,SEVIPER,HARIYAMA,,,,,Double Battle,DEFIANCE 25
185,185,Samantha,Route 7 Area 1,55,TRAINERCLASS_PARASOL_LADY,18,TANDEMAUS,GEODUDE_ALOLAN,MIMEJR,REMORAID,,,TRUE,,GENERIC
186,186,Aria,Route 7 Area 1,351,TRAINERCLASS_PSYCHIC_F,18,CHINGLING,FRILLISH,MEOWTH_ALOLAN,PAWMO,,,TRUE,,GENERIC
187,187,Jacob,Route 7 Area 1,351,TRAINERCLASS_PSYCHIC_M,18,WYNAUT,PANSEAR,SKIPLOOM,SNOM,,,TRUE,,GENERIC
188,188,Ruby,Route 7 Science Lab,20,TRAINERCLASS_HIKER,18,OMANYTE,ANORITH,CRANIDOS,AMAURA,,,,,GENERIC
189,189,Landon,Route 7 Science Lab,20,TRAINERCLASS_HIKER,18,KABUTO,LILEEP,SHIELDON,TYRUNT,,,,,GENERIC
190,190,Nova,Route 7 Science Lab,10,TRAINERCLASS_GUITARIST,18,PACHIRISU,AIPOM,SMOOCHUM,NUMEL,,,,,GENERIC
191,191,Verin,Well Cave 2,40,TRAINERCLASS_PKMN_RANGER_F,18,RIOLU,MARILL,CHINGLING,BLITZLE,VULPIX,,,,ALLIANCE 19
192,192,Zadie,Well Cave 2,39,TRAINERCLASS_PKMN_RANGER_M,18,PRIMEAPE,RIBOMBEE,JUMPLUFF,VOLTORB_HISUIAN,,,,,ALLIANCE 16
193,193,Fiora,Well Cave 3,39,TRAINERCLASS_PKMN_RANGER_M,18,VULPIX_ALOLAN,SPRITZEE,CUTIEFLY,HORSEA,GOTHITA,,,,ALLIANCE 17
194,194,Winslow,Well Cave 3,40,TRAINERCLASS_PKMN_RANGER_F,18,CORVISQUIRE,SWIRLIX,MORGREM,SOLOSIS,MINCCINO,,,,ALLIANCE 20
195,195,Galen,Well Cave 4,39,TRAINERCLASS_PKMN_RANGER_M,18,FLOETTE,DRILBUR,DARUMAKA,TANDEMAUS,EXEGGCUTE,,,,ALLIANCE 18
196,196,Rudy,Well Cave 3,20,TRAINERCLASS_HIKER,19,DEERLING,BIBAREL,DOTTLER,CETODDLE,,,TRUE,,GENERIC
197,197,Lucas,Well Cave 3,50,TRAINERCLASS_RUIN_MANIAC,19,FINNEON,BEEDRILL,TEDDIURSA,DELIBIRD,,,TRUE,,GENERIC
198,198,Santiago,Well Cave 3,219,TRAINERCLASS_MEDIUM,19,SANDYGAST,SEEL,MAGBY,ARCHEN,,,TRUE,,GENERIC
199,199,Olivia,Well Cave 4,20,TRAINERCLASS_HIKER,19,GLIMMET,BALTOY,MIENFOO,KABUTO,,,TRUE,,GENERIC
200,200,Amelia,Well Cave 4,10,TRAINERCLASS_GUITARIST,19,PAWMO,SKIDDO,SHIELDON,LUVDISC,,,TRUE,,GENERIC
201,201,Victor,Well Cave 4,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,19,DOTTLER,FLAPPLE,CHEWTLE,IMPIDIMP,RABOOT,,,,RIVAL Victor 2
202,202,Aurora,Route 8 Area 1,20,TRAINERCLASS_HIKER,19,PONYTA,SMOOCHUM,TIRTOUGA,MIENFOO,,,TRUE,,GENERIC
203,203,Noah,Danberra Gym 3 Grass,141,TRAINERCLASS_AROMA_LADY,20,FERROSEED,FOONGUS,SWADLOON,SKIPLOOM,,,,,GYM
204,204,Opal,Danberra Gym 3 Grass,141,TRAINERCLASS_AROMA_LADY,20,GROOKEY,NUZLEAF,WEEPINBELL,,,,,,GYM
205,205,Parker,Danberra Gym 3 Grass,141,TRAINERCLASS_AROMA_LADY,20,SNIVY,LOMBRE,GLOOM,,,,,,GYM
206,206,Quinn,Danberra Gym 3 Grass,141,TRAINERCLASS_AROMA_LADY,20,CACNEA,VOLTORB_HISUIAN,PARASECT,MORELULL,,,,,GYM
207,207,Whitney,Danberra Gym 3 Grass,,TRAINERCLASS_LEADER_WHITNEY,23,THWACKEY,CHERRIM,CARNIVINE,TROPIUS,MEGA_ABOMASNOW,,,Gym,GYM LEADER 3.1.1
208,208,Whitney,Danberra Gym 3 Grass,,TRAINERCLASS_LEADER_WHITNEY,26,THWACKEY,ELECTRODE_HISUIAN,LURANTIS,JUMPLUFF,SHIINOTIC,MEGA_SCEPTILE,,Gym,GYM LEADER 3.2.2
209,209,Aaliyah,Route 8 Area 1,351,TRAINERCLASS_PSYCHIC_M,20,NATU,NOSEPASS,CHINCHOU,SINISTEA,,,TRUE,,GENERIC
210,210,Noah,Route 8 Area 1,351,TRAINERCLASS_PSYCHIC_F,20,BRONZOR,VANILLITE,WOOBAT,GOLETT,,,TRUE,,GENERIC
211,211,Elio,Route 8 Area 1,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,20,CHARJABUG,ROCKRUFF,MUDBRAY,DARTRIX,,,,,RIVAL Elio 2
212,212,Sophia,Route 8 Area 1,20,TRAINERCLASS_HIKER,20,BINACLE,MEDITITE,DOTTLER,IMPIDIMP,SHIELDON,,TRUE,,GENERIC
213,213,Eleanor,Route 8 Area 1,351,TRAINERCLASS_PSYCHIC_M,20,EXEGGCUTE,UNOWN,BALTOY,GIMMIGHOUL_ROAMING,,,TRUE,,GENERIC
214,214,Savannah,Route 8 Area 1,219,TRAINERCLASS_MEDIUM,20,ZORUA,ABRA,HONEDGE,,,,TRUE,Double Battle,GENERIC
215,215,Catherine,Route 8 Area 1,219,TRAINERCLASS_MEDIUM,20,ZORUA_HISUIAN,HATENNA,GASTLY,,,,TRUE,Double Battle,GENERIC
216,216,Ryan,Route 8 Area 1,344,TRAINERCLASS_BLACK_BELT,21,PSYDUCK,CHIMECHO,MAGNEMITE,PAWNIARD,,,TRUE,,GENERIC
217,217,Calem,Route 8 Area 1,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,21,FLETCHINDER,MEOWSTIC,SKRELP,LITLEO,FROGADIER,,,,RIVAL Calem 2
218,218,Caroline,Voltic Cave 1,351,TRAINERCLASS_PSYCHIC_F,21,WOBBUFFET,DELCATTY,ELEKID,FLOETTE,BASCULIN,,TRUE,,GENERIC
219,219,Luna,Voltic Cave 1,338,TRAINERCLASS_SUPER_NERD,21,PORYGON,TINKATUFF,EMOLGA,ELGYEM,OMANYTE,,TRUE,,GENERIC
220,220,Amelia,Voltic Cave 1,351,TRAINERCLASS_PSYCHIC_F,21,DUOSION,HATTREM,PONYTA,,,,TRUE,Double Battle,GENERIC
221,221,Skylar,Voltic Cave 1,351,TRAINERCLASS_PSYCHIC_M,21,GOTHORITA,MORGREM,TRANQUILL,,,,TRUE,Double Battle,GENERIC
222,222,Helena,Azelf Den,40,TRAINERCLASS_PKMN_RANGER_F,22,FIDOUGH,FLAAFFY,PONYTA_GALARIAN,SUNFLORA,TINKATINK,,,,ALLIANCE 26
223,223,Yvette,Azelf Den,40,TRAINERCLASS_PKMN_RANGER_F,22,NOSEPASS,FLOETTE,FLAAFFY,DRATINI,TIMBURR,,,,ALLIANCE 21
224,224,AilaA,Azelf Den,39,TRAINERCLASS_PKMN_RANGER_M,22,LINOONE,DELCATTY,PACHIRISU,MEDICHAM,BEAUTIFLY,RAICHU_ALOLAN,,,ALLIANCE 23
225,225,Isaac,Voltic Cave 1,377,TRAINERCLASS_POKE_MANIAC,22,STARYU,SPINDA,HAUNTER,EELEKTRIK,GIRAFARIG,,TRUE,,GENERIC
226,226,Liam,Voltic Cave 1,351,TRAINERCLASS_PSYCHIC_F,22,POLIWHIRL,MR_MIME,GRAVELER,,,,TRUE,Double Battle,GENERIC
227,227,Stella,Voltic Cave 1,351,TRAINERCLASS_PSYCHIC_M,22,PALPITOAD,MR_MIME_GALARIAN,BOLDORE,,,,TRUE,Double Battle,GENERIC
228,228,BrennaA,Uxie Den,39,TRAINERCLASS_PKMN_RANGER_M,22,CLEFAIRY,GIRAFARIG,FIDOUGH,LICKITUNG,CORSOLA,,,,ALLIANCE 24
229,229,CassianA,Uxie Den,39,TRAINERCLASS_PKMN_RANGER_M,22,HONEDGE,EEVEE,LAMPENT,HIPPOPOTAS,DROWZEE,,,,ALLIANCE 25
230,230,Zander,Uxie Den,40,TRAINERCLASS_PKMN_RANGER_F,22,FURRET,EMOLGA,JYNX,LUMINEON,BUTTERFREE,MEGA_CAMERUPT,,,ALLIANCE 22
231,231,Henry,Voltic Cave 1,219,TRAINERCLASS_MEDIUM,24,ROTOM,DROWZEE,AUDINO,GLIMMET,GIMMIGHOUL_ROAMING,,TRUE,,GENERIC
232,232,Genesis,Voltic Cave 1,5,TRAINERCLASS_BUG_CATCHER,24,CHARJABUG,KADABRA,SPINDA,VANILLISH,YAMASK_GALARIAN,,TRUE,,GENERIC
233,233,DariaA,Mesprit,39,TRAINERCLASS_PKMN_RANGER_M,24,DELCATTY,ELEKID,PORYGON,SNOVER,LEDIAN,,,,ALLIANCE 29
234,234,Averil,Mesprit,40,TRAINERCLASS_PKMN_RANGER_F,24,TEDDIURSA,DELIBIRD,NIDORINO,LUVDISC,DEERLING,,,,ALLIANCE 27
235,235,Bastian,Mesprit,40,TRAINERCLASS_PKMN_RANGER_F,24,WOBBUFFET,BRELOOM,PACHIRISU,VIGOROTH,GOLDUCK,MEGA_AUDINO,,,ALLIANCE 28
236,236,Connor,Voltic Cave 1,351,TRAINERCLASS_PSYCHIC_F,24,MEOWSTIC_FEMALE,HERDIER,LUXIO,,,,TRUE,Double Battle,GENERIC
237,237,Alexander,Voltic Cave 1,351,TRAINERCLASS_PSYCHIC_M,24,MEOWSTIC,LOUDRED,FLAAFFY,,,,TRUE,Double Battle,GENERIC
238,238,Benjamin,Voltic Cave 1,377,TRAINERCLASS_POKE_MANIAC,24,ROSELIA,GRUMPIG,HAUNTER,TYRUNT,MEDICHAM,,TRUE,,GENERIC
239,239,Serena,Route 8 Area 1,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,24,SPEWPA,DEDENNE,HONEDGE,SKIDDO,BRAIXEN,,,,RIVAL Serena 2
240,240,Logan,Route 8 Area 1,344,TRAINERCLASS_BLACK_BELT,24,MACHOKE,VOLBEAT,CLODSIRE,,,,TRUE,Double Battle,GENERIC
241,241,Matthew,Route 8 Area 1,344,TRAINERCLASS_BLACK_BELT,24,GURDURR,ILLUMISE,QUAGSIRE,,,,TRUE,Double Battle,GENERIC
242,242,Maddy,Route 8 Area 1,12,TRAINERCLASS_PKMN_BREEDER_F,24,LINOONE,GUMSHOOS,DIGGERSBY,GREEDENT,FURRET,RATICATE,TRUE,,GENERIC
243,243,Christian,Route 8 Area 1,20,TRAINERCLASS_HIKER,24,DUGTRIO_ALOLAN,KECLEON,SEAKING,DODUO,,,TRUE,,GENERIC
244,244,Iris,Sydtree Forest Area 1,55,TRAINERCLASS_TEAM_ROCKET,26,ELECTRIKE,GRIMER_ALOLAN,GEODUDE,ARON,,,,,DEFIANCE 27
245,245,CyraA,Sydtree Forest Area 1,62,TRAINERCLASS_TEAM_ROCKET_F,26,ZORUA,CROAGUNK,SHUPPET,DRILBUR,,,,,DEFIANCE 28
246,246,Jorn,Sydtree Forest Area 1,55,TRAINERCLASS_TEAM_ROCKET,26,GOTHITA,PURRLOIN,STUNKY,CACNEA,,,,,DEFIANCE 29
247,247,Kara,Sydtree Forest Area 1,55,TRAINERCLASS_TEAM_ROCKET,26,BELLSPROUT,PAWNIARD,BALTOY,PANCHAM,,,,,DEFIANCE 31
248,248,DravenA,Sydtree Forest Area 1,62,TRAINERCLASS_TEAM_ROCKET_F,26,VAROOM,MASCHIFF,VOLTORB,PUMPKABOO,,,,,DEFIANCE 30
249,249,Lazlo,Sydtree Forest Area 1,55,TRAINERCLASS_TEAM_ROCKET,26,KRICKETUNE,SCRAGGY,BRONZOR,TRUBBISH,,,,,DEFIANCE 32
250,250,Andrew,Route 8 Area 1,323,TRAINERCLASS_BIRD_KEEPER,26,CHATOT,MINIOR,QWILFISH,CHERRIM,,,TRUE,,GENERIC
251,251,Connor,Sydtree Forest Area 1,5,TRAINERCLASS_BUG_CATCHER,26,VIVILLON,BEAUTIFLY,BUTTERFREE,,,,TRUE,Double Battle,GENERIC
252,252,Hudson,Sydtree Forest Area 1,5,TRAINERCLASS_BUG_CATCHER,26,VENOMOTH,DUSTOX,BEEDRILL,,,,TRUE,Double Battle,GENERIC
253,253,Michael,Sydtree Forest Area 1,5,TRAINERCLASS_BUG_CATCHER,26,SKORUPI,SEVIPER,SMEARGLE,SWADLOON,SHELMET,,TRUE,,GENERIC
254,254,Jaxon,Sydtree Forest Area 1,141,TRAINERCLASS_AROMA_LADY,26,WEEPINBELL,KRICKETUNE,TROPIUS,WHIRLIPEDE,,,TRUE,,GENERIC
255,255,Serenity,Sydtree Forest Area 1,141,TRAINERCLASS_AROMA_LADY,26,MARACTUS,BUNEARY,CARNIVINE,LEDIAN,,,TRUE,,GENERIC
256,256,Genesis,Sydtree Forest Area 1,141,TRAINERCLASS_AROMA_LADY,26,SKIDDO,RHYHORN,TRUMBEAK,SUNFLORA,,,TRUE,,GENERIC
257,257,Henry,Sydtree Forest Area 1,9,TRAINERCLASS_PKMN_BREEDER_M,26,RATICATE,DUGTRIO,TENTACOOL,,,,TRUE,Double Battle,GENERIC
258,258,Addison,Sydtree Forest Area 1,31,TRAINERCLASS_ROUGHNECK,26,RATICATE_ALOLAN,WUGTRIO,TOEDSCOOL,,,,TRUE,Double Battle,GENERIC
259,259,Aiden,Sydtree Forest Area 1,5,TRAINERCLASS_BUG_CATCHER,27,WORMADAM,WORMADAM_TRASHY,WORMADAM_SANDY,MOTHIM,,,TRUE,,GENERIC
260,260,Thomas,Sydtree Forest Area 1,40,TRAINERCLASS_WORKER,27,MEOWTH_GALARIAN,PARASECT,CHATOT,POIPOLE,,,TRUE,,GENERIC
261,261,May,Sydtree Forest Area 1,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,27,KIRLIA,ROSELIA,SWABLU,ZIGZAGOON_GALARIAN,COMBUSKEN,,,,RIVAL May 2
262,262,Leo,Sydtree Forest Area 1,5,TRAINERCLASS_BUG_CATCHER,27,YANMA,MARACTUS,SWALOT,SPIDOPS,,,TRUE,,GENERIC
263,263,Nora,Sydtree Forest Area 1,141,TRAINERCLASS_AROMA_LADY,27,TROPIUS,CARNIVINE,ELDEGOSS,DUNSPARCE,,,TRUE,,GENERIC
264,264,Stella,Sydtree Forest Area 1,5,TRAINERCLASS_BUG_CATCHER,27,FORRETRESS,MASQUERAIN,LILEEP,,,,TRUE,,GENERIC
265,265,Gloria,Sydtree Forest Area 1,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,27,CARKOL,MORPEKO,SNOM,HATENNA,THWACKEY,,,,RIVAL Gloria 2
266,266,Ellie,Route 9 Area 1,377,TRAINERCLASS_POKE_MANIAC,27,SEVIPER,CHIMECHO,FLOETTE,NOCTOWL,,,TRUE,,GENERIC
267,267,Logan,Route 9 Area 1,20,TRAINERCLASS_HIKER,27,MINIOR,KLANG,TANGELA,AUDINO,,,TRUE,,GENERIC
268,268,Nathan,Route 9 Area 1,12,TRAINERCLASS_PKMN_BREEDER_F,27,CHANSEY,BANETTE,HITMONTOP,TIRTOUGA,,,TRUE,,GENERIC
269,269,Anna,Route 9 Area 1,9,TRAINERCLASS_PKMN_BREEDER_M,27,MUNCHLAX,BEAUTIFLY,CRABRAWLER,,,,TRUE,,GENERIC
270,270,Esme,Sydtree Gym 04 Water,347,TRAINERCLASS_FISHERMAN,28,LUVDISC,BIBAREL,SIMIPOUR,SEAKING,,,,,GYM
271,271,Felix,Sydtree Gym 04 Water,347,TRAINERCLASS_FISHERMAN,28,WAILMER,SEALEO,QUAGSIRE,AZUMARILL,,,,,GYM
272,272,Greta,Sydtree Gym 04 Water,347,TRAINERCLASS_FISHERMAN,28,CORSOLA,CLOYSTER,CLAMPERL,LUMINEON,POLIWHIRL,,,,GYM
273,273,Holden,Sydtree Gym 04 Water,347,TRAINERCLASS_FISHERMAN,28,CARVANHA,CHINCHOU,WUGTRIO,FROGADIER,,,,,GYM
274,274,Morty,Sydtree Gym 04 Water,,TRAINERCLASS_LEADER_MORTY,32,PELIPPER,GOREBYSS,CLAUNCHER,GASTRODON,MEGA_GYARADOS,,,Gym,GYM LEADER 4.1.1
275,275,Morty,Sydtree Gym 04 Water,,TRAINERCLASS_LEADER_MORTY,36,POLITOED,HUNTAIL,PALAFIN,TAUROS_AQUA,DREDNAW,MEGA_SWAMPERT,,Gym,GYM LEADER 4.2.1
276,276,Selene,Boat To Great Barrier Reef,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,26,STEENEE,ROCKRUFF,SALANDIT,BRIONNE,,,,,RIVAL Selene 2
277,277,Hau,Boat To Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,26,TRUMBEAK,ROCKRUFF,FOMANTIS,TORRACAT,,,,,RIVAL Hau 2
278,278,Waly,Boat To Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,26,MINUN,LAIRON,SHROOMISH,SLAKOTH,MARSHTOMP,,,,RIVAL Waly 2
279,279,Brandon,Boat To Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,26,PLUSLE,VIBRAVA,TAILLOW,SPHEAL,GROVYLE,,,,RIVAL Brandon 2
280,280,Noah,Great Barrier Reef,141,TRAINERCLASS_AROMA_LADY,26,SPRIGATITO,FUECOCO,QUAXLY,,,,,,GENERIC
281,281,Ethan,Boat To Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,26,AIPOM,SKIPLOOM,HORSEA,TEDDIURSA,QUILAVA,,,,RIVAL Ethan 2
282,282,Lyra,Boat To Great Barrier Reef,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,26,MARILL,FLAAFY,MAGBY,TOGEPI,BAYLEEF,,,,RIVAL Lyra 2
283,283,Red,Boat To Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,26,PIKACHU,PIDGEOTTO,EXEGGCUTE,MUNCHLAX,CHARMELEON,,,,RIVAL Red 2
284,284,Green,Boat To Great Barrier Reef,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,26,NIDORINO,KADABRA,VULPIX,STARYU,IVYSAUR,,,,RIVAL Green 2
285,285,Kennedy,Great Barrier Reef,347,TRAINERCLASS_FISHERMAN,26,BASCULIN,SEAKING,CASTFORM,TANGELA,GOLDEEN,,,,GENERIC
286,286,Harper,Great Barrier Reef,12,TRAINERCLASS_PKMN_BREEDER_F,26,PIDGEY,POLIWAG,SHROOMISH,,,,,,GENERIC
287,287,Evelyn,Route 9 Area 1,141,TRAINERCLASS_AROMA_LADY,29,CHERUBI,ARON,SHINX,DUCKLETT,,,TRUE,,GENERIC
288,288,Victoria,Route 9 Area 1,141,TRAINERCLASS_AROMA_LADY,29,GEODUDE,BELLSPROUT,PSYDUCK,,,,TRUE,Double Battle,GENERIC
289,289,Eddy,Route 9 Area 1,9,TRAINERCLASS_PKMN_BREEDER_M,29,ZIGZAGOON,MAGNEMITE,SANDSHREW,,,,TRUE,Double Battle,GENERIC
290,290,Ella,Route 9 Area 1,351,TRAINERCLASS_PSYCHIC_F,29,SPOINK,WOOPER,HOUNDOUR,VENIPEDE,,,TRUE,,GENERIC
291,291,Noah,Route 9 Area 1,377,TRAINERCLASS_POKE_MANIAC,29,BALTOY,GASTLY,ODDISH,,,,TRUE,,GENERIC
292,292,Grace,Route 9 Area 1,344,TRAINERCLASS_BLACK_BELT,29,TYROGUE,ELECTRIKE,SHELLOS,SPEAROW,,,TRUE,,GENERIC
293,293,Aria,Route 9 Area 1,219,TRAINERCLASS_MEDIUM,31,DRIFLOON,PHANPY,PURRLOIN,TYMPOLE,,,TRUE,,GENERIC
294,294,Logan,Route 9 Area 1,351,TRAINERCLASS_PSYCHIC_F,31,DROWZEE,MIENFOO,STUNKY,RUFFLET,,,TRUE,,GENERIC
295,295,Olivia,Route 9 Area 1,377,TRAINERCLASS_POKE_MANIAC,31,CROAGUNK,BUIZEL,PONYTA,NOSEPASS,,,TRUE,,GENERIC
296,296,Joshua,Route 9 Area 1,351,TRAINERCLASS_PSYCHIC_F,31,CHIMECHO,CLODSIRE,DUNSPARCE,SHEDINJA,PANPOUR,,TRUE,,GENERIC
297,297,Ella,Route 10 Area 1,351,TRAINERCLASS_PSYCHIC_M,31,SLOWPOKE_GALARIAN,DARUMAKA,VOLTORB_HISUIAN,,,,TRUE,Double Battle,GENERIC
298,298,Kinsley,Route 10 Area 1,347,TRAINERCLASS_FISHERMAN,31,SLOWPOKE,DARUMAKA_GALARIAN,VOLTORB,,,,TRUE,Double Battle,GENERIC
299,299,Nate,Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,27,TRANQUILL,BOLDORE,DARUMAKA_GALARIAN,TIMBURR,PAWNIARD,DEWOTT,,,RIVAL Nate 2
300,300,Rosa,Great Barrier Reef,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,27,SWADLOON,PALPITOAD,MINCCINO,KLINK,GOTHITA,PIGNITE,,,RIVAL Rosa 2
301,301,Benjamin,Route 9 Area 1,9,TRAINERCLASS_PKMN_BREEDER_M,31,SHEDINJA,DITTO,SLAKOTH,CHINGLING,PANSAGE,,TRUE,,GENERIC
302,302,Cooper,Route 9 Area 1,12,TRAINERCLASS_PKMN_BREEDER_F,31,WOOLOO,WINGULL,TYNAMO,EKANS,GREAVARD,STEENEE,TRUE,,GENERIC
303,303,Jack,Route 10 Area 1,9,TRAINERCLASS_PKMN_BREEDER_M,31,LILLIPUP,WATTREL,BARBOACH,BONSLY,MEOWTH_GALARIAN,MUNNA,TRUE,,GENERIC
304,304,Bella,Route 9 Area 1,10,TRAINERCLASS_GUITARIST,33,MAREEP,FLETCHLING,HORSEA,GIMMIGHOUL,VAROOM,CAPSAKID,TRUE,,GENERIC
305,305,Jacob,Route 10 Area 1,10,TRAINERCLASS_GUITARIST,33,HELIOPTILE,KLINK,REMORAID,GULPIN,YAMASK,MACHOP,TRUE,,GENERIC
306,306,Eleanor,Route 9 Area 1,377,TRAINERCLASS_POKE_MANIAC,33,SHROODLE,GOLETT,TIMBURR,SIZZLIPEDE,FERROSEED,SHELLDER,TRUE,,GENERIC
307,307,Layla,Route 10 Area 1,377,TRAINERCLASS_POKE_MANIAC,33,NUMEL,TANDEMAUS,MAREANIE,GRIMER,CLOBBOPUS,SLOWPOKE_GALARIAN,TRUE,,GENERIC
308,308,Asher,Route 9 Area 1,20,TRAINERCLASS_HIKER,33,BINACLE,PHANTUMP,DODUO,DARUMAKA,SILICOBRA,AXEW,TRUE,,GENERIC
309,309,Ryan,Route 9 Area 1,344,TRAINERCLASS_BLACK_BELT,33,PANCHAM,EXEGGCUTE,FARFETCHD,OMANYTE,SPRITZEE,,TRUE,,GENERIC
310,310,Ezra,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,33,CORPHISH,SWABLU,CUBONE,WATCHOG,SWIRLIX,,TRUE,,GENERIC
311,311,Luke,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,33,MANKEY,SKWOVET,SINISTEA,MIMEJR,KARRABLAST,PANSEAR,TRUE,,GENERIC
312,312,Ruby,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,33,CHATOT,HIPPOPOTAS,NINJASK,EEVEE,NATU,SKRELP,TRUE,,GENERIC
313,313,Thomas,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,33,KLANG,DUGTRIO_ALOLAN,TINKATUFF,ROTOM,AUDINO,KRICKETUNE,TRUE,,GENERIC
314,314,Aria,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,33,AMOONGUSS,WISHIWASHI,PELIPPER,TIRTOUGA,MINCCINO,,TRUE,,GENERIC
315,315,Luke,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,33,SEEL,MAROWAK,RUFFLET,ANORITH,ABRA,,TRUE,,GENERIC
316,316,Shauna,Great Barrier Reef,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,28,FLOETTE,HELIOLISK,INKAY,CLAUNCHER,QUILLADIN,,,,RIVAL Shauna 2
