Pokemon,Move,Method,Level
GENESECT_DOUSE_DRIVE,PROTECT,tm,
GENESECT_DOUSE_DRIVE,GIGA_DRAIN,tm,
GENESECT_DOUSE_DRIVE,FRUSTRATION,tm,
GENESECT_DOUSE_DRIVE,SOLAR_BEAM,tm,
GENESECT_DOUSE_DRIVE,THUNDERBOLT,tm,
GENESECT_DOUSE_DRIVE,THUNDER,tm,
GENESECT_DOUSE_DRIVE,RETURN,tm,
GENESECT_DOUSE_DRIVE,PSYCHIC,tm,
GENESECT_DOUSE_DRIVE,DOUBLE_TEAM,tm,
GENESECT_DOUSE_DRIVE,REFLECT,tm,
GENESECT_DOUSE_DRIVE,SHOCK_WAVE,tm,
GENESECT_DOUSE_DRIVE,FLAMETHROWER,tm,
GENESECT_DOUSE_DRIVE,AERIAL_ACE,tm,
GENESECT_DOUSE_DRIVE,FACADE,tm,
GENESECT_DOUSE_DRIVE,SECRET_POWER,tm,
GENESECT_DOUSE_DRIVE,REST,tm,
GENESECT_DOUSE_DRIVE,ENERGY_BALL,tm,
GENESECT_DOUSE_DRIVE,CHARGE_BEAM,tm,
GENESECT_DOUSE_DRIVE,ENDURE,tm,
GENESECT_DOUSE_DRIVE,EXPLOSION,tm,
GENESECT_DOUSE_DRIVE,SHADOW_CLAW,tm,
GENESECT_DOUSE_DRIVE,RECYCLE,tm,
GENESECT_DOUSE_DRIVE,GIGA_IMPACT,tm,
GENESECT_DOUSE_DRIVE,ROCK_POLISH,tm,
GENESECT_DOUSE_DRIVE,FLASH,tm,
GENESECT_DOUSE_DRIVE,THUNDER_WAVE,tm,
GENESECT_DOUSE_DRIVE,DARK_PULSE,tm,
GENESECT_DOUSE_DRIVE,X_SCISSOR,tm,
GENESECT_DOUSE_DRIVE,SLEEP_TALK,tm,
GENESECT_DOUSE_DRIVE,SWAGGER,tm,
GENESECT_DOUSE_DRIVE,U_TURN,tm,
GENESECT_DOUSE_DRIVE,SUBSTITUTE,tm,
GENESECT_DOUSE_DRIVE,FLASH_CANNON,tm,
GENESECT_SHOCK_DRIVE,FURY_CUTTER,level-up,1
GENESECT_SHOCK_DRIVE,QUICK_ATTACK,level-up,1
GENESECT_SHOCK_DRIVE,FELL_STINGER,level-up,1
GENESECT_SHOCK_DRIVE,TECHNO_BLAST,level-up,1
GENESECT_SHOCK_DRIVE,MAGNET_RISE,level-up,1
GENESECT_SHOCK_DRIVE,METAL_CLAW,level-up,1
GENESECT_SHOCK_DRIVE,SCREECH,level-up,1
GENESECT_SHOCK_DRIVE,SCREECH,level-up,7
GENESECT_SHOCK_DRIVE,FURY_CUTTER,level-up,7
GENESECT_SHOCK_DRIVE,METAL_CLAW,level-up,14
GENESECT_SHOCK_DRIVE,FELL_STINGER,level-up,21
GENESECT_SHOCK_DRIVE,MAGNET_BOMB,level-up,22
GENESECT_SHOCK_DRIVE,FLAME_CHARGE,level-up,23
GENESECT_SHOCK_DRIVE,SLASH,level-up,29
GENESECT_SHOCK_DRIVE,METAL_SOUND,level-up,34
GENESECT_SHOCK_DRIVE,SIGNAL_BEAM,level-up,40
GENESECT_SHOCK_DRIVE,TRI_ATTACK,level-up,44
GENESECT_SHOCK_DRIVE,X_SCISSOR,level-up,46
GENESECT_SHOCK_DRIVE,LOCK_ON,level-up,46
GENESECT_SHOCK_DRIVE,MAGNET_RISE,level-up,49
GENESECT_SHOCK_DRIVE,BUG_BUZZ,level-up,55
GENESECT_SHOCK_DRIVE,SIMPLE_BEAM,level-up,62
GENESECT_SHOCK_DRIVE,ZAP_CANNON,level-up,68
GENESECT_SHOCK_DRIVE,HYPER_BEAM,level-up,73
GENESECT_SHOCK_DRIVE,TECHNO_BLAST,level-up,84
GENESECT_SHOCK_DRIVE,SELF_DESTRUCT,level-up,84
GENESECT_SHOCK_DRIVE,TOXIC,tm,
GENESECT_SHOCK_DRIVE,HIDDEN_POWER,tm,
GENESECT_SHOCK_DRIVE,ICE_BEAM,tm,
GENESECT_SHOCK_DRIVE,BLIZZARD,tm,
GENESECT_SHOCK_DRIVE,HYPER_BEAM,tm,
GENESECT_SHOCK_DRIVE,LIGHT_SCREEN,tm,
GENESECT_SHOCK_DRIVE,PROTECT,tm,
GENESECT_SHOCK_DRIVE,GIGA_DRAIN,tm,
GENESECT_SHOCK_DRIVE,FRUSTRATION,tm,
GENESECT_SHOCK_DRIVE,SOLAR_BEAM,tm,
GENESECT_SHOCK_DRIVE,THUNDERBOLT,tm,
GENESECT_SHOCK_DRIVE,THUNDER,tm,
GENESECT_SHOCK_DRIVE,RETURN,tm,
GENESECT_SHOCK_DRIVE,PSYCHIC,tm,
GENESECT_SHOCK_DRIVE,DOUBLE_TEAM,tm,
GENESECT_SHOCK_DRIVE,REFLECT,tm,
GENESECT_SHOCK_DRIVE,SHOCK_WAVE,tm,
GENESECT_SHOCK_DRIVE,FLAMETHROWER,tm,
GENESECT_SHOCK_DRIVE,AERIAL_ACE,tm,
GENESECT_SHOCK_DRIVE,FACADE,tm,
GENESECT_SHOCK_DRIVE,SECRET_POWER,tm,
GENESECT_SHOCK_DRIVE,REST,tm,
GENESECT_SHOCK_DRIVE,ENERGY_BALL,tm,
GENESECT_SHOCK_DRIVE,CHARGE_BEAM,tm,
GENESECT_SHOCK_DRIVE,ENDURE,tm,
GENESECT_SHOCK_DRIVE,EXPLOSION,tm,
GENESECT_SHOCK_DRIVE,SHADOW_CLAW,tm,
GENESECT_SHOCK_DRIVE,RECYCLE,tm,
GENESECT_SHOCK_DRIVE,GIGA_IMPACT,tm,
GENESECT_SHOCK_DRIVE,ROCK_POLISH,tm,
GENESECT_SHOCK_DRIVE,FLASH,tm,
GENESECT_SHOCK_DRIVE,THUNDER_WAVE,tm,
GENESECT_SHOCK_DRIVE,DARK_PULSE,tm,
GENESECT_SHOCK_DRIVE,X_SCISSOR,tm,
GENESECT_SHOCK_DRIVE,SLEEP_TALK,tm,
GENESECT_SHOCK_DRIVE,SWAGGER,tm,
GENESECT_SHOCK_DRIVE,U_TURN,tm,
GENESECT_SHOCK_DRIVE,SUBSTITUTE,tm,
GENESECT_SHOCK_DRIVE,FLASH_CANNON,tm,
GENGAR,SHADOW_PUNCH,level-up,
GENGAR,SHADOW_PUNCH,level-up,1
GENGAR,PERISH_SONG,level-up,1
GENGAR,REFLECT_TYPE,level-up,1
GENGAR,LICK,level-up,1
GENGAR,CONFUSE_RAY,level-up,1
GENGAR,HYPNOSIS,level-up,1
GENGAR,MEAN_LOOK,level-up,1
GENGAR,SPITE,level-up,1
GENGAR,MEAN_LOOK,level-up,8
GENGAR,SPITE,level-up,10
GENGAR,CURSE,level-up,16
GENGAR,PAYBACK,level-up,19
GENGAR,CONFUSE_RAY,level-up,19
GENGAR,NIGHT_SHADE,level-up,23
GENGAR,SUCKER_PUNCH,level-up,29
GENGAR,HEX,level-up,38
GENGAR,SHADOW_BALL,level-up,41
GENGAR,DARK_PULSE,level-up,42
GENGAR,DREAM_EATER,level-up,50
GENGAR,DESTINY_BOND,level-up,52
GENGAR,NIGHTMARE,level-up,61
GENGAR,FOCUS_PUNCH,tm,
GENGAR,TOXIC,tm,
GENGAR,HIDDEN_POWER,tm,
GENGAR,SUNNY_DAY,tm,
GENGAR,TAUNT,tm,
GENGAR,HYPER_BEAM,tm,
GENGAR,PROTECT,tm,
GENGAR,RAIN_DANCE,tm,
GENGAR,GIGA_DRAIN,tm,
GENGAR,FRUSTRATION,tm,
GENGAR,THUNDERBOLT,tm,
GENGAR,THUNDER,tm,
GENGAR,RETURN,tm,
GENGAR,PSYCHIC,tm,
GENGAR,SHADOW_BALL,tm,
GENGAR,BRICK_BREAK,tm,
GENGAR,DOUBLE_TEAM,tm,
GENGAR,SLUDGE_BOMB,tm,
GENGAR,TORMENT,tm,
GENGAR,FACADE,tm,
GENGAR,SECRET_POWER,tm,
GENGAR,REST,tm,
GENGAR,ATTRACT,tm,
GENGAR,THIEF,tm,
GENGAR,SKILL_SWAP,tm,
GENGAR,SNATCH,tm,
GENGAR,FOCUS_BLAST,tm,
GENGAR,ENERGY_BALL,tm,
GENGAR,FLING,tm,
GENGAR,ENDURE,tm,
GENGAR,DRAIN_PUNCH,tm,
GENGAR,WILL_O_WISP,tm,
GENGAR,EMBARGO,tm,
GENGAR,EXPLOSION,tm,
GENGAR,SHADOW_CLAW,tm,
GENGAR,PAYBACK,tm,
GENGAR,GIGA_IMPACT,tm,
GENGAR,THUNDER_WAVE,tm,
GENGAR,PSYCH_UP,tm,
GENGAR,CAPTIVATE,tm,
GENGAR,DARK_PULSE,tm,
GENGAR,SLEEP_TALK,tm,
GENGAR,NATURAL_GIFT,tm,
GENGAR,POISON_JAB,tm,
GENGAR,DREAM_EATER,tm,
GENGAR,SWAGGER,tm,
GENGAR,SUBSTITUTE,tm,
GENGAR,TRICK_ROOM,tm,
GEODUDE,TACKLE,level-up,1
GEODUDE,DEFENSE_CURL,level-up,1
GEODUDE,MUD_SPORT,level-up,4
GEODUDE,ROCK_POLISH,level-up,6
GEODUDE,ROLLOUT,level-up,10
GEODUDE,MAGNITUDE,level-up,12
GEODUDE,ROCK_THROW,level-up,16
GEODUDE,SMACK_DOWN,level-up,18
GEODUDE,BULLDOZE,level-up,22
GEODUDE,SELF_DESTRUCT,level-up,24
GEODUDE,STEALTH_ROCK,level-up,28
GEODUDE,ROCK_BLAST,level-up,30
GEODUDE,EARTHQUAKE,level-up,34
GEODUDE,EXPLOSION,level-up,36
GEODUDE,DOUBLE_EDGE,level-up,40
GEODUDE,STONE_EDGE,level-up,42
GEODUDE,MEGA_PUNCH,egg,
GEODUDE,ROCK_SLIDE,egg,
GEODUDE,BLOCK,egg,
GEODUDE,HAMMER_ARM,egg,
GEODUDE,FLAIL,egg,
GEODUDE,CURSE,egg,
GEODUDE,FOCUS_PUNCH,tm,
GEODUDE,TOXIC,tm,
GEODUDE,HIDDEN_POWER,tm,
GEODUDE,SUNNY_DAY,tm,
GEODUDE,PROTECT,tm,
GEODUDE,FRUSTRATION,tm,
GEODUDE,EARTHQUAKE,tm,
GEODUDE,RETURN,tm,
GEODUDE,DIG,tm,
GEODUDE,BRICK_BREAK,tm,
GEODUDE,DOUBLE_TEAM,tm,
GEODUDE,FLAMETHROWER,tm,
GEODUDE,SANDSTORM,tm,
GEODUDE,FIRE_BLAST,tm,
GEODUDE,ROCK_TOMB,tm,
GEODUDE,FACADE,tm,
GEODUDE,SECRET_POWER,tm,
GEODUDE,REST,tm,
GEODUDE,ATTRACT,tm,
GEODUDE,FLING,tm,
GEODUDE,ENDURE,tm,
GEODUDE,EXPLOSION,tm,
GEODUDE,ROCK_POLISH,tm,
GEODUDE,STONE_EDGE,tm,
GEODUDE,GYRO_BALL,tm,
GEODUDE,STEALTH_ROCK,tm,
GEODUDE,CAPTIVATE,tm,
GEODUDE,ROCK_SLIDE,tm,
GEODUDE,SLEEP_TALK,tm,
GEODUDE,NATURAL_GIFT,tm,
GEODUDE,SWAGGER,tm,
GEODUDE,SUBSTITUTE,tm,
GEODUDE_ALOLAN,TACKLE,level-up,1
GEODUDE_ALOLAN,DEFENSE_CURL,level-up,1
GEODUDE_ALOLAN,CHARGE,level-up,4
GEODUDE_ALOLAN,ROCK_POLISH,level-up,6
GEODUDE_ALOLAN,ROLLOUT,level-up,10
GEODUDE_ALOLAN,SPARK,level-up,12
GEODUDE_ALOLAN,ROCK_THROW,level-up,16
GEODUDE_ALOLAN,SMACK_DOWN,level-up,18
GEODUDE_ALOLAN,THUNDER_PUNCH,level-up,22
GEODUDE_ALOLAN,SELF_DESTRUCT,level-up,24
GEODUDE_ALOLAN,STEALTH_ROCK,level-up,28
GEODUDE_ALOLAN,ROCK_BLAST,level-up,30
GEODUDE_ALOLAN,DISCHARGE,level-up,34
GEODUDE_ALOLAN,EXPLOSION,level-up,36
GEODUDE_ALOLAN,DOUBLE_EDGE,level-up,40
GEODUDE_ALOLAN,STONE_EDGE,level-up,42
GEODUDE_ALOLAN,FOCUS_PUNCH,tm,
GEODUDE_ALOLAN,TOXIC,tm,
GEODUDE_ALOLAN,HIDDEN_POWER,tm,
GEODUDE_ALOLAN,SUNNY_DAY,tm,
GEODUDE_ALOLAN,PROTECT,tm,
GEODUDE_ALOLAN,FRUSTRATION,tm,
GEODUDE_ALOLAN,THUNDERBOLT,tm,
GEODUDE_ALOLAN,EARTHQUAKE,tm,
GEODUDE_ALOLAN,RETURN,tm,
GEODUDE_ALOLAN,DIG,tm,
GEODUDE_ALOLAN,BRICK_BREAK,tm,
GEODUDE_ALOLAN,DOUBLE_TEAM,tm,
GEODUDE_ALOLAN,FLAMETHROWER,tm,
GEODUDE_ALOLAN,SANDSTORM,tm,
GEODUDE_ALOLAN,FIRE_BLAST,tm,
GEODUDE_ALOLAN,ROCK_TOMB,tm,
GEODUDE_ALOLAN,FACADE,tm,
GEODUDE_ALOLAN,SECRET_POWER,tm,
GEODUDE_ALOLAN,REST,tm,
GEODUDE_ALOLAN,ATTRACT,tm,
GEODUDE_ALOLAN,FLING,tm,
GEODUDE_ALOLAN,CHARGE_BEAM,tm,
GEODUDE_ALOLAN,ENDURE,tm,
GEODUDE_ALOLAN,EXPLOSION,tm,
GEODUDE_ALOLAN,ROCK_POLISH,tm,
GEODUDE_ALOLAN,STONE_EDGE,tm,
GEODUDE_ALOLAN,THUNDER_WAVE,tm,
GEODUDE_ALOLAN,GYRO_BALL,tm,
GEODUDE_ALOLAN,STEALTH_ROCK,tm,
GEODUDE_ALOLAN,ROCK_SLIDE,tm,
GEODUDE_ALOLAN,SLEEP_TALK,tm,
GEODUDE_ALOLAN,NATURAL_GIFT,tm,
GEODUDE_ALOLAN,SWAGGER,tm,
GEODUDE_ALOLAN,SUBSTITUTE,tm,
GHOLDENGO,ASTONISH,level-up,1
GHOLDENGO,TACKLE,level-up,1
GHOLDENGO,NIGHT_SHADE,level-up,7
GHOLDENGO,CONFUSE_RAY,level-up,14
GHOLDENGO,SUBSTITUTE,level-up,21
GHOLDENGO,METAL_SOUND,level-up,28
GHOLDENGO,SHADOW_BALL,level-up,35
GHOLDENGO,RECOVER,level-up,42
GHOLDENGO,POWER_GEM,level-up,49
GHOLDENGO,MAKE_IT_RAIN,level-up,56
GHOLDENGO,NASTY_PLOT,level-up,63
GHOLDENGO,MEMENTO,level-up,70
GHOLDENGO,FOCUS_PUNCH,tm,
GHOLDENGO,TOXIC,tm,
GHOLDENGO,HIDDEN_POWER,tm,
GHOLDENGO,HYPER_BEAM,tm,
GHOLDENGO,LIGHT_SCREEN,tm,
GHOLDENGO,PROTECT,tm,
GHOLDENGO,FRUSTRATION,tm,
GHOLDENGO,THUNDERBOLT,tm,
GHOLDENGO,THUNDER,tm,
GHOLDENGO,RETURN,tm,
GHOLDENGO,PSYCHIC,tm,
GHOLDENGO,SHADOW_BALL,tm,
GHOLDENGO,DOUBLE_TEAM,tm,
GHOLDENGO,REFLECT,tm,
GHOLDENGO,SANDSTORM,tm,
GHOLDENGO,SECRET_POWER,tm,
GHOLDENGO,REST,tm,
GHOLDENGO,FOCUS_BLAST,tm,
GHOLDENGO,FLING,tm,
GHOLDENGO,CHARGE_BEAM,tm,
GHOLDENGO,ENDURE,tm,
GHOLDENGO,GIGA_IMPACT,tm,
GHOLDENGO,THUNDER_WAVE,tm,
GHOLDENGO,SLEEP_TALK,tm,
GHOLDENGO,SUBSTITUTE,tm,
GHOLDENGO,FLASH_CANNON,tm,
GIBLE,SAND_TOMB,level-up,1
GIBLE,TACKLE,level-up,1
GIBLE,SAND_ATTACK,level-up,4
GIBLE,DRAGON_RAGE,level-up,7
GIBLE,DRAGON_BREATH,level-up,12
GIBLE,BULLDOZE,level-up,18
GIBLE,SAND_TOMB,level-up,19
GIBLE,BITE,level-up,25
GIBLE,SLASH,level-up,27
GIBLE,DRAGON_CLAW,level-up,31
GIBLE,SANDSTORM,level-up,31
GIBLE,TAKE_DOWN,level-up,35
GIBLE,DIG,level-up,36
GIBLE,DRAGON_RUSH,level-up,49
GIBLE,DRAGON_BREATH,egg,
GIBLE,OUTRAGE,egg,
GIBLE,TWISTER,egg,
GIBLE,SCARY_FACE,egg,
GIBLE,DOUBLE_EDGE,egg,
GIBLE,THRASH,egg,
GIBLE,METAL_CLAW,egg,
GIBLE,SAND_TOMB,egg,
GIBLE,BODY_SLAM,egg,
GIBLE,IRON_HEAD,egg,
GIBLE,MUD_SHOT,egg,
GIBLE,DRAGON_CLAW,tm,
GIBLE,TOXIC,tm,
GIBLE,HIDDEN_POWER,tm,
GIBLE,SUNNY_DAY,tm,
GIBLE,PROTECT,tm,
GIBLE,RAIN_DANCE,tm,
GIBLE,FRUSTRATION,tm,
GIBLE,IRON_TAIL,tm,
GIBLE,EARTHQUAKE,tm,
GIBLE,RETURN,tm,
GIBLE,DIG,tm,
GIBLE,DOUBLE_TEAM,tm,
GIBLE,FLAMETHROWER,tm,
GIBLE,SANDSTORM,tm,
GIBLE,FIRE_BLAST,tm,
GIBLE,ROCK_TOMB,tm,
GIBLE,FACADE,tm,
GIBLE,SECRET_POWER,tm,
GIBLE,REST,tm,
GIBLE,ATTRACT,tm,
GIBLE,FALSE_SWIPE,tm,
GIBLE,ENDURE,tm,
GIBLE,DRAGON_PULSE,tm,
GIBLE,SHADOW_CLAW,tm,
GIBLE,STONE_EDGE,tm,
GIBLE,SWORDS_DANCE,tm,
GIBLE,STEALTH_ROCK,tm,
GIBLE,CAPTIVATE,tm,
GIBLE,ROCK_SLIDE,tm,
GIBLE,SLEEP_TALK,tm,
GIBLE,NATURAL_GIFT,tm,
GIBLE,SWAGGER,tm,
GIBLE,SUBSTITUTE,tm,
GIGALITH,POWER_GEM,level-up,1
GIGALITH,SAND_ATTACK,level-up,1
GIGALITH,TACKLE,level-up,1
GIGALITH,HARDEN,level-up,1
GIGALITH,STEALTH_ROCK,level-up,1
GIGALITH,HEADBUTT,level-up,1
GIGALITH,HARDEN,level-up,4
GIGALITH,SAND_ATTACK,level-up,7
GIGALITH,MUD_SLAP,level-up,14
GIGALITH,HEADBUTT,level-up,17
GIGALITH,SMACK_DOWN,level-up,19
GIGALITH,IRON_DEFENSE,level-up,20
GIGALITH,ROCK_BLAST,level-up,25
GIGALITH,ROCK_SLIDE,level-up,30
GIGALITH,STEALTH_ROCK,level-up,36
GIGALITH,SANDSTORM,level-up,42
GIGALITH,STONE_EDGE,level-up,48
GIGALITH,EXPLOSION,level-up,54
GIGALITH,TOXIC,tm,
GIGALITH,HIDDEN_POWER,tm,
GIGALITH,HYPER_BEAM,tm,
GIGALITH,PROTECT,tm,
GIGALITH,FRUSTRATION,tm,
GIGALITH,SOLAR_BEAM,tm,
GIGALITH,EARTHQUAKE,tm,
GIGALITH,RETURN,tm,
GIGALITH,DOUBLE_TEAM,tm,
GIGALITH,SANDSTORM,tm,
GIGALITH,ROCK_TOMB,tm,
GIGALITH,FACADE,tm,
GIGALITH,SECRET_POWER,tm,
GIGALITH,REST,tm,
GIGALITH,ATTRACT,tm,
GIGALITH,ENDURE,tm,
GIGALITH,EXPLOSION,tm,
GIGALITH,GIGA_IMPACT,tm,
GIGALITH,ROCK_POLISH,tm,
GIGALITH,STONE_EDGE,tm,
GIGALITH,STEALTH_ROCK,tm,
GIGALITH,ROCK_SLIDE,tm,
GIGALITH,SLEEP_TALK,tm,
GIGALITH,SWAGGER,tm,
GIGALITH,SUBSTITUTE,tm,
GIGALITH,FLASH_CANNON,tm,
GIMMIGHOUL,ASTONISH,level-up,1
GIMMIGHOUL,TACKLE,level-up,1
GIMMIGHOUL,TOXIC,tm,
GIMMIGHOUL,HIDDEN_POWER,tm,
GIMMIGHOUL,LIGHT_SCREEN,tm,
GIMMIGHOUL,PROTECT,tm,
GIMMIGHOUL,FRUSTRATION,tm,
GIMMIGHOUL,RETURN,tm,
GIMMIGHOUL,SHADOW_BALL,tm,
GIMMIGHOUL,DOUBLE_TEAM,tm,
GIMMIGHOUL,REFLECT,tm,
GIMMIGHOUL,SECRET_POWER,tm,
GIMMIGHOUL,REST,tm,
GIMMIGHOUL,THIEF,tm,
GIMMIGHOUL,ENDURE,tm,
GIMMIGHOUL,SLEEP_TALK,tm,
GIMMIGHOUL,SUBSTITUTE,tm,
GIMMIGHOUL_ROAMING,ASTONISH,level-up,1
GIMMIGHOUL_ROAMING,TACKLE,level-up,1
GIMMIGHOUL_ROAMING,TOXIC,tm,
GIMMIGHOUL_ROAMING,HIDDEN_POWER,tm,
GIMMIGHOUL_ROAMING,LIGHT_SCREEN,tm,
GIMMIGHOUL_ROAMING,PROTECT,tm,
GIMMIGHOUL_ROAMING,FRUSTRATION,tm,
GIMMIGHOUL_ROAMING,RETURN,tm,
GIMMIGHOUL_ROAMING,SHADOW_BALL,tm,
GIMMIGHOUL_ROAMING,DOUBLE_TEAM,tm,
GIMMIGHOUL_ROAMING,REFLECT,tm,
GIMMIGHOUL_ROAMING,SECRET_POWER,tm,
GIMMIGHOUL_ROAMING,REST,tm,
GIMMIGHOUL_ROAMING,THIEF,tm,
GIMMIGHOUL_ROAMING,ENDURE,tm,
GIMMIGHOUL_ROAMING,SLEEP_TALK,tm,
GIMMIGHOUL_ROAMING,SUBSTITUTE,tm,
GIRAFARIG,POWER_SWAP,level-up,1
GIRAFARIG,GUARD_SWAP,level-up,1
GIRAFARIG,ASTONISH,level-up,1
GIRAFARIG,TACKLE,level-up,1
GIRAFARIG,GROWL,level-up,1
GIRAFARIG,CONFUSION,level-up,1
GIRAFARIG,ODOR_SLEUTH,level-up,5
GIRAFARIG,ASSURANCE,level-up,10
GIRAFARIG,STOMP,level-up,14
GIRAFARIG,PSYBEAM,level-up,19
GIRAFARIG,AGILITY,level-up,23
GIRAFARIG,DOUBLE_HIT,level-up,28
GIRAFARIG,ZEN_HEADBUTT,level-up,32
GIRAFARIG,CRUNCH,level-up,37
GIRAFARIG,BATON_PASS,level-up,41
GIRAFARIG,NASTY_PLOT,level-up,46
GIRAFARIG,PSYCHIC,level-up,50
GIRAFARIG,TAKE_DOWN,egg,
GIRAFARIG,AMNESIA,egg,
GIRAFARIG,FORESIGHT,egg,
GIRAFARIG,FUTURE_SIGHT,egg,
GIRAFARIG,BEAT_UP,egg,
GIRAFARIG,PSYCH_UP,egg,
GIRAFARIG,WISH,egg,
GIRAFARIG,MAGIC_COAT,egg,
GIRAFARIG,DOUBLE_KICK,egg,
GIRAFARIG,MIRROR_COAT,egg,
GIRAFARIG,RAZOR_WIND,egg,
GIRAFARIG,CALM_MIND,tm,
GIRAFARIG,TOXIC,tm,
GIRAFARIG,HIDDEN_POWER,tm,
GIRAFARIG,SUNNY_DAY,tm,
GIRAFARIG,HYPER_BEAM,tm,
GIRAFARIG,LIGHT_SCREEN,tm,
GIRAFARIG,PROTECT,tm,
GIRAFARIG,RAIN_DANCE,tm,
GIRAFARIG,FRUSTRATION,tm,
GIRAFARIG,IRON_TAIL,tm,
GIRAFARIG,THUNDERBOLT,tm,
GIRAFARIG,THUNDER,tm,
GIRAFARIG,EARTHQUAKE,tm,
GIRAFARIG,RETURN,tm,
GIRAFARIG,PSYCHIC,tm,
GIRAFARIG,SHADOW_BALL,tm,
GIRAFARIG,DOUBLE_TEAM,tm,
GIRAFARIG,REFLECT,tm,
GIRAFARIG,SHOCK_WAVE,tm,
GIRAFARIG,FACADE,tm,
GIRAFARIG,SECRET_POWER,tm,
GIRAFARIG,REST,tm,
GIRAFARIG,ATTRACT,tm,
GIRAFARIG,THIEF,tm,
GIRAFARIG,SKILL_SWAP,tm,
GIRAFARIG,ENERGY_BALL,tm,
GIRAFARIG,CHARGE_BEAM,tm,
GIRAFARIG,ENDURE,tm,
GIRAFARIG,RECYCLE,tm,
GIRAFARIG,GIGA_IMPACT,tm,
GIRAFARIG,FLASH,tm,
GIRAFARIG,THUNDER_WAVE,tm,
GIRAFARIG,PSYCH_UP,tm,
GIRAFARIG,CAPTIVATE,tm,
GIRAFARIG,SLEEP_TALK,tm,
GIRAFARIG,NATURAL_GIFT,tm,
GIRAFARIG,DREAM_EATER,tm,
GIRAFARIG,GRASS_KNOT,tm,
GIRAFARIG,SWAGGER,tm,
GIRAFARIG,SUBSTITUTE,tm,
GIRAFARIG,TRICK_ROOM,tm,
GIRATINA,SHADOW_SNEAK,level-up,1
GIRATINA,DEFOG,level-up,1
GIRATINA,DRAGON_BREATH,level-up,1
GIRATINA,SCARY_FACE,level-up,1
GIRATINA,OMINOUS_WIND,level-up,6
GIRATINA,DRAGON_BREATH,level-up,7
GIRATINA,ANCIENT_POWER,level-up,12
GIRATINA,SHADOW_SNEAK,level-up,19
GIRATINA,SLASH,level-up,21
GIRATINA,HEX,level-up,34
GIRATINA,SCARY_FACE,level-up,35
GIRATINA,SHADOW_CLAW,level-up,42
GIRATINA,DRAGON_CLAW,level-up,46
GIRATINA,AURA_SPHERE,level-up,47
GIRATINA,PAIN_SPLIT,level-up,49
GIRATINA,EARTH_POWER,level-up,52
GIRATINA,DESTINY_BOND,level-up,56
GIRATINA,SHADOW_FORCE,level-up,62
GIRATINA,DRAGON_CLAW,tm,
GIRATINA,CALM_MIND,tm,
GIRATINA,ROAR,tm,
GIRATINA,TOXIC,tm,
GIRATINA,HIDDEN_POWER,tm,
GIRATINA,SUNNY_DAY,tm,
GIRATINA,HYPER_BEAM,tm,
GIRATINA,PROTECT,tm,
GIRATINA,RAIN_DANCE,tm,
GIRATINA,SAFEGUARD,tm,
GIRATINA,FRUSTRATION,tm,
GIRATINA,IRON_TAIL,tm,
GIRATINA,THUNDERBOLT,tm,
GIRATINA,THUNDER,tm,
GIRATINA,EARTHQUAKE,tm,
GIRATINA,RETURN,tm,
GIRATINA,PSYCHIC,tm,
GIRATINA,SHADOW_BALL,tm,
GIRATINA,DOUBLE_TEAM,tm,
GIRATINA,SHOCK_WAVE,tm,
GIRATINA,FACADE,tm,
GIRATINA,SECRET_POWER,tm,
GIRATINA,REST,tm,
GIRATINA,STEEL_WING,tm,
GIRATINA,ENERGY_BALL,tm,
GIRATINA,ENDURE,tm,
GIRATINA,DRAGON_PULSE,tm,
GIRATINA,WILL_O_WISP,tm,
GIRATINA,SILVER_WIND,tm,
GIRATINA,SHADOW_CLAW,tm,
GIRATINA,PAYBACK,tm,
GIRATINA,GIGA_IMPACT,tm,
GIRATINA,STONE_EDGE,tm,
GIRATINA,THUNDER_WAVE,tm,
GIRATINA,DARK_PULSE,tm,
GIRATINA,SLEEP_TALK,tm,
GIRATINA,NATURAL_GIFT,tm,
GIRATINA,DREAM_EATER,tm,
GIRATINA,SWAGGER,tm,
GIRATINA,SUBSTITUTE,tm,
GIRATINA_ORIGIN,SHADOW_SNEAK,level-up,1
GIRATINA_ORIGIN,DEFOG,level-up,1
GIRATINA_ORIGIN,DRAGON_BREATH,level-up,1
GIRATINA_ORIGIN,SCARY_FACE,level-up,1
GIRATINA_ORIGIN,OMINOUS_WIND,level-up,6
GIRATINA_ORIGIN,DRAGON_BREATH,level-up,7
GIRATINA_ORIGIN,ANCIENT_POWER,level-up,12
GIRATINA_ORIGIN,SHADOW_SNEAK,level-up,19
GIRATINA_ORIGIN,SLASH,level-up,21
GIRATINA_ORIGIN,HEX,level-up,34
GIRATINA_ORIGIN,SCARY_FACE,level-up,35
GIRATINA_ORIGIN,SHADOW_CLAW,level-up,42
GIRATINA_ORIGIN,DRAGON_CLAW,level-up,46
GIRATINA_ORIGIN,AURA_SPHERE,level-up,47
GIRATINA_ORIGIN,PAIN_SPLIT,level-up,49
GIRATINA_ORIGIN,EARTH_POWER,level-up,52
GIRATINA_ORIGIN,DESTINY_BOND,level-up,56
GIRATINA_ORIGIN,SHADOW_FORCE,level-up,62
GIRATINA_ORIGIN,DRAGON_CLAW,tm,
GIRATINA_ORIGIN,CALM_MIND,tm,
